Country Name,Country Code,Series Name,Series Code,1960 [YR1960],1961 [YR1961],1962 [YR1962],1963 [YR1963],1964 [YR1964],1965 [YR1965],1966 [YR1966],1967 [YR1967],1968 [YR1968],1969 [YR1969],1970 [YR1970],1971 [YR1971],1972 [YR1972],1973 [YR1973],1974 [YR1974],1975 [YR1975],1976 [YR1976],1977 [YR1977],1978 [YR1978],1979 [YR1979],1980 [YR1980],1981 [YR1981],1982 [YR1982],1983 [YR1983],1984 [YR1984],1985 [YR1985],1986 [YR1986],1987 [YR1987],1988 [YR1988],1989 [YR1989],1990 [YR1990],1991 [YR1991],1992 [YR1992],1993 [YR1993],1994 [YR1994],1995 [YR1995],1996 [YR1996],1997 [YR1997],1998 [YR1998],1999 [YR1999],2000 [YR2000],2001 [YR2001],2002 [YR2002],2003 [YR2003],2004 [YR2004],2005 [YR2005],2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020],2021 [YR2021],2022 [YR2022],2023 [YR2023],2024 [YR2024],2025 [YR2025]
Albania,ALB,"School enrollment, tertiary, female (% gross)",SE.TER.ENRR.FE,..,..,..,..,..,..,..,..,..,..,..,8.64058017730713,9.29934024810791,..,..,..,..,..,4.9021201133728,..,..,4.88315010070801,..,5.47164011001587,5.98656988143921,6.29605007171631,6.51122999191284,6.86218023300171,7.48662996292114,7.93944978713989,8.34232044219971,8.97181034088135,9.5284595489502,11.1502599716187,11.0404996871948,10.4641199111938,11.5983200073242,14.0885601043701,14.933349609375,16.9277000427246,17.5028095245361,17.9192295074463,19.5883502960205,19.7989501953125,23.2279891967773,26.6828994750977,30.5197200775146,35.5193481445312,36.394588470459,38.1325798034668,49.6336517333984,56.2686387324156,66.9087611209798,73.0355050914662,75.6627224362502,71.7403206883066,69.4634217500182,69.6489676008613,67.0805071747503,73.0472843844399,74.0293151569234,72.8731019839685,74.8408843267243,77.0315270509882,95.3502197265625,..
Albania,ALB,"School enrollment, tertiary, male (% gross)",SE.TER.ENRR.MA,..,..,..,..,..,..,..,..,..,..,..,16.9080791473389,18.370849609375,..,..,..,..,..,5.8708701133728,..,..,4.76419019699097,..,5.78253984451294,6.68752002716065,7.4672999382019,7.59907007217407,7.37772989273071,7.4432201385498,7.59359979629517,7.69114017486572,8.31223011016846,8.72659015655518,10.8843202590942,9.83782958984375,9.68342971801758,10.4283304214478,11.4532699584961,12.2332496643066,12.4142398834228,13.0366897583008,12.7326402664185,12.9456195831299,12.7166595458984,14.8595695495606,17.9951705932617,21.9083309173584,25.0691299438477,27.1613101959229,27.9654998779297,37.3697204589844,42.8959527680329,50.7768712309329,55.1454075105893,55.9418921372798,52.6765625348076,48.1246508353167,46.8398087843691,45.1143786685694,49.7005563627343,49.2399698624977,47.201688528224,50.6193427833757,52.7499368314663,72.1307678222656,..
Albania,ALB,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,3.44697999954224,3.14191007614136,3.05029988288879,3.3276801109314,3.46300005912781,3.51434993743896,3.3304500579834,3.34198999404907,3.00253009796143,3.03534007072449,3.1308000087738,3.20023989677429,3.10271000862122,3.14638996124268,..,..,..,3.17881310743026,3.29533986928598,3.53355002403259,3.18177734553254,3.41300010681152,3.91997003555298,3.54673004150391,3.08201370407389,3.8701798915863,3.32505011558533,3.00555992126465,2.72977995872498,3.09153008460998,..,..
Albania,ALB,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,98.7099990844727,..,..,..,..,..,..,95.9400024414062,..,..,96.8499984741211,97.25,..,..,..,..,98.8099975585938,..,..,..,..,..,97.6800003051758,..,..
Albania,ALB,Urban population (% of total population),SP.URB.TOTL.IN.ZS,30.8420674130923,30.9827513418507,31.0731900817639,31.1398055648366,31.1906326249604,31.2337060960272,31.2770608119285,31.3287316065561,31.3967533138017,31.4901653651322,31.6190126513611,31.7832190295765,31.9754582795241,32.1890629144681,32.4173654476724,32.6536983924011,32.8913942619184,33.1237855694883,33.3442048283749,33.5459569579484,33.7329401193584,33.9086307674847,34.078980200443,34.2492672113262,34.4247705932271,34.6107691392387,34.8125416424538,35.0353668959653,35.284523692866,35.5669897834013,35.8970478012844,36.282411606506,36.7184275131439,37.201625125729,37.728534048792,38.2956838868638,38.8996042444751,39.5368247261567,40.2038749364394,40.8972844798541,41.6135829609314,42.354513990929,43.1520419609419,44.0295089223208,44.9784925669394,45.9937666920583,47.0701050949378,48.2022815728384,49.3850699230207,50.6132439427449,51.8815774292716,53.2917382892465,53.8637553661449,54.2979678058548,54.7325813178673,55.1579291374894,55.5738734464276,55.980276426546,56.377000259892,56.7639071287255,57.1408592155544,57.5077187031778,57.8643477747383,58.2106086137857,58.5463634043555,..
Algeria,DZA,Individuals using the Internet (% of population),IT.NET.USER.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0,..,..,..,0.000361,0.00177,0.00174,0.0103,0.0202,0.2,0.491705679141589,0.646114016703792,1.59164126035832,2.19535973086144,4.63447508776537,5.843900204,7.37598495634886,9.45119062555304,10.18,11.23,12.5,14.89999962,18.20000076,22.5,29.5,38.20000076,42.94549942,47.69110107,49.0384680793271,55.79069901,63.47269821,72.21240234,74.78150177,76.19760132,77.4178009,..
Algeria,DZA,"GDP per capita, PPP (constant 2021 international $)",NY.GDP.PCAP.PP.KD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,11728.5457286791,11314.8647351204,11241.4154173757,10743.7063534104,10414.0348241407,10588.4433695754,10808.8788666941,10725.9673493368,11094.8875368585,11292.0372997165,11558.220469383,11742.5946761225,12213.1263531246,12835.1814413331,13226.7650481165,13738.495644436,13920.6940553701,14114.6745192683,14206.7767147039,14104.42817214,14496.4211312996,14641.9640935685,14697.5396133853,14778.1914257233,15073.7629403565,15239.5171456469,15511.6858768094,15427.6641894713,15343.4261222434,15199.1989965639,14194.1557479619,14496.8654697299,14782.2002970247,15159.3242373415,15501.9197003966,..
Algeria,DZA,"School enrollment, tertiary (% gross)",SE.TER.ENRR,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,8.84932041168213,8.63753986358643,..,10.0710496902466,10.8018398284912,10.945969581604,10.8634300231934,10.4309101104736,10.2354803085327,11.6038904190063,..,..,13.6004695892334,..,15.2947797775269,16.9754199981689,18.211820602417,18.8709297180176,20.7098693847656,21.3458003997803,23.5956306457519,..,30.5014705657959,30.7344437013341,32.3866003582095,33.5570987119466,35.4386275633738,36.0427983596258,38.2444735695552,43.9040620880927,49.177689984383,52.8819387317527,53.8645018203122,53.3752192208988,54.2222597146723,53.3875786756,55.5320185816789,54.4283410150344,..
Algeria,DZA,"School enrollment, tertiary, female (% gross)",SE.TER.ENRR.FE,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,19.9779891967773,23.7013092041016,24.1994800567627,28.0010509490967,..,36.6927299499512,37.1623326598786,39.314054497609,41.1136395460803,43.7420884959084,44.7541330817422,47.8722518603574,56.3362808633269,59.9877981449491,66.9846814731454,67.9847769058202,67.5418502703756,67.7607753417413,67.8072989517915,67.2588432657415,66.0945315618712,..
Algeria,DZA,"School enrollment, tertiary, male (% gross)",SE.TER.ENRR.MA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,17.8417892456055,17.9204998016357,18.6779403686523,19.4706592559814,..,24.7224006652832,24.7488288882699,25.9535995383813,26.5491932587728,27.743471325948,27.9708317977784,29.3234418855539,32.3778486313346,39.0802680730862,39.6020975993072,40.4540717809386,39.8051065383086,41.1512022127458,39.4987083168847,44.258295499457,43.2267777626288,..
Algeria,DZA,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,7.18201017379761,6.59742021560669,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,4.11142015457153,..,8.6917709007891,9.12453448642892,7.02950889772261,6.65906035504841,6.54889841545277,6.17633014564047,6.50210843472458,5.73482350888796,5.8127512720176,5.57536563446523,6.19391724496515,5.51403281769924,4.74924673000603,5.61015717726636,8.97772026062012,..
Algeria,DZA,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,49.6300010681152,..,..,..,..,..,..,..,..,..,..,..,..,..,..,69.870002746582,..,..,..,72.6500015258789,..,75.1399993896484,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Algeria,DZA,Urban population (% of total population),SP.URB.TOTL.IN.ZS,31.3412936756611,32.8829705018944,34.5117600471594,36.0556697016157,37.3783887750792,38.3436065773656,38.8383231189227,39.1016836642956,39.3116643992892,39.474071107059,39.6029262487579,39.7122522855387,39.8160716785543,39.9284068889574,40.063280377901,40.2347146065378,40.4567320360207,40.7737297725369,41.2620143723981,41.9484842586561,42.7836993406455,43.7311040750778,44.7541429186646,45.8162603281174,46.8809007601478,47.9115086714672,48.8715285187873,49.7325370727722,50.5447020016562,51.3484934823682,52.1421276982904,52.9271811434719,53.7052303119619,54.4778516978094,55.2466217950637,56.0131170977738,56.7789140999889,57.5455892957581,58.3146995318038,59.0844647469391,59.8521239445692,60.6177172788536,61.3812658601162,62.1427907986812,62.9023132048725,63.6598541890144,64.4154348614309,65.1690763324461,65.901485871159,66.5097384559521,67.1235057867459,67.7344007507578,68.3421258553675,68.9463836079277,69.5468765157615,70.1433070861612,70.7353778263851,71.3227912436551,71.905249845153,72.4824561380175,73.0541126293395,73.6199218261573,74.1795862354514,74.732808364138,75.2792907190618,..
American Samoa,ASM,Individuals using the Internet (% of population),IT.NET.USER.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
American Samoa,ASM,"GDP per capita, PPP (constant 2021 international $)",NY.GDP.PCAP.PP.KD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
American Samoa,ASM,"School enrollment, tertiary (% gross)",SE.TER.ENRR,..,..,..,..,..,..,..,..,..,..,..,0,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,19.6201190948486,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
American Samoa,ASM,"School enrollment, tertiary, female (% gross)",SE.TER.ENRR.FE,..,..,..,..,..,..,..,..,..,..,..,0,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,21.4411201477051,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
American Samoa,ASM,"School enrollment, tertiary, male (% gross)",SE.TER.ENRR.MA,..,..,..,..,..,..,..,..,..,..,..,0,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,17.8616905212402,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
American Samoa,ASM,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,14.7170495986938,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
American Samoa,ASM,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,97.3399963378906,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
American Samoa,ASM,Urban population (% of total population),SP.URB.TOTL.IN.ZS,37.630733896367,38.1525839096364,39.2872955226102,40.8971834238165,42.8525438300483,45.0236729580982,47.2808670247592,49.494422246824,51.5346348410855,53.2718010243364,54.5969643668068,55.6781182307226,56.6648019949481,57.5724235151291,58.4244855714931,59.2444909442675,60.0559424136796,60.8823427599568,61.7471947633265,62.6740012040162,63.6838351491801,64.7594806420641,65.8801826050643,67.0404090055583,68.2337812268115,69.4539206520893,70.6944486646571,71.9489866477803,73.2111559847244,74.4745780587547,75.75476136421,77.1886431276343,78.8200233343089,80.5535241084936,82.3063685835789,83.9957798929559,85.5389811700152,86.8531955481476,87.855646160744,88.4635561411951,88.6075809307222,88.553433064242,88.4330093344384,88.2572251046343,88.0361455323111,87.7798357749499,87.4983609900321,87.2017863350389,86.9001769674517,86.6035980447517,86.3190673549669,86.0284991724475,85.7161174344451,85.3846465194761,85.0351448001542,84.668670649093,84.2862824389061,83.8890385422071,83.4779973316097,83.0542171797274,82.6240780620716,82.2127091544092,81.794797704649,81.3721542708222,80.9446986961818,..
Andorra,AND,Individuals using the Internet (% of population),IT.NET.USER.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0,..,..,..,..,..,1.53,3.05,6.89,7.64,10.53883560922,..,11.2604687170103,13.546412876439,26.8379543894637,37.6057662174867,48.9368469989479,70.87,70.04,78.53,81,81,82.69999695,84.40000153,86.09999847,87.90000153,89.69999695,91.5674670273926,93.5,90.71869659,93.20570374,93.89749908,94.05169678,94.21499634,94.39759827,..
Andorra,AND,"GDP per capita, PPP (constant 2021 international $)",NY.GDP.PCAP.PP.KD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,50036.3007757561,47624.9668573542,45246.53307101,42605.6595832451,42716.3656354,44375.0247238159,46386.0912022485,50032.3529125128,51092.2222352218,52921.0452609846,54809.1441679423,59109.0136806378,61188.6370851474,63656.1958332184,64353.4858113531,65114.8053663021,66390.293726491,65534.1168555171,60691.6051530637,57203.9708883731,58285.0577756981,60470.4662377044,58172.1323929474,57332.1585611366,59929.2444670501,62105.1542389675,64402.8092369468,63239.6577711911,63048.5985572834,63215.899791913,55488.4902991095,59332.2029100127,63913.3835079105,64631.2963909271,65928.3071971004,..
Andorra,AND,"School enrollment, tertiary (% gross)",SE.TER.ENRR,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,7.31105995178223,8.82861995697021,8.74967002868652,8.41534996032715,9.89391040802002,..,10.986120223999,..,..,..,12.870249017038,14.5405405405405,13.5399673735726,13.8206896551724,15.2011095700416,15.6664896441848,15.7132150886835,15.4352596927579,15.2605749006777,15.4117647058823,34.6414389161411,62.4106937082277,67.6767676767677,..
Andorra,AND,"School enrollment, tertiary, female (% gross)",SE.TER.ENRR.FE,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,7.48873996734619,8.75440979003906,8.60501956939697,8.79675960540771,11.0305500030518,..,13.0952396392822,..,..,..,16.2323561346363,17.9807146908678,16.4359861591695,17.2023809523809,18.0109157064888,17.5621028307337,16.9500531349628,16.7792207792208,15.7946692991116,16.7230546157564,35.3111432706223,68.0038204393505,70.9377901578459,..
Andorra,AND,"School enrollment, tertiary, male (% gross)",SE.TER.ENRR.MA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,7.1428599357605,8.90023040771484,8.89120960235596,8.05368995666504,8.85956954956055,..,9.01943016052246,..,..,..,9.73137354282818,11.4093959731544,10.9567901234568,10.8997429305913,12.8323108384458,14.0540540540541,14.6157472890146,14.2463235294118,14.780292942743,14.1678129298487,34.0126811594203,57.1937639198218,64.6240764884833,..
Andorra,AND,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,3.71327996253967,..,..,..,..,1.65971004962921,..,1.54411995410919,1.64497005939484,2.24489998817444,2.10469007492065,2.87392997741699,3.14292001724243,2.97662997245789,2.98706007003784,2.56577895521486,2.50616002082825,3.07420992851257,3.28034996986389,3.23707008361816,3.21708989143372,3.2467200756073,3.15060997009277,2.63213046553066,2.381921736037,2.64727997779846,1.89867997169495,..,..
Andorra,AND,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Andorra,AND,Urban population (% of total population),SP.URB.TOTL.IN.ZS,58.4500007629395,60.2093959076999,62.0361481576873,63.9184116151966,65.8443403825224,67.8020885619596,69.779810255803,71.7656595663472,73.7477905958871,75.7143574467173,77.6535142211328,79.5534150214282,81.4022139498983,83.1880651088379,84.8991226005418,86.5235405273046,88.0494729914213,89.4650740951865,90.758497940895,91.9178986308415,92.9314302673209,93.7872469526279,94.4735027890573,94.9783518789038,95.2899483244622,95.3964462280273,95.3921798028267,95.377365948814,95.3489827983728,95.3040084838867,94.7658920288086,94.3135604858398,94.0108012203437,93.7590394297725,93.5443620126415,93.3528558674658,93.1706078927605,92.9837049870406,92.7782340488214,92.5402819766179,92.2559356689453,91.8949711110146,91.4605308311615,90.9887515425879,90.5157699584961,89.9563631945418,89.3789218918348,89.0500030517578,88.9407363930477,88.84433315185,88.7604726056609,88.6888340319763,88.6290967082924,88.5809399121053,88.544042920911,88.5180850122057,88.5027454634853,88.4977035522461,88.5080998493791,88.5391793666245,88.5907780427517,88.6627318165299,88.7548766267286,88.8201609217082,88.8850044816278,..
