term,estimate,std.error,statistic,p.value,conf.low,conf.high,dataset,outcome,model_name,model_block,family_name,n,AIC,BIC,p_adj_fdr
Edu.day,3.66816686427699,2.52341670030599,1.4536508630668,0.146909500968337,-1.29423001701053,8.63056374556451,stex,Speaking,z_morphological_dist_x_AaA,interaction_AaA,gaussian_pair_weighted,536,5225.0096266399,5970.44897066622,0.236803977838894
prop_female,14.4921542590584,5.11177829397726,2.83505140982604,0.00483903380580947,4.43964384300619,24.5446646751106,stex,Speaking,z_morphological_dist_x_AaA,interaction_AaA,gaussian_pair_weighted,536,5225.0096266399,5970.44897066622,0.0129040901488252
Enroll,0.429775992763603,0.118921939600834,3.61393359548424,0.000344260913286611,0.195911382879598,0.663640602647608,stex,Speaking,z_morphological_dist_x_AaA,interaction_AaA,gaussian_pair_weighted,536,5225.0096266399,5970.44897066622,0.00467727593387124
z_morphological_dist:AaA,0.394128149130479,0.144535676755924,2.72685718831924,0.00670526831164536,0.109893130997561,0.678363167263397,stex,Speaking,z_morphological_dist_x_AaA,interaction_AaA,gaussian_pair_weighted,536,5225.0096266399,5970.44897066622,0.01706795570237
z_phonological_dist,-4.58377797405211,4.36074383853084,-1.05114589248526,0.293892770645733,-13.1593499839366,3.99179403583242,stex,Speaking,z_phonological_dist_x_AaA,interaction_AaA,gaussian_pair_weighted,536,5236.52894342788,5981.9682874542,0.401414516003927
AaA,-0.90346331286229,0.288227768127911,-3.13454639964234,0.00186177702795339,-1.47027440572895,-0.336652219995634,stex,Speaking,z_phonological_dist_x_AaA,interaction_AaA,gaussian_pair_weighted,536,5236.52894342788,5981.9682874542,0.00718372666397483
LoR,0.235950510379496,0.520081393013125,0.453679969230397,0.650331038060799,-0.786809734645056,1.25871075540405,stex,Speaking,z_phonological_dist_x_AaA,interaction_AaA,gaussian_pair_weighted,536,5236.52894342788,5981.9682874542,0.691037643465678
Edu.day,3.9034417097698,2.55378384873243,1.528493381187,0.127263378153373,-1.11867334752357,8.92555676706316,stex,Speaking,z_phonological_dist_x_AaA,interaction_AaA,gaussian_pair_weighted,536,5236.52894342788,5981.9682874542,0.229895134728675
prop_female,16.0867242200682,5.09559238940453,3.15698803803813,0.00172783845278989,6.06604401357388,26.1074044265625,stex,Speaking,z_phonological_dist_x_AaA,interaction_AaA,gaussian_pair_weighted,536,5236.52894342788,5981.9682874542,0.00718372666397483
Enroll,0.380224005748655,0.11333257261527,3.35494021687306,0.000877866282474784,0.157351102979125,0.603096908518185,stex,Speaking,z_phonological_dist_x_AaA,interaction_AaA,gaussian_pair_weighted,536,5236.52894342788,5981.9682874542,0.00614506397732349
z_phonological_dist:AaA,0.168306159044992,0.15922845124652,1.05701058904616,0.291211617430719,-0.144822770387138,0.481435088477122,stex,Speaking,z_phonological_dist_x_AaA,interaction_AaA,gaussian_pair_weighted,536,5236.52894342788,5981.9682874542,0.401414516003927
z_inventory_dist,-2.423192926671,3.44628978789524,-0.703130925084196,0.482426108813489,-9.20045555372367,4.35406970038168,stex,Speaking,z_inventory_dist_x_AaA,interaction_AaA,gaussian_pair_weighted,536,5235.69906873339,5981.13841275971,0.5873013498599
AaA,-0.893448638616189,0.2884001041338,-3.09794839117563,0.00210090098395638,-1.46059863692722,-0.32629864030516,stex,Speaking,z_inventory_dist_x_AaA,interaction_AaA,gaussian_pair_weighted,536,5235.69906873339,5981.13841275971,0.00718372666397483
LoR,0.202471277573919,0.515049288786053,0.393110488611943,0.694469279033783,-0.8103931391795,1.21533569432734,stex,Speaking,z_inventory_dist_x_AaA,interaction_AaA,gaussian_pair_weighted,536,5235.69906873339,5981.13841275971,0.720190363442441
Edu.day,3.80869739749391,2.59842385995062,1.46577217681733,0.14357840865569,-1.3012039744509,8.91859876943872,stex,Speaking,z_inventory_dist_x_AaA,interaction_AaA,gaussian_pair_weighted,536,5235.69906873339,5981.13841275971,0.236803977838894
prop_female,15.8519568119457,5.13577323976346,3.08657646510028,0.0021807741658495,5.75225940370087,25.9516542201905,stex,Speaking,z_inventory_dist_x_AaA,interaction_AaA,gaussian_pair_weighted,536,5235.69906873339,5981.13841275971,0.00718372666397483
Enroll,0.390438675014691,0.115015450792516,3.39466282420638,0.000763265221693391,0.16425632699288,0.616621023036502,stex,Speaking,z_inventory_dist_x_AaA,interaction_AaA,gaussian_pair_weighted,536,5235.69906873339,5981.13841275971,0.00610612177354713
z_inventory_dist:AaA,0.097339164689507,0.128323777490684,0.758543479571227,0.448619269393227,-0.155014524313813,0.349692853692827,stex,Speaking,z_inventory_dist_x_AaA,interaction_AaA,gaussian_pair_weighted,536,5235.69906873339,5981.13841275971,0.558281757467127
z_featural_dist,1.00134706647309,1.02159409735849,0.980180943744932,0.327651414861157,-1.00765737661344,3.01035150955963,stex,Speaking,z_featural_dist_x_LoR,interaction_LoR,gaussian_pair_weighted,536,5236.74228674393,5982.18163077025,0.495904844114183
LoR,0.162990598374118,0.5314600138513,0.306684593621605,0.759259783873418,-0.882146146161539,1.20812734290978,stex,Speaking,z_featural_dist_x_LoR,interaction_LoR,gaussian_pair_weighted,536,5236.74228674393,5982.18163077025,0.817664382632912
AaA,-0.927469066090921,0.288720395600881,-3.21234343060761,0.00143458554352416,-1.49524893000328,-0.359689202178561,stex,Speaking,z_featural_dist_x_LoR,interaction_LoR,gaussian_pair_weighted,536,5236.74228674393,5982.18163077025,0.00498552457353596
Edu.day,3.84927466880404,2.57375629941027,1.49558630305675,0.135632746292493,-1.21211698792825,8.91066632553633,stex,Speaking,z_featural_dist_x_LoR,interaction_LoR,gaussian_pair_weighted,536,5236.74228674393,5982.18163077025,0.243580320113191
prop_female,15.8518079123511,5.08944040290751,3.1146465342821,0.0019884912190825,5.84322582607724,25.860389998625,stex,Speaking,z_featural_dist_x_LoR,interaction_LoR,gaussian_pair_weighted,536,5236.74228674393,5982.18163077025,0.00506161401221
Enroll,0.393728876955901,0.114388554645463,3.44203035151749,0.000644868674980955,0.168779344538683,0.61867840937312,stex,Speaking,z_featural_dist_x_LoR,interaction_LoR,gaussian_pair_weighted,536,5236.74228674393,5982.18163077025,0.00498552457353596
z_featural_dist:LoR,-0.147018621937848,0.176957016208438,-0.830815443704557,0.406625518616416,-0.495011462457693,0.200974218581998,stex,Speaking,z_featural_dist_x_LoR,interaction_LoR,gaussian_pair_weighted,536,5236.74228674393,5982.18163077025,0.599237606382087
z_script_dist,0.820917779450761,1.32066502637107,0.6215942446106,0.53459995221975,-1.77622125323242,3.41805681213394,stex,Speaking,z_script_dist_x_LoR,interaction_LoR,gaussian_pair_weighted,536,5233.0619629341,5978.50130696042,0.696223193588511
LoR,0.246221997285332,0.508426934686512,0.484281969516718,0.628478630480475,-0.753619303101157,1.24606329767182,stex,Speaking,z_script_dist_x_LoR,interaction_LoR,gaussian_pair_weighted,536,5233.0619629341,5978.50130696042,0.765104419715361
AaA,-0.930744121263953,0.290060581903336,-3.20879216043954,0.00145191980943208,-1.50115951355608,-0.360328728971822,stex,Speaking,z_script_dist_x_LoR,interaction_LoR,gaussian_pair_weighted,536,5233.0619629341,5978.50130696042,0.00498552457353596
Edu.day,3.58729698548084,2.58652212201773,1.38691912005856,0.166319813946538,-1.49919915688264,8.67379312784431,stex,Speaking,z_script_dist_x_LoR,interaction_LoR,gaussian_pair_weighted,536,5233.0619629341,5978.50130696042,0.264718697992909
prop_female,15.8480952088765,4.98446759557743,3.17949608558757,0.0016024900414937,6.04594622247537,25.6502441952777,stex,Speaking,z_script_dist_x_LoR,interaction_LoR,gaussian_pair_weighted,536,5233.0619629341,5978.50130696042,0.00498552457353596
Enroll,0.407524277996637,0.113950755577573,3.57631922606438,0.000395782804771697,0.183435694438505,0.631612861554769,stex,Speaking,z_script_dist_x_LoR,interaction_LoR,gaussian_pair_weighted,536,5233.0619629341,5978.50130696042,0.00482976600077437
z_script_dist:LoR,0.086136493713753,0.300497882024538,0.286645926198971,0.774547432106899,-0.504804254364538,0.677077241792044,stex,Speaking,z_script_dist_x_LoR,interaction_LoR,gaussian_pair_weighted,536,5233.0619629341,5978.50130696042,0.818389739584648
z_geographic_dist,0.974390561579881,1.94297575745211,0.501493936732197,0.616328381706295,-2.84654667721562,4.79532780037538,stex,Speaking,z_geographic_dist_x_LoR,interaction_LoR,gaussian_pair_weighted,536,5235.82885039111,5981.26819441743,0.765104419715361
LoR,0.222745588863629,0.456066043399295,0.488406431672465,0.625557707046309,-0.674125986548933,1.11961716427619,stex,Speaking,z_geographic_dist_x_LoR,interaction_LoR,gaussian_pair_weighted,536,5235.82885039111,5981.26819441743,0.765104419715361
AaA,-0.925290859851844,0.295548961091812,-3.13075321406528,0.00188534040666855,-1.50649936283589,-0.344082356867803,stex,Speaking,z_geographic_dist_x_LoR,interaction_LoR,gaussian_pair_weighted,536,5235.82885039111,5981.26819441743,0.00506161401221
Edu.day,3.78522198098251,2.55176744985682,1.48337262519549,0.138845530507899,-1.23292774966048,8.80337171162549,stex,Speaking,z_geographic_dist_x_LoR,interaction_LoR,gaussian_pair_weighted,536,5235.82885039111,5981.26819441743,0.243580320113191
prop_female,16.0455291972006,5.01502991207952,3.19948823406861,0.0014982570014913,6.18327822919783,25.9077801652033,stex,Speaking,z_geographic_dist_x_LoR,interaction_LoR,gaussian_pair_weighted,536,5235.82885039111,5981.26819441743,0.00498552457353596
Enroll,0.400896182773789,0.113890967970064,3.51999978505023,0.000486607217484054,0.17692517386633,0.624867191681248,stex,Speaking,z_geographic_dist_x_LoR,interaction_LoR,gaussian_pair_weighted,536,5235.82885039111,5981.26819441743,0.00482976600077437
z_geographic_dist:LoR,-0.00242170894941053,0.423148402520404,-0.00572307241380583,0.995436826324232,-0.834559465957369,0.829716048058548,stex,Speaking,z_geographic_dist_x_LoR,interaction_LoR,gaussian_pair_weighted,536,5235.82885039111,5981.26819441743,0.995436826324232
z_genetic_dist,2.6720908680383,0.992762494324553,2.69157112936294,0.00744171204593349,0.719784891344882,4.62439684473173,stex,Speaking,z_genetic_dist_x_LoR,interaction_LoR,gaussian_pair_weighted,536,5232.32591838534,5977.76526241166,0.016669434982891
LoR,0.366944771777436,0.527224196325224,0.69599379985793,0.486879309252565,-0.669862073190483,1.40375161674535,stex,Speaking,z_genetic_dist_x_LoR,interaction_LoR,gaussian_pair_weighted,536,5232.32591838534,5977.76526241166,0.665005885808382
AaA,-0.933650218085849,0.283670223516423,-3.29132260168927,0.00109525612987302,-1.49149872258427,-0.37580171358743,stex,Speaking,z_genetic_dist_x_LoR,interaction_LoR,gaussian_pair_weighted,536,5232.32591838534,5977.76526241166,0.00498552457353596
Edu.day,3.53470274233776,2.57186659631764,1.37437250726717,0.170176305852584,-1.52297273991875,8.59237822459427,stex,Speaking,z_genetic_dist_x_LoR,interaction_LoR,gaussian_pair_weighted,536,5232.32591838534,5977.76526241166,0.264718697992909
prop_female,15.8012105700743,4.90171972647023,3.22360547967374,0.0013808727824047,6.16178847992492,25.4406326602237,stex,Speaking,z_genetic_dist_x_LoR,interaction_LoR,gaussian_pair_weighted,536,5232.32591838534,5977.76526241166,0.00498552457353596
Enroll,0.464271612784329,0.119781673820941,3.87598200938782,0.000126072118719884,0.228716302188041,0.699826923380617,stex,Speaking,z_genetic_dist_x_LoR,interaction_LoR,gaussian_pair_weighted,536,5232.32591838534,5977.76526241166,0.00482976600077437
z_genetic_dist:LoR,-0.425950164169696,0.206469786067102,-2.06301450824026,0.0398239416855533,-0.831981012081279,-0.0199193162581126,stex,Speaking,z_genetic_dist_x_LoR,interaction_LoR,gaussian_pair_weighted,536,5232.32591838534,5977.76526241166,0.0857746436304226
z_syntactic_dist,1.73213408387992,1.14378409704391,1.51438902530345,0.130799811320875,-0.517161736088581,3.98142990384842,stex,Speaking,z_syntactic_dist_x_LoR,interaction_LoR,gaussian_pair_weighted,536,5235.95973199217,5981.39907601849,0.243580320113191
LoR,0.12818915799656,0.525735000124359,0.24382846484681,0.807501798115115,-0.905689124842917,1.16206744083604,stex,Speaking,z_syntactic_dist_x_LoR,interaction_LoR,gaussian_pair_weighted,536,5235.95973199217,5981.39907601849,0.837409272119379
AaA,-0.937331605238138,0.286484691147852,-3.27183837112744,0.00117123969843797,-1.50071486957032,-0.37394834090596,stex,Speaking,z_syntactic_dist_x_LoR,interaction_LoR,gaussian_pair_weighted,536,5235.95973199217,5981.39907601849,0.00498552457353596
Edu.day,3.95591719802071,2.5648489493115,1.54235874166493,0.123860124012116,-1.08795780902572,8.99979220506715,stex,Speaking,z_syntactic_dist_x_LoR,interaction_LoR,gaussian_pair_weighted,536,5235.95973199217,5981.39907601849,0.243580320113191
prop_female,15.6050138838407,5.05856018398246,3.08487263495506,0.00219297933016532,5.65715894662175,25.5528688210597,stex,Speaking,z_syntactic_dist_x_LoR,interaction_LoR,gaussian_pair_weighted,536,5235.95973199217,5981.39907601849,0.00533942793431555
Enroll,0.39852999183037,0.113497233645613,3.5113630440963,0.000502151604798431,0.175333276753761,0.621726706906979,stex,Speaking,z_syntactic_dist_x_LoR,interaction_LoR,gaussian_pair_weighted,536,5235.95973199217,5981.39907601849,0.00482976600077437
z_syntactic_dist:LoR,-0.279960743134523,0.200403975500415,-1.39698198319396,0.163274740871977,-0.674062939137382,0.114141452868336,stex,Speaking,z_syntactic_dist_x_LoR,interaction_LoR,gaussian_pair_weighted,536,5235.95973199217,5981.39907601849,0.264718697992909
z_morphological_dist,0.789781767380289,1.13368675820582,0.696649018490969,0.486469558846427,-1.43965724386003,3.01922077862061,stex,Speaking,z_morphological_dist_x_LoR,interaction_LoR,gaussian_pair_weighted,536,5237.48059084064,5982.91993486696,0.665005885808382
LoR,0.230582102992111,0.549748375299342,0.419432077205425,0.675149177464998,-0.850519414148333,1.31168362013255,stex,Speaking,z_morphological_dist_x_LoR,interaction_LoR,gaussian_pair_weighted,536,5237.48059084064,5982.91993486696,0.771599059959998
AaA,-0.935831538959897,0.288917185574137,-3.23909959561668,0.00131001575362419,-1.50399839799258,-0.367664679927217,stex,Speaking,z_morphological_dist_x_LoR,interaction_LoR,gaussian_pair_weighted,536,5237.48059084064,5982.91993486696,0.00498552457353596
Edu.day,3.73759148150134,2.54965746934437,1.46591906028163,0.143538402923845,-1.27640889057026,8.75159185357295,stex,Speaking,z_morphological_dist_x_LoR,interaction_LoR,gaussian_pair_weighted,536,5237.48059084064,5982.91993486696,0.243580320113191
prop_female,15.9365490914728,5.10241251564707,3.12333607731672,0.00193221253044168,5.90245684201634,25.9706413409293,stex,Speaking,z_morphological_dist_x_LoR,interaction_LoR,gaussian_pair_weighted,536,5237.48059084064,5982.91993486696,0.00506161401221
Enroll,0.4046362293616,0.113461664649008,3.56628144504434,0.000410707832562354,0.181509462097338,0.627762996625862,stex,Speaking,z_morphological_dist_x_LoR,interaction_LoR,gaussian_pair_weighted,536,5237.48059084064,5982.91993486696,0.00482976600077437
z_morphological_dist:LoR,-0.0455953010775889,0.208281992995098,-0.218911392300063,0.826842441175865,-0.455189924249376,0.363999322094198,stex,Speaking,z_morphological_dist_x_LoR,interaction_LoR,gaussian_pair_weighted,536,5237.48059084064,5982.91993486696,0.841875940106336
z_phonological_dist,-0.738683762341472,1.09134513311839,-0.676856239080641,0.498929447154716,-2.88485632446262,1.40748879977967,stex,Speaking,z_phonological_dist_x_LoR,interaction_LoR,gaussian_pair_weighted,536,5235.24890260567,5980.68824663199,0.665239262872955
LoR,0.213256917372769,0.505366909231916,0.421984331536246,0.67328694808916,-0.780566724189988,1.20708055893553,stex,Speaking,z_phonological_dist_x_LoR,interaction_LoR,gaussian_pair_weighted,536,5235.24890260567,5980.68824663199,0.771599059959998
AaA,-0.862654378377609,0.293725932600333,-2.93693638399782,0.00352677824950198,-1.44027782507685,-0.285030931678371,stex,Speaking,z_phonological_dist_x_LoR,interaction_LoR,gaussian_pair_weighted,536,5235.24890260567,5980.68824663199,0.00822914924883795
Edu.day,3.94691265764492,2.54080193849565,1.55341217189947,0.121198490828015,-1.0496729693073,8.94349828459713,stex,Speaking,z_phonological_dist_x_LoR,interaction_LoR,gaussian_pair_weighted,536,5235.24890260567,5980.68824663199,0.243580320113191
prop_female,16.6157457468457,5.04478380678549,3.29364872375634,0.0010864972647152,6.69498259008031,26.5365089036111,stex,Speaking,z_phonological_dist_x_LoR,interaction_LoR,gaussian_pair_weighted,536,5235.24890260567,5980.68824663199,0.00498552457353596
Enroll,0.391174056324296,0.111665408537949,3.5030907193731,0.000517474928654397,0.171579696419639,0.610768416228954,stex,Speaking,z_phonological_dist_x_LoR,interaction_LoR,gaussian_pair_weighted,536,5235.24890260567,5980.68824663199,0.00482976600077437
z_phonological_dist:LoR,0.156068627866721,0.218288512075679,0.71496491676398,0.475091550521259,-0.27320420345515,0.585341459188592,stex,Speaking,z_phonological_dist_x_LoR,interaction_LoR,gaussian_pair_weighted,536,5235.24890260567,5980.68824663199,0.665005885808382
z_inventory_dist,0.420979242610524,0.953632492047844,0.441448090455169,0.659152194109014,-1.45437606587215,2.2963345510932,stex,Speaking,z_inventory_dist_x_LoR,interaction_LoR,gaussian_pair_weighted,536,5235.9539986042,5981.39334263052,0.771599059959998
LoR,0.200933872544883,0.512523086817376,0.392048431988938,0.695253134599046,-0.806962669988895,1.20883041507866,stex,Speaking,z_inventory_dist_x_LoR,interaction_LoR,gaussian_pair_weighted,536,5235.9539986042,5981.39334263052,0.778683510750932
AaA,-0.904362319222681,0.289070574354564,-3.12851739144303,0.00189935793863596,-1.47283082324548,-0.335893815199887,stex,Speaking,z_inventory_dist_x_LoR,interaction_LoR,gaussian_pair_weighted,536,5235.9539986042,5981.39334263052,0.00506161401221
Edu.day,3.81560596086102,2.59823080030443,1.46854003901961,0.142825985880844,-1.29391575179642,8.92512767351847,stex,Speaking,z_inventory_dist_x_LoR,interaction_LoR,gaussian_pair_weighted,536,5235.9539986042,5981.39334263052,0.243580320113191
prop_female,16.1540266229674,5.05796115070412,3.19378226555152,0.00152734784823514,6.20734970794022,26.1007035379945,stex,Speaking,z_inventory_dist_x_LoR,interaction_LoR,gaussian_pair_weighted,536,5235.9539986042,5981.39334263052,0.00498552457353596
Enroll,0.39145752652804,0.11536285916539,3.3932717111911,0.000767030965828814,0.164591986457181,0.618323066598898,stex,Speaking,z_inventory_dist_x_LoR,interaction_LoR,gaussian_pair_weighted,536,5235.9539986042,5981.39334263052,0.00498552457353596
z_inventory_dist:LoR,-0.0587091543136945,0.173013612845527,-0.339332572438172,0.734555978215725,-0.398947139066993,0.281528830439604,stex,Speaking,z_inventory_dist_x_LoR,interaction_LoR,gaussian_pair_weighted,536,5235.9539986042,5981.39334263052,0.806571270197659
