term,estimate,std.error,statistic,p.value,conf.low,conf.high,dataset,outcome,model_name,model_block,n,r.squared,adj.r.squared,AIC,BIC,p_adj_fdr
z_script_dist,0.138427130369438,0.235957402254304,0.586661528932447,0.558793923549218,-0.329882996796308,0.606737257535185,toefl,Writing,all8_block,all8_block,106,0.280035302111237,0.220656770326597,446.395086626227,473.029477567347,0.588204130051809
z_geographic_dist,-0.170197807939242,0.273934041833489,-0.621309446610133,0.535853432132331,-0.713881052204691,0.373485436326208,toefl,Writing,all8_block,all8_block,106,0.280035302111237,0.220656770326597,446.395086626227,473.029477567347,0.588204130051809
z_genetic_dist,-0.941161971131974,0.307466859331476,-3.0610192369296,0.00285351303409669,-1.55139857577805,-0.330925366485894,toefl,Writing,all8_block,all8_block,106,0.280035302111237,0.220656770326597,446.395086626227,473.029477567347,0.00951171011365565
z_syntactic_dist,1.83534072848865,1.68902820222326,1.08662527130856,0.279895352418136,-1.51691270629537,5.18759416327268,toefl,Writing,all8_block,all8_block,106,0.280035302111237,0.220656770326597,446.395086626227,473.029477567347,0.34986919052267
z_morphological_dist,0.815571051897821,0.414162862471658,1.96920372587398,0.0517827444779838,-0.00642758403559973,1.63756968783124,toefl,Writing,all8_block,all8_block,106,0.280035302111237,0.220656770326597,446.395086626227,473.029477567347,0.103565488955968
z_phonological_dist,-0.73000045841649,0.313227411355247,-2.33057654583289,0.0218471754439505,-1.35167016422839,-0.108330752604592,toefl,Writing,all8_block,all8_block,106,0.280035302111237,0.220656770326597,446.395086626227,473.029477567347,0.0494164393345609
z_inventory_dist,1.16878612741461,0.807153153941315,1.44803513646381,0.150831844828445,-0.433189451877034,2.77076170670625,toefl,Writing,all8_block,all8_block,106,0.280035302111237,0.220656770326597,446.395086626227,473.029477567347,0.215474064040635
(Intercept),85.5849056603774,0.87631152790569,97.6649318592419,4.00594150533965e-104,83.8471470156501,87.3226643051046,toefl,Total,z_featural_dist,single_distance,106,0.125614343256027,0.117206788864258,771.129275678272,779.119592960609,
z_featural_dist,-3.4033105594932,0.880474551470658,-3.86531394213341,0.000193404085448436,-5.14932463617344,-1.65729648281296,toefl,Total,z_featural_dist,single_distance,106,0.125614343256027,0.117206788864258,771.129275678272,779.119592960609,0.000773616341793743
(Intercept),85.5849056603774,0.927200700403939,92.3046171374675,1.32883167834426e-101,83.7462318768944,87.4235794438603,toefl,Total,z_script_dist,single_distance,106,0.0211109348350479,0.0116985399776927,783.096335257645,791.086652539981,
z_script_dist,-1.39519752689131,0.931605479118264,-1.49762700860436,0.137259202937217,-3.24260615186068,0.452211098078056,toefl,Total,z_script_dist,single_distance,106,0.0211109348350479,0.0116985399776927,783.096335257645,791.086652539981,0.211168004518795
(Intercept),85.5849056603774,0.873595921376535,97.9685270571321,2.91080632913865e-104,83.8525321653046,87.3172791554501,toefl,Total,z_geographic_dist,single_distance,106,0.131025223216044,0.122669696516198,770.471287684028,778.461604966364,
z_geographic_dist,-3.47583713896163,0.877746044125282,-3.95995762353503,0.000137458961573226,-5.2164404831847,-1.73523379473855,toefl,Total,z_geographic_dist,single_distance,106,0.131025223216044,0.122669696516198,770.471287684028,778.461604966364,0.000687294807866129
(Intercept),85.5849056603774,0.855517934844383,100.038704245218,3.38348072406371e-105,83.8883814910011,87.2814298297536,toefl,Total,z_genetic_dist,single_distance,106,0.166617815903874,0.158604525672181,766.038181347297,774.028498629634,
z_genetic_dist,-3.91960843686744,0.859582175938554,-4.55989961935603,1.40243307937265e-05,-5.62419214885013,-2.21502472488475,toefl,Total,z_genetic_dist,single_distance,106,0.166617815903874,0.158604525672181,766.038181347297,774.028498629634,0.000140243307937265
(Intercept),85.5849056603774,0.872357219142425,98.107637309991,2.51538285438275e-104,83.8549885583189,87.3148227624358,toefl,Total,z_syntactic_dist,single_distance,106,0.133487775610674,0.125155927299238,770.170472144827,778.160789427164,
z_syntactic_dist,-3.50834838708322,0.876501457286866,-4.00267262297886,0.000117623395875603,-5.24648366890074,-1.77021310526569,toefl,Total,z_syntactic_dist,single_distance,106,0.133487775610674,0.125155927299238,770.170472144827,778.160789427164,0.000687294807866129
(Intercept),85.5849056603774,0.897453131854262,95.3642063553192,4.65225522671747e-103,83.80522242165,87.3645888991047,toefl,Total,z_morphological_dist,single_distance,106,0.082915126788609,0.0740970030077301,776.183195627585,784.173512909921,
z_morphological_dist,-2.76502364660232,0.901716591157705,-3.0663998796477,0.0027612327321255,-4.55316148512103,-0.976885808083608,toefl,Total,z_morphological_dist,single_distance,106,0.082915126788609,0.0740970030077301,776.183195627585,784.173512909921,0.00788923637750142
(Intercept),85.5849056603774,0.849966879949189,100.692047748371,1.73109141254757e-105,83.8993894411698,87.2704218795849,toefl,Total,z_phonological_dist,single_distance,106,0.177397582415922,0.169487943785306,764.658130603589,772.648447885925,
z_phonological_dist,-4.04441594254433,0.854004750087822,-4.73582370839087,6.92609504279778e-06,-5.73793940976384,-2.35089247532483,toefl,Total,z_phonological_dist,single_distance,106,0.177397582415922,0.169487943785306,764.658130603589,772.648447885925,0.000138521900855956
(Intercept),85.5849056603774,0.925550558164405,92.4691848602126,1.10655890778999e-101,83.7495041708794,87.4203071498753,toefl,Total,z_inventory_dist,single_distance,106,0.0245920987525911,0.0152131766252122,782.718701999361,790.709019281697,
z_inventory_dist,-1.50584323504743,0.929947497679073,-1.61927768912294,0.108416172887974,-3.34996402060467,0.338277550509811,toefl,Total,z_inventory_dist,single_distance,106,0.0245920987525911,0.0152131766252122,782.718701999361,790.709019281697,0.180693621479957
(Intercept),85.5849056603774,0.820244823301785,104.340683694737,1.12862949045969e-104,83.9577605743798,87.2120507463749,toefl,Total,mechanistic_block,mechanistic_block,106,0.256020436586905,0.22655589942203,760.0094311485,775.990065713172,
z_syntactic_dist,-3.16254258928132,1.26233918528,-2.50530334965386,0.0138330729377809,-5.66668396736699,-0.658401211195659,toefl,Total,mechanistic_block,mechanistic_block,106,0.256020436586905,0.22655589942203,760.0094311485,775.990065713172,0.0251510417050562
z_morphological_dist,-0.39847032771833,1.0702184106253,-0.372326175444427,0.710430118548292,-2.52149576880961,1.72455511337295,toefl,Total,mechanistic_block,mechanistic_block,106,0.256020436586905,0.22655589942203,760.0094311485,775.990065713172,0.710430118548292
z_phonological_dist,-3.95106579763532,1.05535656375388,-3.74382074583537,0.000301495054443567,-6.04460933232659,-1.85752226294404,toefl,Total,mechanistic_block,mechanistic_block,106,0.256020436586905,0.22655589942203,760.0094311485,775.990065713172,0.00100498351481189
z_inventory_dist,3.03481531132742,1.17150133589683,2.59053508377279,0.0109993742920663,0.710871791304975,5.35875883134987,toefl,Total,mechanistic_block,mechanistic_block,106,0.256020436586905,0.22655589942203,760.0094311485,775.990065713172,0.0219987485841326
(Intercept),85.5849056603774,0.787881086931179,108.62667867017,4.06744826590098e-103,84.0211797993231,87.1486315214316,toefl,Total,all8_block,all8_block,106,0.340756705805493,0.286386124840998,755.19181441145,781.826205352571,
z_featural_dist,-6.91649342774691,10.9501578842367,-0.631634128098151,0.529111749660295,-28.6495256711053,14.8165388156114,toefl,Total,all8_block,all8_block,106,0.340756705805493,0.286386124840998,755.19181441145,781.826205352571,0.581499698427645
z_script_dist,0.669177966454897,1.01256260424351,0.660875647244394,0.510258639870573,-1.34047851147789,2.67883444438769,toefl,Total,all8_block,all8_block,106,0.340756705805493,0.286386124840998,755.19181441145,781.826205352571,0.581499698427645
z_geographic_dist,-1.65289453720571,1.17553153297952,-1.406082687562,0.162894920641479,-3.98599922660072,0.680210152189297,toefl,Total,all8_block,all8_block,106,0.340756705805493,0.286386124840998,755.19181441145,781.826205352571,0.232281473644111
z_genetic_dist,-3.97554318521029,1.31943071431052,-3.01307461020244,0.00329899473296202,-6.59424791624137,-1.35683845417921,toefl,Total,all8_block,all8_block,106,0.340756705805493,0.286386124840998,755.19181441145,781.826205352571,0.00824748683240506
z_syntactic_dist,4.32138918601231,7.24811673100506,0.59620855270264,0.552424713506262,-10.0641161449493,18.7068945169739,toefl,Total,all8_block,all8_block,106,0.340756705805493,0.286386124840998,755.19181441145,781.826205352571,0.581499698427645
z_morphological_dist,2.43283093120723,1.77729464131527,1.368839400431,0.174211105233083,-1.0946069517896,5.96026881420406,toefl,Total,all8_block,all8_block,106,0.340756705805493,0.286386124840998,755.19181441145,781.826205352571,0.232281473644111
z_phonological_dist,-3.85595889746226,1.34415093712762,-2.86869486971624,0.0050580798890764,-6.52372642788187,-1.18819136704266,toefl,Total,all8_block,all8_block,106,0.340756705805493,0.286386124840998,755.19181441145,781.826205352571,0.0112401775312809
z_inventory_dist,4.13075932151805,3.46373155395793,1.1925749028668,0.235945065440605,-2.7437890037505,11.0053076467866,toefl,Total,all8_block,all8_block,106,0.340756705805493,0.286386124840998,755.19181441145,781.826205352571,0.294931331800756
