term,estimate,std.error,statistic,p.value,conf.low,conf.high,dataset,outcome,model_name,model_block,n,r.squared,adj.r.squared,AIC,BIC,p_adj_fdr
z_morphological_dist,-0.47517624277959,0.204728322591926,-2.32100882166037,0.0222373977005524,-0.881160189213445,-0.0691922963457354,toefl,Writing,z_morphological_dist,single_distance,106,0.0492478805923041,0.040106033290307,461.868513391993,469.858830674329,0.0494164393345609
(Intercept),21.122641509434,0.192278105597494,109.854637083076,2.19302413624366e-109,20.7413468105129,21.503936208355,toefl,Writing,z_phonological_dist,single_distance,106,0.153381642061076,0.145241080927048,449.572156825241,457.562474107577,
z_phonological_dist,-0.838586058770107,0.193191545919959,-4.34069749158456,3.30355652243648e-05,-1.22169214412879,-0.455479973411425,toefl,Writing,z_phonological_dist,single_distance,106,0.153381642061076,0.145241080927048,449.572156825241,457.562474107577,0.000660711304487297
(Intercept),21.122641509434,0.205488826286454,102.792165837712,2.06616200842608e-106,20.7151494556348,21.5301335632331,toefl,Writing,z_inventory_dist,single_distance,106,0.0330490704346356,0.0237514653426609,463.659316945252,471.649634227588,
z_inventory_dist,-0.389260710498193,0.206465025730289,-1.88535907774857,0.0621723114725664,-0.798688604427785,0.020167183431399,toefl,Writing,z_inventory_dist,single_distance,106,0.0330490704346356,0.0237514653426609,463.659316945252,471.649634227588,0.103620519120944
(Intercept),21.122641509434,0.1907880796818,110.712585108371,2.98405390179657e-107,20.7441692807748,21.5011137380931,toefl,Writing,mechanistic_block,mechanistic_block,106,0.190496892634423,0.158437363629845,450.820240379604,466.800874944277,
z_syntactic_dist,-0.560674128208767,0.293618761404911,-1.90953100382975,0.0590312423777047,-1.14313476825711,0.0217865118395799,toefl,Writing,mechanistic_block,mechanistic_block,106,0.190496892634423,0.158437363629845,450.820240379604,466.800874944277,0.103620519120944
z_morphological_dist,0.0422445187778654,0.248931672109054,0.169703270057812,0.865582948089196,-0.451568956802444,0.536057994358175,toefl,Writing,mechanistic_block,mechanistic_block,106,0.190496892634423,0.158437363629845,450.820240379604,466.800874944277,0.865582948089196
z_phonological_dist,-0.80832421037355,0.245474822221592,-3.29290068552884,0.00136737845783988,-1.29528022565954,-0.321368195087562,toefl,Writing,mechanistic_block,mechanistic_block,106,0.190496892634423,0.158437363629845,450.820240379604,466.800874944277,0.00546951383135951
z_inventory_dist,0.427366575665196,0.272489973567545,1.5683754160564,0.119921319813718,-0.113180232895298,0.967913384225689,toefl,Writing,mechanistic_block,mechanistic_block,106,0.190496892634423,0.158437363629845,450.820240379604,466.800874944277,0.18449433817495
(Intercept),21.122641509434,0.183599881902088,115.047141047174,1.61681641388593e-105,20.7582465668735,21.4870364519945,toefl,Writing,all8_block,all8_block,106,0.280035302111237,0.220656770326597,446.395086626227,473.029477567347,
z_featural_dist,-2.82338260212475,2.55171462762969,-1.10646487328695,0.271261891979588,-7.88782978767244,2.24106458342295,toefl,Writing,all8_block,all8_block,106,0.280035302111237,0.220656770326597,446.395086626227,473.029477567347,0.34986919052267
