pair_id,n,Speaking,new_feat,new_sounds,AaA,LoR,Edu.day,Enroll,prop_female,C,L1_code,L2_code,featural_dist,script_dist,geographic_dist,genetic_dist,syntactic_dist,morphological_dist,phonological_dist,inventory_dist,z_featural_dist,z_script_dist,z_geographic_dist,z_genetic_dist,z_syntactic_dist,z_morphological_dist,z_phonological_dist,z_inventory_dist
stan1293__czec1258,3,548,11,19,29.6666666666667,5,3.33333333333333,105,0.666666666666667,UnitedKingdom,stan1293,czec1258,0.5992,0.1864,0.0481,0.9131,0.6234,0.684,0.2677,0.5368,0.581228848906526,-0.30807189288601,-0.619875315496881,0.354743220168151,0.568483953668428,0.296859774623534,-0.675662885506775,0.630138838563489
stan1293__serb1264,1,531,11,19,22,3,4,105,1,UnitedKingdom,stan1293,serb1264,0.5804,0.1864,0.079,0.9196,0.6067,0.6774,0.2677,0.5093,0.341545008098818,-0.30807189288601,-0.328251221232723,0.390365403710053,0.386629441996807,0.233603750826047,-0.675662885506775,0.256106304965359
stan1293__ukra1253,2,528.5,11,19,18,1.5,3,109.5,0.5,Canada,stan1293,ukra1253,0.5559,0.3918,0.0762,0.9047,0.5803,0.6774,0.2677,0.4661,0.029191066620685,1.00967235906783,-0.354676705502614,0.308708398360154,0.099146860671608,0.233603750826047,-0.675662885506775,-0.331464802359702
stan1293__urdu1245,2,529,11,19,26,2,4,29,1,Pakistan,stan1293,urdu1245,0.6267,0.4973,0.2475,0.9196,0.6938,0.6962,0.4601,0.4923,0.931830211790145,1.68650789256896,1.26199667143752,0.390365403710053,1.33510417053563,0.413787576188583,1.43516413532082,0.0248861932865159
stan1293__nucl1301,2,507,11,19,12.5,9,3,111.5,0.5,Netherlands,stan1293,nucl1301,0.6476,0.1864,0.1194,1,0.7119,0.7323,0.3277,0.5183,1.19828724758169,-0.30807189288601,0.0530307660899944,0.83098441244373,1.53220397061086,0.759778857868768,-0.0174008207996264,0.378516952324746
stan1293__croa1245,1,524,11,19,18,0,1,85,1,Yugoslavia,stan1293,croa1245,0.5804,0.1864,0.0639,0.9196,0.6067,0.6774,0.2677,0.5093,0.341545008098818,-0.30807189288601,-0.470760082831066,0.390365403710053,0.386629441996807,0.233603750826047,-0.675662885506775,0.256106304965359
stan1293__roma1327,1,442,11,19,36,1,4,77,0,Iran,stan1293,roma1327,0.5476,0.1864,0.0797,0.9248,0.5772,0.6104,0.2677,0.4997,-0.0766267992678247,-0.30807189288601,-0.32164485016525,0.418863150543574,0.0653894363493309,-0.40854073317873,-0.675662885506775,0.125534947782012
stan1293__stan1289,1,584,11,19,39,9,4,105,1,UnitedKingdom,stan1293,stan1289,0.5343,0.1864,0.0526,0.9328,0.5465,0.696,0.1864,0.4581,-0.24619036749881,-0.30807189288601,-0.577405787205984,0.462705837979761,-0.268917959358382,0.411870726982597,-1.56760798318496,-0.440274266679157
esto1258__stan1295,7,563.714285714286,,,23.4285714285714,1.14285714285714,3.28571428571429,91.4285714285714,0.857142857142857,USSR,esto1258,stan1295,0.4734,0.658,0.0591,0.9744,0.4897,0.4278,0.3064,0.5002,-1.02261302203017,2.71747917440431,-0.516060913008022,0.690687812647933,-0.887441088876234,-2.1586240582425,-0.251083853770664,0.132335539301978
esto1258__ukra1253,1,593,,,19,2,3,90,1,USSR,esto1258,ukra1253,0.429,0.7125,0.0515,0.9766,0.4192,0.4967,0.195,0.448,-1.58867485883135,3.0671240708575,-0.58778722745487,0.702744551692884,-1.65515025491512,-1.49826950678087,-1.4732570872436,-0.57764621538247
esto1258__russ1263,4,526,,,27,4,3,92.5,1,USSR,esto1258,russ1263,0.4689,0.7125,0.1182,0.9791,0.4483,0.5507,0.2736,0.4738,-1.0799841541384,3.0671240708575,0.0417055585457552,0.716445391516692,-1.33826604595439,-0.980720221165077,-0.610933782477239,-0.226735692952226
esto1258__stan1293,47,538.574468085106,,,23.8936170212766,2.5531914893617,3.17021276595745,95.7872340425532,0.957446808510638,Estonia,esto1258,stan1293,0.5622,0.641,0.0711,0.9687,0.5848,0.674,0.1864,0.5026,0.109510651572206,2.60841562872167,-0.402808837565631,0.659449897849649,0.148149573397494,0.201017314324313,-1.56760798318496,0.164978378597816
esto1258__finn1318,3,533,,,24.6666666666667,1.33333333333333,3,93.3333333333333,1,USSR,esto1258,finn1318,0.3585,0.658,0.0245,0.9819,0.3993,0.2736,0.2566,0.3538,-2.48748926186026,2.71747917440431,-0.842604397200251,0.731790332119357,-1.8718511400807,-3.63651479605648,-0.797441367477598,-1.85887765774406
esto1258__dutc1256,1,557,,,24,3,3,90,1,USSR,esto1258,dutc1256,0.5163,0.658,0.0608,0.9687,0.5434,0.5224,0.3064,0.5122,-0.475674895931724,2.71747917440431,-0.500016868987017,0.659449897849649,-0.302675383680659,-1.25195438381187,-0.251083853770664,0.295549735781162
esto1258__swed1254,2,525,,,25,2,3.5,95,1,Estonia,esto1258,swed1254,0.5078,0.641,0.0172,0.9744,0.4986,0.6383,0.2566,0.5002,-0.584042589913932,2.60841562872167,-0.911499409761038,0.690687812647933,-0.790524612596149,-0.141140268943905,-0.797441367477598,0.132335539301978
ewee1241__stan1293,12,500.583333333333,18,22,30.75,4.75,3.08333333333333,46,0.333333333333333,Ghana,ewee1241,stan1293,0.6361,0.1864,0.2049,1,0.6777,0.7553,0.4646,0.5249,1.051672132194,-0.30807189288601,0.859951803617033,0.83098441244373,1.15978335389412,0.980216516556975,1.48453379017385,0.468284760388298
ewee1241__stan1290,13,494.307692307692,18,22,24.4615384615385,3.76923076923077,2.92307692307692,43.2307692307692,0.461538461538462,Togo,ewee1241,stan1290,0.5832,0,0.1842,1,0.6455,0.7003,0.4513,0.4689,0.377242601410605,-1.50392159378278,0.664591973478908,0.83098441244373,0.809141720611114,0.453082984911263,1.3386190324971,-0.293381489847893
finn1318__stan1293,215,538.558139534884,13,17,26.3767441860465,3.53488372093023,3.26046511627907,110.995348837209,0.911627906976744,Finland,finn1318,stan1293,0.5882,0.1864,0.0812,1,0.6446,0.674,0.3141,0.4694,0.440988303753079,-0.30807189288601,-0.307488340734951,0.83098441244373,0.799341178065936,0.201017314324313,-0.166606888799914,-0.286580898327927
finn1318__swed1254,15,537.066666666667,13,17,30.8,2.26666666666667,3.4,108.866666666667,0.933333333333333,Finland,finn1318,swed1254,0.5035,0.1864,0.0286,1,0.5463,0.6383,0,0.4418,-0.638863893928463,-0.30807189288601,-0.803909938090767,0.83098441244373,-0.271095857701755,-0.141140268943905,-3.61260879754184,-0.661973550230048
finn1318__russ1263,2,535.5,13,17,28.5,1.5,3.5,111,1,Finland,finn1318,russ1263,0.4733,0.3498,0.1151,1,0.46,0.4911,0.2566,0.5099,-1.02388793607702,0.740221246204827,0.0124487723898041,0.83098441244373,-1.21085899286708,-1.55194128454843,-0.797441367477598,0.264267014789318
finn1318__stan1295,3,526.333333333333,13,17,40.3333333333333,2.33333333333333,2.66666666666667,111,1,Finland,finn1318,stan1295,0.4768,0,0.08,1,0.5511,0.4278,0.3021,0.4201,-0.979265944437283,-1.50392159378278,-0.318813548279191,0.83098441244373,-0.218826297460809,-2.1586240582425,-0.298259301741343,-0.957119222196572
stan1290__stan1293,1147,526.527462946818,10,15,25.8317349607672,3.95727986050567,3.13077593722755,95.9067131647777,0.682650392327812,France,stan1290,stan1293,0.5686,0.1864,0.0246,0.9386,0.5789,0.7083,0.439,0.4753,0.191105150570574,-0.30807189288601,-0.841660629904897,0.494491786370996,0.0839015722679982,0.529756953150639,1.20367530923214,-0.206333918392328
stan1290__stan1290,32,501.5,10,15,24.1875,5.625,2.96875,45.0625,0.3125,"Congo,DemocraticRepublicofthe",stan1290,stan1290,0,0,0,0,0,0,0,0,-7.05805611981579,-1.50392159378278,-1.0738273845618,-4.64935151707962,-6.22002518262434,-6.25876450984315,-3.61260879754184,-6.67097621727199
stan1290__stan1288,60,521.416666666667,10,15,26.7,3.6,2.78333333333333,104.883333333333,0.85,France,stan1290,stan1288,0.5019,0,0.0362,0.4601,0.4423,0.5221,0.4498,0.5804,-0.659262518678054,-1.50392159378278,-0.732183623643919,-2.12784895590593,-1.40360299625557,-1.25482965762085,1.32216248087942,1.22315041910452
stan1290__swah1253,9,499.888888888889,10,15,29.4444444444444,4.22222222222222,2.66666666666667,20.6666666666667,0.555555555555556,"Congo,DemocraticRepublicofthe",stan1290,swah1253,0.5897,0.5335,0.2752,1,0.6397,0.6326,0.5765,0.4955,0.460112014455823,1.91874908984612,1.52342021225038,0.83098441244373,0.745982668653306,-0.19577047131446,2.71219254085269,0.0684099790142979
stan1290__ital1282,20,531.15,10,15,27.5,2.7,3.25,108.9,0.9,France,stan1290,ital1282,0.4579,0,0.041,0.5295,0.4625,0.4815,0.359,0.4379,-1.22022469929184,-1.50392159378278,-0.686882793466962,-1.74751364239701,-1.18363526357492,-1.64395004643568,0.32599255628927,-0.715018164085783
stan1290__stan1295,58,544.068965517241,10,15,27.2758620689655,3.60344827586207,3.22413793103448,103.862068965517,0.827586206896552,France,stan1290,stan1295,0.425,0,0.032,0.9248,0.4358,0.5392,0.2421,0.3886,-1.63967142070533,-1.50392159378278,-0.771821850048756,0.418863150543574,-1.47438469241518,-1.09093905050918,-0.956521366448492,-1.38555648795443
stan1290__dani1285,6,529.166666666667,10,15,26.3333333333333,4,3,88.6666666666667,0.666666666666667,France,stan1290,dani1285,0.4525,0.1864,0.0377,0.9248,0.4411,0.5533,0.439,0.4039,-1.28907005782172,-0.30807189288601,-0.71802711421362,0.418863150543574,-1.41667038631581,-0.955801181487279,1.20367530923214,-1.17745838744347
stan1290__port1283,10,514.2,10,15,26.5,4,3.5,81.9,0.5,France,stan1290,port1283,0.4183,0,0.0339,0.427,0.4326,0.4467,0.3064,0.3947,-1.72509066184425,-1.50392159378278,-0.753890271437044,-2.30924807517315,-1.50923106590915,-1.97748180827697,-0.251083853770664,-1.30258927141084
stan1290__russ1263,12,506.75,10,15,29.0833333333333,3.41666666666667,3.16666666666667,51.1666666666667,0.25,"Congo,Republic",stan1290,russ1263,0.5267,0.3498,0.1897,0.9078,0.5385,0.5257,0.4034,0.5152,-0.343083835059374,0.740221246204827,0.716499174723337,0.325697439741677,-0.356033893093291,-1.22032637191313,0.81310648417256,0.336353284900958
stan1290__cent2194,6,499.833333333333,10,15,19.3333333333333,3.66666666666667,3.5,112.333333333333,1,France,stan1290,cent2194,0.5698,0.405,0.0712,1,0.5929,0.6418,0.3931,0.5392,0.206404119132768,1.09435699453906,-0.401865070270277,0.83098441244373,0.236354456304089,-0.107595407839177,0.700104829731166,0.662781677859325
stan1290__nucl1301,7,511.857142857143,10,15,23.8571428571429,1.42857142857143,3.28571428571429,101.571428571429,0.857142857142857,Belgium,stan1290,nucl1301,0.5677,0,0.1063,1,0.6588,0.5354,0.3064,0.4955,0.179630924148929,-1.50392159378278,-0.0706027496012828,0.83098441244373,0.9539719604454,-1.12735918542288,-0.251083853770664,0.0684099790142979
stan1290__mode1248,1,575,10,15,17,2,3,118,0,Netherlands,stan1290,mode1248,0.5268,0.2736,0.0775,0.9176,0.49,0.5439,0.4034,0.5849,-0.341808921012524,0.251359941439088,-0.342407730663022,0.379404731851006,-0.884174241361176,-1.04589309416855,0.81310648417256,1.28435574278422
stan1290__roma1326,1,560,10,15,20,1,2,90,1,USSR,stan1290,roma1326,0.4157,0,0.0255,0.1864,0.3943,0.4909,0.4034,0.3918,-1.75823842706234,-1.50392159378278,-0.833166724246718,-3.62781689981647,-1.92629859866502,-1.55385813375442,0.81310648417256,-1.34203270222665
stan1290__czec1258,1,486,10,15,27,2,4,43,0,Togo,stan1290,czec1258,0.5101,0,0.0403,0.9248,0.5597,0.4829,0.359,0.4713,-0.554719566836394,-1.50392159378278,-0.693489164534435,0.418863150543574,-0.125176668695783,-1.63053210199379,0.32599255628927,-0.260738650552056
stan1290__roma1327,1,493,10,15,44,9,4,43,0,"Congo,Republic",stan1290,roma1327,0.4663,0,0.069,0.5804,0.4498,0.6082,0.359,0.4336,-1.11313191935648,-1.50392159378278,-0.422627950768049,-1.46856454358427,-1.32193180837909,-0.429626074444559,0.32599255628927,-0.773503251157491
stan1290__dutc1256,4,543,10,15,23.75,3.5,2,113,1,France,stan1290,dutc1256,0.4357,0,0.0203,0.9386,0.47,0.5441,0.3445,0.3411,-1.50325561769244,-1.50392159378278,-0.882242623605088,0.494491786370996,-1.10196407569845,-1.04397624496256,0.166912557318375,-2.0316126823512
stan1290__poli1260,2,521.5,10,15,35,4.5,3.5,106.5,0.5,France,stan1290,poli1260,0.558,0,0.0519,0.9176,0.5524,0.6361,0.4034,0.5239,0.0559642616045262,-1.50392159378278,-0.584012158273457,0.379404731851006,-0.204669958228887,-0.162225610209733,0.81310648417256,0.454683577348366
stan1290__swed1254,1,533,10,15,21,1,3,111,1,Finland,stan1290,swed1254,0.4644,0.1864,0.0676,0.9248,0.4463,0.5006,0.3931,0.4845,-1.13735528624662,-0.30807189288601,-0.435840692902995,0.418863150543574,-1.36004502938811,-1.46089094726417,0.700104829731166,-0.0812030344249539
stan1290__croa1245,1,498,10,15,29,2,3,27,0,Cameroon,stan1290,croa1245,0.5086,0,0.0483,0.9304,0.531,0.5245,0.359,0.483,-0.573843277539136,-1.50392159378278,-0.617987780906174,0.449553031748905,-0.437705080969768,-1.23182746714904,0.32599255628927,-0.101604808984852
stan1290__stan1289,1,535,10,15,18,1,3,109,1,Belgium,stan1290,stan1289,0.4535,0,0.0284,0.3862,0.4584,0.5127,0.4034,0.4096,-1.27632091735322,-1.50392159378278,-0.805797472681473,-2.5328457810977,-1.22828217961407,-1.34492157030211,0.81310648417256,-1.09993164411586
fula1264__stan1290,7,510.142857142857,17,20,18.7142857142857,4.71428571428571,2.42857142857143,30,0.285714285714286,Guinea,fula1264,stan1290,0.5454,0.405,0.1603,1,0.61,0.5309,0.4935,0.4815,-0.104674908298514,1.09435699453906,0.439031589889478,0.83098441244373,0.422564764662456,-1.17048829255753,1.80159668467446,-0.12200658354475
fula1264__stan1293,16,494.875,17,20,19.625,4.25,2.125,27.5,0.0625,SierraLeone,fula1264,stan1293,0.6308,0.4404,0.1829,1,0.6886,0.6936,0.439,0.5199,0.984101687710975,1.32146578966645,0.652322998639315,0.83098441244373,1.27847881360794,0.388868536510785,1.20367530923214,0.400278845188638
nucl1302__russ1263,86,502.441860465116,24,27,26.593023255814,4.52325581395349,3.06976744186047,87.4302325581395,0.662790697674419,USSR,nucl1302,russ1263,0.5529,0.3824,0.1047,1,0.5317,0.5797,0.4576,0.597,-0.00905635478480059,0.949366633808017,-0.085703026326935,0.83098441244373,-0.430082436767964,-0.702777086297337,1.40773654929135,1.44893005756739
nucl1302__stan1293,24,512.708333333333,24,27,25.375,3.125,2.95833333333333,86.9583333333333,0.625,Georgia,nucl1302,stan1293,0.6546,0.3333,0.154,1,0.6791,0.738,0.4878,0.5667,1.28753123086116,0.634365451865789,0.379574250282223,0.83098441244373,1.17502864229773,0.814409060239324,1.73906178852728,1.03681421145745
nucl1302__mode1248,1,517,24,27,29,3,4,81,1,Georgia,nucl1302,mode1248,0.5975,0.4054,0.0732,1,0.5405,0.7116,0.4576,0.656,0.559555310110086,1.09692319561395,-0.382989724363212,0.83098441244373,-0.334254909659564,0.561384965049382,1.40773654929135,2.25139985692338
nucl1302__stan1295,3,521,24,27,35.6666666666667,2,3.66666666666667,87,0.666666666666667,USSR,nucl1302,stan1295,0.5515,0.2804,0.1151,1,0.5427,0.6223,0.3931,0.5466,-0.0269051514406933,0.294985359712146,0.0124487723898041,0.83098441244373,-0.310298027882464,-0.294488205422658,0.700104829731166,0.763430432354821
nucl1302__nucl1235,1,448,24,27,39,5,2,90,1,USSR,nucl1302,nucl1235,0.4487,0.3613,0.0041,1,0.4408,0.5968,0.3021,0.3673,-1.337516791602,0.813999527107793,-1.03513292545232,0.83098441244373,-1.41993723383086,-0.53888647918567,-0.298259301741343,-1.67526168670498
nucl1302__stan1290,1,481,24,27,27,5,4,84,0,Russia,nucl1302,stan1290,0.6058,0.2804,0.1452,1,0.6332,0.6143,0.3931,0.5985,0.665373175998595,0.294985359712146,0.296522728291136,0.83098441244373,0.675200972493692,-0.371162173662035,0.700104829731166,1.46933183212729
nucl1302__nucl1302,1,525,24,27,15,1,3,81,1,Georgia,nucl1302,nucl1302,0,0,0,0,0,0,0,0,-7.05805611981579,-1.50392159378278,-1.0738273845618,-4.64935151707962,-6.22002518262434,-6.25876450984315,-3.61260879754184,-6.67097621727199
stan1295__stan1293,4335,555.667128027682,6,13,24.8,2.88212226066897,3.04405997693195,100.620761245675,0.802306805074971,Germany,stan1295,stan1293,0.5076,0.1864,0.0437,0.6336,0.5146,0.6465,0.3548,0.4364,-0.586592418007631,-0.30807189288601,-0.661401076492424,-1.17701067213363,-0.616292745126331,-0.0625494514985444,0.279914211759769,-0.735419938645681
stan1295__stan1288,53,548.471698113208,6,13,28.0566037735849,2.83018867924528,3.22641509433962,100.037735849057,0.773584905660377,Germany,stan1295,stan1288,0.4961,0,0.0579,0.9248,0.3939,0.4905,0.4498,0.6393,-0.733207533395326,-1.50392159378278,-0.527386120552261,0.418863150543574,-1.93065439535177,-1.55769183216638,1.32216248087942,2.02426010015651
stan1295__ital1282,41,552.756097560976,6,13,28.6585365853659,3.60975609756098,3,99.8536585365854,0.804878048780488,Germany,stan1295,ital1282,0.4909,0,0.0257,0.9131,0.4603,0.6188,0.359,0.4819,-0.799503063831501,-1.50392159378278,-0.831279189656011,0.354743220168151,-1.20759214535202,-0.328033066527385,0.32599255628927,-0.116566110328777
stan1295__stan1295,20,555.25,6,13,27.75,2.35,2.85,93.5,0.7,Switzerland,stan1295,stan1295,0,0,0,0,0,0,0,0,-7.05805611981579,-1.50392159378278,-1.0738273845618,-4.64935151707962,-6.22002518262434,-6.25876450984315,-3.61260879754184,-6.67097621727199
stan1295__russ1263,24,544.166666666667,6,13,28.4166666666667,3.66666666666667,3,97.1666666666667,0.916666666666667,Germany,stan1295,russ1263,0.5098,0.3498,0.1639,0.8691,0.4878,0.5401,0.4034,0.5184,-0.558544308976942,0.740221246204827,0.473007212522195,0.113608439269123,-0.908131123138275,-1.08231322908225,0.81310648417256,0.37987707062874
stan1295__stan1290,214,557.92523364486,6,13,26.107476635514,2.44392523364486,3.14485981308411,100.051401869159,0.855140186915888,Germany,stan1295,stan1290,0.425,0,0.032,0.9248,0.4358,0.5392,0.2421,0.3886,-1.63967142070533,-1.50392159378278,-0.771821850048756,0.418863150543574,-1.47438469241518,-1.09093905050918,-0.956521366448492,-1.38555648795443
stan1295__swed1254,10,553.9,6,13,24.3,2.6,3.4,100.3,0.6,Germany,stan1295,swed1254,0.4244,0.1864,0.0527,0.6667,0.3857,0.6069,0.3021,0.426,-1.64732090498643,-0.30807189288601,-0.576462019910631,-0.995611552866403,-2.01994822743005,-0.442085594283457,-0.298259301741343,-0.876872242260974
stan1295__nucl1302,2,571,6,13,27,1.5,2.5,93,0.5,Austria,stan1295,nucl1302,0.5515,0.2804,0.1151,1,0.5427,0.6223,0.3931,0.5466,-0.0269051514406933,0.294985359712146,0.0124487723898041,0.83098441244373,-0.310298027882464,-0.294488205422658,0.700104829731166,0.763430432354821
stan1295__roma1327,4,578.5,6,13,26,1.25,3.5,93.5,0.75,Germany,stan1295,roma1327,0.4254,0,0.0378,0.9078,0.4184,0.4065,0.359,0.4541,-1.63457176451794,-1.50392159378278,-0.717083346918267,0.325697439741677,-1.66386184828861,-2.36276849867984,0.32599255628927,-0.494678998838885
stan1295__poli1260,11,547.727272727273,6,13,21,4.18181818181818,3.27272727272727,100.363636363636,0.818181818181818,Poland,stan1295,poli1260,0.5574,0,0.0232,0.8831,0.5398,0.6114,0.3064,0.5805,0.0483147773234285,-1.50392159378278,-0.854873372039843,0.19033314228245,-0.341877553861369,-0.398956487148808,-0.251083853770664,1.22451053740852
stan1295__stan1289,1,606,6,13,32,3,4,101,1,Germany,stan1295,stan1289,0.4801,0,0.0426,0.9176,0.4565,0.6288,0.3064,0.4707,-0.937193780891249,-1.50392159378278,-0.67178251674131,0.379404731851006,-1.24897221387611,-0.232190606228164,-0.251083853770664,-0.268899360376015
stan1295__alba1267,2,533,6,13,18,5.5,3,101,1,Germany,stan1295,alba1267,0.4458,0.2566,0.0385,0.7323,0.4384,0.3871,0.3931,0.4904,-1.37448929896063,0.142296395756443,-0.710476975850794,-0.636101515889671,-1.44607201395134,-2.54870287166033,0.700104829731166,-0.000956054489355049
stan1295__czec1258,5,561.4,6,13,23,2,2.6,96.6,0.8,Germany,stan1295,czec1258,0.4983,0,0.0097,0.8934,0.4932,0.5758,0.359,0.4728,-0.705159424364637,-1.50392159378278,-0.982281956912533,0.246780602356541,-0.849327867867211,-0.740155645814034,0.32599255628927,-0.240336875992158
stan1295__norw1258,7,556.714285714286,6,13,28,2.28571428571429,3,100,0.714285714285714,Germany,stan1295,norw1258,0.4014,0.1864,0.0524,0.631,0.3259,0.3344,0.3931,0.5021,-1.94055113576182,-0.30807189288601,-0.579293321796691,-1.19125954555039,-2.67113983209849,-3.05379263743722,0.700104829731166,0.158177787077849
stan1295__hebr1245,3,538.666666666667,6,13,27,1,3.33333333333333,101,0.333333333333333,Germany,stan1295,hebr1245,0.5021,0.5829,0.1107,1,0.4827,0.5932,0.4498,0.4672,-0.656712690584355,2.23567492259451,-0.0290769886057393,0.83098441244373,-0.963667530894279,-0.57338976489339,1.32216248087942,-0.316503501015777
stan1295__nucl1301,11,559.181818181818,6,13,23.5454545454546,2.81818181818182,3.09090909090909,96.3636363636364,0.818181818181818,Germany,stan1295,nucl1301,0.5154,0,0.0773,1,0.6127,0.4596,0.3064,0.418,-0.48714912235337,-1.50392159378278,-0.344295265253729,0.83098441244373,0.451966392297988,-1.85384503449098,-0.251083853770664,-0.985681706580429
stan1295__dani1285,4,558,6,13,27.25,1.5,3.5,101,1,Germany,stan1295,dani1285,0.4577,0.1864,0.0298,0.6667,0.4241,0.6571,0.3548,0.4277,-1.22277452738554,-0.30807189288601,-0.792584730546528,-0.995611552866403,-1.60179174550249,0.0390435564186299,0.279914211759769,-0.853750231093089
stan1295__serb1264,3,566.333333333333,6,13,25.6666666666667,3.33333333333333,2.33333333333333,101,1,Germany,stan1295,serb1264,0.5201,0,0.0358,0.9014,0.5157,0.6023,0.359,0.5062,-0.427228162151442,-1.50392159378278,-0.735958692825332,0.290623289792728,-0.60431430423778,-0.486173126021099,0.32599255628927,0.21394263754157
stan1295__port1283,12,568.75,6,13,27.4166666666667,1.25,3.08333333333333,101,0.75,Germany,stan1295,port1283,0.4571,0,0.0613,0.9214,0.4175,0.6188,0.4034,0.4343,-1.23042401166664,-1.50392159378278,-0.49529803251025,0.400230008383195,-1.67366239083379,-0.328033066527385,0.81310648417256,-0.763982423029538
stan1295__finn1318,2,541.5,6,13,22,1.5,1.5,93.5,1,Germany,stan1295,finn1318,0.4768,0,0.08,1,0.5511,0.4278,0.3021,0.4201,-0.979265944437283,-1.50392159378278,-0.318813548279191,0.83098441244373,-0.218826297460809,-2.1586240582425,-0.298259301741343,-0.957119222196572
stan1295__croa1245,2,562,6,13,30.5,3.5,4,101,1,Germany,stan1295,croa1245,0.5201,0,0.0209,0.9014,0.5157,0.6023,0.359,0.5062,-0.427228162151442,-1.50392159378278,-0.876580019832968,0.290623289792728,-0.60431430423778,-0.486173126021099,0.32599255628927,0.21394263754157
stan1295__nucl1643,1,541,6,13,26,1,3,101,0,Germany,stan1295,nucl1643,0.5679,0.3455,0.3383,1,0.6143,0.5493,0.4498,0.5211,0.182180752242627,0.712634584649805,2.11893737561828,0.83098441244373,0.46938957904497,-0.994138165606968,1.32216248087942,0.416600264836556
stan1295__dutc1256,3,592.666666666667,6,13,19.6666666666667,8.66666666666667,2.66666666666667,101,0.333333333333333,Germany,stan1295,dutc1256,0.3577,0,0.0268,0.5236,0.3856,0.4278,0.2421,0.3086,-2.49768857423506,-1.50392159378278,-0.820897749407125,-1.77984762438119,-2.02103717660173,-2.1586240582425,-0.956521366448492,-2.47365113114899
stan1295__mand1415,1,494,6,13,22,1,3,101,0,Germany,stan1295,mand1415,0.5989,0.658,0.2915,1,0.5881,0.8325,0.3931,0.5902,0.577404106765978,2.71747917440431,1.67725428139296,0.83098441244373,0.184084896063143,1.72012031006696,0.700104829731166,1.35644201289585
stan1295__mode1248,2,585.5,6,13,30,5,3.5,101,0.5,Germany,stan1295,mode1248,0.5209,0.2736,0.0491,0.8831,0.4763,0.5758,0.4034,0.5707,-0.417028849776645,0.251359941439088,-0.610437642543348,0.19033314228245,-1.03336027788221,-0.740155645814034,0.81310648417256,1.09121894361718
mode1248__stan1293,281,529.010676156584,21,18,25.3594306049822,3.3914590747331,3.09964412811388,101.943060498221,0.569395017793594,Greece,mode1248,stan1293,0.5828,0.3277,0.0921,0.9047,0.5837,0.7068,0.1864,0.5516,0.372142945223206,0.598438636817388,-0.204617705541446,0.308708398360154,0.136171132508944,0.515380584105756,-1.56760798318496,0.831436347554481
mode1248__stan1295,17,543,21,18,24.8235294117647,2.11764705882353,3.23529411764706,100.058823529412,0.588235294117647,Germany,mode1248,stan1295,0.5209,0.2736,0.0491,0.8831,0.4763,0.5758,0.4034,0.5707,-0.417028849776645,0.251359941439088,-0.610437642543348,0.19033314228245,-1.03336027788221,-0.740155645814034,0.81310648417256,1.09121894361718
mode1248__ital1282,7,520.714285714286,21,18,28.1428571428571,8.28571428571429,3,102.428571428571,0.571428571428571,Greece,mode1248,ital1282,0.4422,0.2736,0.0412,0.9047,0.4142,0.4949,0.195,0.5103,-1.42038620464722,0.251359941439088,-0.684995258876256,0.308708398360154,-1.70959771349944,-1.51552114963473,-1.4732570872436,0.269707488005291
mode1248__stan1290,8,528.875,21,18,28.625,2.5,3,102,0.375,Greece,mode1248,stan1290,0.5268,0.2736,0.0775,0.9176,0.49,0.5439,0.4034,0.5849,-0.341808921012524,0.251359941439088,-0.342407730663022,0.379404731851006,-0.884174241361176,-1.04589309416855,0.81310648417256,1.28435574278422
mode1248__nucl1235,1,538,21,18,34,2,3,88,0,Armenia,mode1248,nucl1235,0.5354,0.195,0.0698,0.8337,0.5354,0.5818,0.4034,0.5346,-0.232166312983466,-0.252898569775966,-0.415077812405223,-0.0803954526360032,-0.389791317415568,-0.682650169634501,0.81310648417256,0.600216235875637
mode1248__serb1264,2,493,21,18,35.5,5.5,3.5,93.5,0,Greece,mode1248,serb1264,0.4635,0.2736,0.0135,0.8919,0.4487,0.5332,0.195,0.4932,-1.14882951266827,0.251359941439088,-0.946418799689109,0.238560098462256,-1.33391024926764,-1.14844452668871,-1.4732570872436,0.0371272580224548
mode1248__czec1258,1,482,21,18,20,3,1,102,1,Greece,mode1248,czec1258,0.4769,0.2736,0.0464,0.8831,0.5036,0.4363,0.195,0.502,-0.977991030390434,0.251359941439088,-0.635919359517886,0.19033314228245,-0.73607715401183,-2.07715796698816,-1.4732570872436,0.156817668773856
mode1248__nucl1301,1,523,21,18,21,5,3,102,1,Greece,mode1248,nucl1301,0.5593,0.2736,0.0298,1,0.5932,0.5725,0.2736,0.5247,0.0725381442135695,0.251359941439088,-0.792584730546528,0.83098441244373,0.239621303819147,-0.771783657712776,-0.610933782477239,0.465564523780312
mode1248__russ1263,1,507,21,18,24,5,3,81,1,Georgia,mode1248,russ1263,0.4681,0.3498,0.1481,0.8564,0.4918,0.515,0.2736,0.3971,-1.09018346651319,0.740221246204827,0.32389197985638,0.0440081729641771,-0.864573156270821,-1.32287780443329,-0.610933782477239,-1.26994643211501
