dataset,native_code,target_code,speaking_score,n_observations,native_language,target_language,asjp_lexical,concepts_lexical,glottolog_genetic,l2v_genetic,urielplus_genetic,modality_hyperbolic,l2v_geographic,urielplus_geographic,modality_speaker,grambank_typological,qwals_typological,l2v_featural,l2v_syntactic,urielplus_featural,urielplus_syntactic,urielplus_morphological,modality_island,l2v_inventory,l2v_phonological,phoible_phonological,urielplus_inventory,urielplus_phonological,scripts_script,urielplus_script,pair_id,outcome,outcome_z
toefl,hung1274,stan1293,23.0,1,Hungarian,English,0.498070860518359,0.05,1.0,1.0,1.0,19.918598,0.1,0.0665,0.283430727316671,0.511408311956759,0.254298951890734,0.5,0.6,0.5979,0.641,0.7323,0.180810647393742,0.4581,0.3433,0.581818181818182,0.4581,0.3277,0.75,0.1864,toefl::hung1274->stan1293,23.0,0.4945228963195119
toefl,icel1247,stan1293,24.0,1,Icelandic,English,,0.03,0.583333333333333,0.7,0.7323,20.34326,0.1,0.0642,0.299810422141954,0.464531456076131,0.178481729063269,0.5,0.47,0.5505,0.5584,0.6936,0.14114342720517,0.4694,0.5687,0.631578947368421,0.4694,0.427,0.666666666666667,0.0,toefl::icel1247->stan1293,24.0,0.8923721437344581
toefl,indo1316,stan1293,21.0,1,Indonesian,English,0.485576939394924,0.0699999999999999,1.0,1.0,1.0,22.224,0.6,0.4185,0.483676210311153,0.519615242270663,0.260714292526245,0.5,0.52,0.59,0.6388,0.7434,0.170368413831951,0.4546,0.2736,0.520833333333333,0.4546,0.3277,0.666666666666667,0.4161,toefl::indo1316->stan1293,21.0,-0.3011755985103804
toefl,ital1282,stan1293,22.0,1,Italian,English,0.467123870501874,0.02,0.825757575757576,0.9,0.9291,19.44084,0.1,0.0615,0.284544006497919,0.475531968711181,0.139545183915358,0.5,0.51,0.5595,0.5724,0.6658,0.159481975611323,0.5064,0.5687,0.6,0.5064,0.2677,0.666666666666667,0.1864,toefl::ital1282->stan1293,22.0,0.09667364890456574
toefl,java1254,stan1293,16.0,1,Javanese,English,0.502537593828766,0.21,1.0,1.0,1.0,18.217724,0.6,0.4052,0.484385458833275,0.543557306504609,0.258380947113037,0.6,0.82,0.5993,0.6407,0.8019,0.173788098149803,0.4438,0.529,0.568627450980392,0.4438,0.427,0.75,0.1864,toefl::java1254->stan1293,16.0,-2.290421835585111
toefl,kash1277,stan1293,24.0,1,Kashmiri,English,,,0.791666666666667,0.9,0.8934,17.929123,0.3,0.2387,0.340700205109318,0.53802758684897,0.255674616495768,0.5,0.65,0.5936,0.6645,0.6518,0.171693911626173,0.4579,0.4121,0.733333333333333,0.4579,0.3277,0.833333333333333,0.4973,toefl::kash1277->stan1293,24.0,0.8923721437344581
toefl,kaza1248,stan1293,15.0,1,Kazakh,English,0.499683138603463,0.1,1.0,1.0,1.0,21.35208,0.2,0.1977,0.29092828296459,,0.455026467641195,0.9,0.9,0.9187,0.9186,0.6736,0.240097063835315,0.5983,0.805,,0.9139,0.8136,0.8,0.4161,toefl::kaza1248->stan1293,15.0,-2.6882710830000573
toefl,kiku1240,stan1293,22.0,1,Kikuyu,English,,0.06,1.0,1.0,1.0,21.628359,0.3,0.2654,0.414342978716268,0.585980796593117,0.26550834243362,0.6,0.75,0.6859,0.7356,0.798,0.209956693595565,0.5207,0.5687,0.660377358490566,0.5207,0.5456,0.666666666666667,0.1864,toefl::kiku1240->stan1293,22.0,0.09667364890456574
toefl,kiny1244,stan1293,21.0,1,Kinyarwanda,English,0.500912821759768,0.12,1.0,1.0,1.0,21.485485,0.3,0.2595,0.417887430079258,,0.281994074583054,0.6,0.77,0.6736,0.7326,0.7771,0.200830180240158,0.5182,0.5687,0.603174603174603,0.5182,0.5804,0.666666666666667,0.1864,toefl::kiny1244->stan1293,21.0,-0.3011755985103804
toefl,kore1280,stan1293,21.0,1,Korean,English,0.495033564169102,0.0899999999999999,1.0,1.0,1.0,18.999586,0.4,0.3292,0.376692405591195,0.609694799626091,0.285980793967176,0.5,0.62,0.6664,0.7212,0.7699,0.222094851379448,0.4866,0.4638,0.704918032786885,0.4866,0.5587,1.0,0.3141,toefl::kore1280->stan1293,21.0,-0.3011755985103804
toefl,laoo1244,stan1293,20.0,1,Lao,English,0.496654643173886,0.0899999999999999,1.0,1.0,1.0,19.990494,0.5,0.3524,0.375757319633156,0.539687072220866,0.234963769498079,0.6,0.59,0.6435,0.6791,0.8611,0.189466675758186,0.522,0.5687,0.553571428571429,0.522,0.427,1.0,0.6368,toefl::laoo1244->stan1293,20.0,-0.6990248459253265
toefl,ling1263,stan1293,17.0,1,Lingala,English,,0.0799999999999999,1.0,1.0,1.0,25.203318,0.3,0.2366,0.419747162757098,0.573684516132894,0.366170633406866,0.6,0.67,0.6947,0.7495,0.8091,0.273666779282057,0.5119,0.5687,0.652173913043478,0.4951,0.5096,0.666666666666667,0.1864,toefl::ling1263->stan1293,17.0,-1.892572588170165
toefl,lith1251,stan1293,24.0,1,Lithuanian,English,0.477239727190589,0.12,0.716666666666667,0.9,0.8767,18.998898,0.1,0.0673,0.277291089467908,0.528382264330365,0.258445945945946,0.5,0.68,0.6047,0.6613,0.6723,0.18525750854745,0.4694,0.3498,0.685714285714286,0.4694,0.3333,0.666666666666667,0.1864,toefl::lith1251->stan1293,24.0,0.8923721437344581
toefl,luok1236,stan1293,22.0,1,Luo,English,,0.0799999999999999,1.0,1.0,1.0,24.11706,0.3,0.2642,0.410120660711816,0.578859684233937,0.288056201622134,0.5,0.63,0.6223,0.6889,0.8094,0.18114744276442,0.3969,0.4054,0.557692307692308,0.3969,0.427,0.666666666666667,0.1864,toefl::luok1236->stan1293,22.0,0.09667364890456574
toefl,luxe1241,stan1293,25.0,1,Luxembourgish,English,,,0.541666666666667,0.6,0.6336,14.377241,0.0,0.0255,0.291149908434532,,0.0,0.8,0.72,0.7912,0.7971,0.8869,0.226146912211326,0.5983,0.5687,0.619047619047619,0.7678,0.6667,0.666666666666667,0.1864,toefl::luxe1241->stan1293,25.0,1.2902213911494043
toefl,maas1239,stan1293,20.0,1,Fulah,English,,0.0699999999999999,1.0,1.0,1.0,21.42274,0.2,0.1857,0.37727258654264,0.543105909355605,0.200000002980232,0.7,0.57,0.6224,0.6645,0.6995,0.18891530809442,0.498,0.5687,0.618181818181818,0.498,0.427,0.666666666666667,0.4161,toefl::maas1239->stan1293,20.0,-0.6990248459253265
toefl,mace1250,stan1293,24.0,1,Macedonian,English,0.453084590188497,0.03,0.791666666666667,0.9,0.9131,18.871939,0.1,0.0868,0.266844289308929,0.515388203202208,0.206802722385951,0.6,0.57,0.5765,0.6046,0.6704,0.169194608842957,0.5064,0.5687,0.641509433962264,0.5064,0.2677,1.0,0.3918,toefl::mace1250->stan1293,24.0,0.8923721437344581
toefl,mala1464,stan1293,24.0,1,Malayalam,English,,0.05,1.0,1.0,1.0,20.65635,0.4,0.314,0.336402902677749,0.607195906348905,0.353985059059272,0.6,0.77,0.6577,0.7383,0.7268,0.217975534692018,0.5076,0.5687,0.67741935483871,0.5076,0.3729,0.75,0.6336,toefl::mala1464->stan1293,24.0,0.8923721437344581
toefl,mand1415,stan1293,21.0,1,Chinese,English,0.494917150446141,0.0799999999999999,1.0,1.0,1.0,18.87491,0.4,0.3047,0.357435554548446,0.53252426193765,0.257795969645182,0.6,0.55,0.6462,0.6488,0.8278,0.210733174876038,0.5926,0.39,0.777777777777778,0.5926,0.4878,0.8,0.641,toefl::mand1415->stan1293,21.0,-0.3011755985103804
toefl,mand1436,stan1293,20.0,1,Mandingo,English,,0.0699999999999999,1.0,1.0,1.0,24.77993,0.2,0.1854,0.401452992215212,0.535456148263597,0.278070198862176,0.6,0.7,0.6293,0.6722,0.7675,0.177720661982497,0.5026,0.5687,0.596153846153846,0.5026,0.427,0.75,0.641,toefl::mand1436->stan1293,20.0,-0.6990248459253265
toefl,mara1378,stan1293,24.0,1,Marathi,English,0.475266189741334,0.05,0.833333333333333,0.9,0.9131,19.728094,0.4,0.2901,0.341697667354667,0.557874976850475,0.339852148486722,0.6,0.7,0.621,0.6855,0.754,0.205741150016668,0.4513,0.5687,0.782051282051282,0.4513,0.3333,1.0,0.6213,toefl::mara1378->stan1293,24.0,0.8923721437344581
toefl,mode1248,stan1293,23.0,1,Greek,English,0.489915478418256,0.02,0.816666666666667,0.8333,0.9047,17.539917,0.1,0.0921,0.27137750783629,0.498754668053817,0.22135365092671,0.5,0.52,0.5828,0.5837,0.7068,0.171695533456631,0.5516,0.195,0.617021276595745,0.5516,0.1864,1.0,0.3277,toefl::mode1248->stan1293,23.0,0.4945228963195119
toefl,mong1331,stan1293,20.0,1,Mongolian,English,0.488940573516402,0.0699999999999999,1.0,1.0,1.0,18.683977,1.0,0.2656,0.342627443603684,0.560478479207231,0.331775486469269,0.6,0.57,0.6572,0.7446,0.7264,0.19800645749178,0.5983,0.5687,0.68421052631579,0.5109,0.3277,1.0,0.4867,toefl::mong1331->stan1293,20.0,-0.6990248459253265
toefl,nepa1254,stan1293,22.0,1,Nepali,English,,0.06,0.816666666666667,0.9,0.9047,18.324528,1.0,0.2774,0.330658297741316,0.55097316501934,0.352414025200738,0.9,0.88,0.6252,0.6956,0.6892,0.18978209674615,0.5983,0.5687,0.716417910447761,0.5014,0.2677,1.0,0.1864,toefl::nepa1254->stan1293,22.0,0.09667364890456574
toefl,nort2697,stan1293,21.0,1,Azerbaijani,English,,,,1.0,1.0,18.817411,0.2,0.1515,0.313254744131402,,,0.7,0.57,0.6532,0.7134,0.7211,0.208064628981427,0.5491,0.5687,,0.5491,0.3277,,0.641,toefl::nort2697->stan1293,21.0,-0.3011755985103804
toefl,norw1258,stan1293,25.0,1,Norwegian,English,0.497573999459643,,1.0,0.7,0.7048,16.164381,0.1,0.0423,0.287905882349575,,0.123025798797607,0.8,0.59,0.5311,0.5352,0.6356,0.153072484629733,0.5983,0.5687,,0.4769,0.409,0.666666666666667,0.0,toefl::norw1258->stan1293,25.0,1.2902213911494043
toefl,nucl1235,stan1293,22.0,1,Armenian,English,0.488166806090352,0.0699999999999999,0.716666666666667,0.9,0.8767,16.755886,0.2,0.1503,0.256059564271076,0.502570711032417,0.277487243924822,0.6,0.66,0.621,0.6576,0.7211,0.186203601372036,0.5064,0.5032,0.694915254237288,0.5064,0.439,1.0,0.2677,toefl::nucl1235->stan1293,22.0,0.09667364890456574
toefl,nucl1301,stan1293,20.0,1,Turkish,English,0.499280394593698,0.11,1.0,1.0,1.0,19.807714,0.1,0.1194,0.300594163708628,0.559850726373464,0.316610981234544,0.6,0.7,0.6476,0.7119,0.7323,0.198121323599049,0.5183,0.3433,0.589285714285714,0.5183,0.3277,0.666666666666667,0.1864,toefl::nucl1301->stan1293,20.0,-0.6990248459253265
toefl,nucl1302,stan1293,23.0,1,Georgian,English,0.491385929332637,0.05,1.0,1.0,1.0,18.509977,0.2,0.154,0.298848487799584,0.562429133857987,0.320117314656576,0.6,0.61,0.6546,0.6791,0.738,0.211954398816555,0.5667,0.4816,0.615384615384615,0.5667,0.4878,1.0,0.3333,toefl::nucl1302->stan1293,23.0,0.4945228963195119
toefl,nucl1305,stan1293,24.0,1,Kannada,English,,0.03,1.0,1.0,1.0,20.353052,0.4,0.3013,0.341740593165812,0.569976399903277,0.294500908484826,0.5,0.64,0.6406,0.7397,0.6629,0.198436290788429,0.4738,0.3498,0.696969696969697,0.4738,0.3333,1.0,0.5114,toefl::nucl1305->stan1293,24.0,0.8923721437344581
toefl,nucl1310,stan1293,21.0,1,Burmese,English,0.485161709800197,0.0899999999999999,1.0,1.0,1.0,20.9274,0.4,0.319,0.377516370779029,0.571428571428572,0.358875766877205,0.5,0.73,0.6225,0.7446,0.721,0.175535607608333,0.3323,0.2566,0.546875,0.3323,0.3141,1.0,0.6368,toefl::nucl1310->stan1293,21.0,-0.3011755985103804
toefl,nucl1347,stan1293,18.0,1,Wolof,English,,0.0699999999999999,1.0,1.0,1.0,20.881353,0.2,0.1752,0.399984560518475,0.591607978309962,0.293566533963974,0.5,0.49,0.5674,0.5822,0.7323,0.171668586068928,0.4731,0.3498,0.637931034482759,0.4731,0.3141,0.666666666666667,0.4161,toefl::nucl1347->stan1293,18.0,-1.494723340755219
toefl,nucl1417,stan1293,21.0,1,Igbo,English,,0.18,1.0,1.0,1.0,19.234743,0.3,0.2142,0.385275823420937,0.512724680445699,0.243320104810927,0.5,0.61,0.6286,0.6773,0.7854,0.197639083966715,0.4772,0.427,0.509803921568627,0.4772,0.4878,0.666666666666667,0.1864,toefl::nucl1417->stan1293,21.0,-0.3011755985103804
toefl,nucl1643,stan1293,17.0,1,Japanese,English,0.501094861575527,0.06,1.0,1.0,1.0,16.566793,0.5,0.3453,0.404119242610935,0.580244273634327,0.332641092936198,0.6,0.66,0.6712,0.713,0.7604,0.220943622562188,0.5472,0.5032,0.637931034482759,0.5428,0.5587,0.75,0.3881,toefl::nucl1643->stan1293,17.0,-1.892572588170165
toefl,nyan1308,stan1293,22.0,1,Chichewa (Nyanja),English,0.488963740863056,0.11,1.0,1.0,1.0,21.19484,0.4,0.3096,0.453948280421112,,0.220653400864712,0.8,0.69,0.6888,0.7608,0.7837,0.202214289594367,0.5983,0.5687,,0.5233,0.4934,0.666666666666667,0.1864,toefl::nyan1308->stan1293,22.0,0.09667364890456574
toefl,oriy1255,stan1293,24.0,1,Oriya,English,,0.0799999999999999,0.816666666666667,0.9,0.9131,18.80561,1.0,0.2962,0.342101650983917,0.571518298770167,0.384325436183385,0.6,0.57,0.6317,0.7195,0.7083,0.192762939968482,0.5983,0.5687,0.794117647058824,0.4473,0.1864,1.0,0.641,toefl::oriy1255->stan1293,24.0,0.8923721437344581
toefl,panj1256,stan1293,23.0,1,Punjabi,English,0.469350533643146,0.05,0.825757575757576,0.9,0.9131,18.090515,0.3,0.2534,0.325111145902885,0.564276492686879,0.301082235394102,0.6,0.65,0.6057,0.6784,0.7244,0.194051934544261,0.4336,0.5687,0.76,0.4336,0.2617,1.0,0.5392,toefl::panj1256->stan1293,23.0,0.4945228963195119
toefl,pash1269,stan1293,20.0,1,Pushtu,English,,,0.75,,,,,,,,,,,,,,,,,0.701754385964912,,,1.0,,toefl::pash1269->stan1293,20.0,-0.6990248459253265
toefl,plat1254,stan1293,19.0,1,Malagasy,English,,,,1.0,1.0,20.896343,0.5,0.3437,0.489984065251578,,0.309632861887226,0.6,0.68,0.6491,0.7158,0.7457,0.190655563011907,0.5093,0.2736,,0.5093,0.2617,,0.641,toefl::plat1254->stan1293,19.0,-1.0968740933402727
toefl,poli1260,stan1293,23.0,1,Polish,English,0.483498677539494,0.05,0.791666666666667,0.9,0.9047,20.819458,0.1,0.0549,0.278776757706189,0.559850726373464,0.222822305632801,0.5,0.59,0.5977,0.6206,0.6689,0.196306578078753,0.5472,0.2804,0.815384615384615,0.5472,0.1864,0.666666666666667,0.1864,toefl::poli1260->stan1293,23.0,0.4945228963195119
toefl,port1283,stan1293,22.0,1,Portuguese,English,0.478922696621041,0.0799999999999999,0.854166666666667,0.9,0.9359,19.307278,0.1,0.0512,0.500868459219414,0.481999203654147,0.160884346280779,0.5,0.47,0.5261,0.5368,0.6902,0.153018482995216,0.4235,0.5687,0.716666666666667,0.4235,0.3277,0.666666666666667,0.1864,toefl::port1283->stan1293,22.0,0.09667364890456574
toefl,roma1327,stan1293,23.0,1,Romanian,English,0.465095880761238,0.06,0.825757575757576,0.9,0.9248,18.942312,0.1,0.0797,0.287976568484435,,0.170426067553068,0.5,0.53,0.5476,0.5772,0.6104,0.152571034227631,0.4997,0.3498,0.551020408163265,0.4997,0.2677,0.666666666666667,0.1864,toefl::roma1327->stan1293,23.0,0.4945228963195119
toefl,russ1263,stan1293,22.0,1,Russian,English,0.459441807880972,0.0799999999999999,0.75,0.9,0.8934,18.162127,0.2,0.1849,0.269571529203966,0.535193573208816,0.19356024825333,0.5,0.49,0.5951,0.6046,0.6596,0.18197902049851,0.5594,0.2804,0.761904761904762,0.5594,0.3277,1.0,0.3918,toefl::russ1263->stan1293,22.0,0.09667364890456574
toefl,serb1264,stan1293,23.0,1,Serbian,English,,0.1,0.825757575757576,0.9,0.9196,23.965153,0.1,0.079,0.284398816116161,,,0.8,0.62,0.5804,0.6067,0.6774,0.174754927513953,0.5983,0.8632,0.825396825396825,0.5093,0.2677,0.75,0.1864,toefl::serb1264->stan1293,23.0,0.4945228963195119
toefl,shon1251,stan1293,23.0,1,Shona,English,0.498100497974631,0.11,1.0,1.0,1.0,20.212133,0.4,0.3141,0.480058346108636,0.596978206238221,0.301449278126592,0.6,0.75,0.6818,0.7363,0.7689,0.222959455838546,0.5348,0.5687,0.698412698412698,0.5348,0.5456,0.666666666666667,0.1864,toefl::shon1251->stan1293,23.0,0.4945228963195119
toefl,sind1272,stan1293,24.0,1,Sindhi,English,,0.05,0.825757575757576,0.9,0.9131,18.214127,0.3,0.2493,0.323669976989573,,0.199206352233887,0.6,0.57,0.6125,0.6767,0.6983,0.190200264616714,0.494,0.4054,0.708333333333333,0.494,0.3141,1.0,0.5804,toefl::sind1272->stan1293,24.0,0.8923721437344581
toefl,sinh1246,stan1293,22.0,1,Sinhalese,English,,0.15,0.791666666666667,0.9,0.9047,19.592552,0.4,0.3273,0.397105183184978,,0.30677436646961,0.6,0.78,0.6217,0.7086,0.6465,0.18559602748721,0.4991,0.4121,0.68421052631579,0.4991,0.2677,1.0,0.5765,toefl::sinh1246->stan1293,22.0,0.09667364890456574
toefl,slov1268,stan1293,25.0,1,Slovenian,English,0.461849315274843,0.0899999999999999,0.773809523809524,0.9,0.9047,18.864693,0.1,0.0559,0.289931723473418,0.512470743190538,0.154404759407043,0.5,0.56,0.5672,0.6046,0.6722,0.164064717255912,0.4546,0.5687,0.538461538461538,0.4546,0.2677,0.666666666666667,0.1864,toefl::slov1268->stan1293,25.0,1.2902213911494043
toefl,slov1269,stan1293,24.0,1,Slovak,English,0.487538594722823,0.06,0.773809523809524,0.9,0.9047,22.891241,0.1,0.0605,0.285142854751967,,0.367063522338867,0.6,0.57,0.6468,0.6597,0.6736,0.249068708727691,0.5983,0.5687,0.661290322580645,0.6054,0.5641,0.666666666666667,0.1864,toefl::slov1269->stan1293,24.0,0.8923721437344581
toefl,soma1255,stan1293,20.0,1,Somali,English,0.493898748761382,0.1,1.0,1.0,1.0,21.263983,0.3,0.2629,0.373107688187701,0.602283237388536,0.333596167626319,0.5,0.62,0.5981,0.6641,0.641,0.183652174350758,0.4645,0.4816,0.615384615384615,0.4645,0.439,0.8,0.1864,toefl::soma1255->stan1293,20.0,-0.6990248459253265
toefl,stan1288,stan1293,21.0,1,Spanish,English,0.468238237094023,0.03,0.845238095238095,0.9,0.9386,17.910675,0.1,0.0575,0.37569292418397,,0.185945984501167,0.5,0.4,0.556,0.5536,0.6548,0.160092842495181,0.5481,0.3433,0.725490196078431,0.5481,0.2677,0.666666666666667,0.1864,toefl::stan1288->stan1293,21.0,-0.3011755985103804
toefl,stan1289,stan1293,23.0,1,Catalan,English,0.458978820840091,0.05,0.833333333333333,0.9,0.9328,18.165714,0.1,0.0526,0.315396052514023,0.485984469425323,0.215603726250785,0.5,0.53,0.5343,0.5465,0.696,0.159228501660365,0.4581,0.2804,0.637931034482759,0.4581,0.1864,0.666666666666667,0.1864,toefl::stan1289->stan1293,23.0,0.4945228963195119
toefl,stan1290,stan1293,21.0,1,French,English,0.469752166391344,0.01,0.857843137254902,0.9,0.9386,19.669724,0.0,0.0246,0.234188591562,0.473160223407384,0.183940554625236,0.5,0.46,0.5686,0.5789,0.7083,0.165780264195068,0.4753,0.427,0.62962962962963,0.4753,0.439,0.666666666666667,0.1864,toefl::stan1290->stan1293,21.0,-0.3011755985103804
toefl,stan1293,stan1293,24.0,1,English,English,0.0,0.0,0.0,0.0,0.0,0.0004472136,0.0,0.0,7.643046873908921e-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0002,,0.0,0.0,0.0,0.0,toefl::stan1293->stan1293,24.0,0.8923721437344581
toefl,stan1295,stan1293,26.0,1,German,English,0.382894082923236,0.04,0.583333333333333,0.4286,0.6336,16.285048,0.1,0.0437,0.266889810577528,,0.161405939451406,0.4,0.42,0.5076,0.5146,0.6465,0.149701546370613,0.4364,0.3277,0.42,0.4364,0.3548,0.666666666666667,0.1864,toefl::stan1295->stan1293,26.0,1.6880706385643505
toefl,stan1306,stan1293,22.0,1,Malay,English,0.480505845903898,0.05,1.0,1.0,1.0,24.103481,0.5,0.3806,0.449768400789312,0.55117825460955,0.196428567171097,0.6,0.79,0.6287,0.6707,0.8344,0.19413408116768,0.4951,0.5687,,0.4951,0.1864,0.666666666666667,0.641,toefl::stan1306->stan1293,22.0,0.09667364890456574
toefl,stan1318,stan1293,21.0,1,Arabic,English,0.496845721165393,0.05,1.0,1.0,1.0,22.007307,0.2,0.1832,0.315849726178265,0.54824997463026,0.302777787049611,0.8,0.67,0.6405,0.6834,0.7252,0.185268650191994,0.5983,0.5687,0.793650793650794,0.5158,0.3277,1.0,0.5574,toefl::stan1318->stan1293,21.0,-0.3011755985103804
toefl,stan1325,stan1293,24.0,1,Latvian,English,,0.04,0.773809523809524,1.0,0.9687,23.772718,1.0,0.0694,0.281487203478907,0.512989176042577,,0.6,0.57,0.577,0.5449,0.6241,0.176730590201159,0.5983,0.5687,0.627118644067797,0.6361,0.3548,0.666666666666667,0.1864,toefl::stan1325->stan1293,24.0,0.8923721437344581
toefl,swah1253,stan1293,22.0,1,Swahili,English,,,,1.0,1.0,21.272171,0.4,0.294,0.413059634879103,,0.283377114464255,0.6,0.71,0.6574,0.7195,0.8056,0.20253057191725,0.484,0.2736,,0.484,0.3729,,0.5574,toefl::swah1253->stan1293,22.0,0.09667364890456574
toefl,swed1254,stan1293,25.0,1,Swedish,English,0.335843872896457,0.05,0.611111111111111,0.7,0.7323,16.41591,0.1,0.0557,0.282104221689861,0.455463289970375,0.106498698665671,0.5,0.42,0.5511,0.5136,0.7896,0.166970398543995,0.5242,0.5687,0.62962962962963,0.5242,0.3141,0.666666666666667,0.0,toefl::swed1254->stan1293,25.0,1.2902213911494043
toefl,tach1250,stan1293,22.0,1,Berber,English,,0.0799999999999999,1.0,1.0,1.0,21.09826,0.1,0.1075,0.351062860752584,,0.502823940543241,0.6,0.88,0.6709,0.7413,0.7532,0.205063388666188,0.5537,0.3433,0.728571428571429,0.5537,0.3729,0.8,0.4404,toefl::tach1250->stan1293,22.0,0.09667364890456574
toefl,taga1270,stan1293,23.0,1,Tagalog,English,0.48723553663821,0.0699999999999999,1.0,1.0,1.0,20.621298,0.5,0.3864,0.383734307222391,0.593616839704664,0.348370946439585,0.5,0.66,0.6208,0.6668,0.8116,0.182789081215727,0.461,0.3433,0.511111111111111,0.461,0.3277,0.75,0.4404,toefl::taga1270->stan1293,23.0,0.4945228963195119
toefl,taji1245,stan1293,19.0,1,Tajik,English,0.436929772333691,0.0699999999999999,0.833333333333333,0.9,0.9291,19.248623,0.3,0.2123,0.310734126153087,,0.325875366435331,0.8,0.68,0.6909,0.7579,0.7832,0.194493157621838,0.5983,0.5687,0.740740740740741,0.5636,0.4467,1.0,0.4161,toefl::taji1245->stan1293,19.0,-1.0968740933402727
toefl,tami1289,stan1293,24.0,1,Tamil,English,0.499433520603601,0.05,1.0,1.0,1.0,20.775375,0.4,0.3158,0.331470654019418,0.555389693317031,0.389374191696579,0.6,0.71,0.6448,0.7386,0.6854,0.201734292231991,0.5014,0.5687,0.67741935483871,0.5014,0.2677,0.8,0.6215,toefl::tami1289->stan1293,24.0,0.8923721437344581
toefl,tata1255,stan1293,20.0,1,Tatar,English,,0.0899999999999999,1.0,1.0,1.0,21.352331,0.2,0.1323,0.297617991286368,0.524142418360959,0.365759667896089,0.8,0.75,0.6459,0.7165,0.684,0.19635306312499,0.5983,0.805,0.742424242424242,0.5371,0.1864,1.0,0.4161,toefl::tata1255->stan1293,20.0,-0.6990248459253265
toefl,telu1262,stan1293,18.0,1,Telugu,English,0.500922933574655,0.2,1.0,1.0,1.0,18.909454,0.4,0.2989,0.340382626512569,0.581675050747111,0.302003200237568,0.5,0.74,0.621,0.7072,0.7149,0.195954732314238,0.4519,0.3498,0.695121951219512,0.4519,0.2677,1.0,0.5354,toefl::telu1262->stan1293,18.0,-1.494723340755219
toefl,thai1261,stan1293,20.0,1,Thai,English,0.477070830894603,0.0799999999999999,1.0,1.0,1.0,22.045734,0.5,0.3501,0.401293199502723,0.525538272812244,0.27239010150616,0.5,0.56,0.5967,0.6522,0.7977,0.181906480435776,0.4147,0.39,0.6,0.4147,0.427,1.0,0.6502,toefl::thai1261->stan1293,20.0,-0.6990248459253265
toefl,tibe1272,stan1293,22.0,1,Tibetan,English,,0.2,1.0,1.0,1.0,19.25976,0.4,0.2901,0.344916004660478,0.628490254498827,0.303590620717695,0.6,0.78,0.7036,0.7822,0.8094,0.224784028595606,0.5252,0.4477,0.64406779661017,0.5252,0.4601,0.75,0.4359,toefl::tibe1272->stan1293,22.0,0.09667364890456574
toefl,tigr1271,stan1293,22.0,1,Tigrinya,English,0.47951691707175,0.05,1.0,1.0,1.0,21.579094,0.3,0.2148,0.367011369771664,,0.387660283308763,0.6,0.72,0.6229,0.6798,0.6764,0.200162449452605,0.5229,0.5687,0.752941176470588,0.5229,0.409,1.0,0.5933,toefl::tigr1271->stan1293,22.0,0.09667364890456574
toefl,turk1304,stan1293,20.0,1,Turkmen,English,0.512135741602175,0.17,1.0,1.0,1.0,19.70973,0.2,0.1941,0.295661993719247,0.575804482562473,0.385595226287842,0.9,0.82,0.6576,0.7397,0.696,0.197852456713129,0.5983,0.805,0.666666666666667,0.517,0.1864,0.75,0.4161,toefl::turk1304->stan1293,20.0,-0.6990248459253265
toefl,twii1234,stan1293,22.0,1,Twi,English,,0.13,1.0,1.0,0.9687,21.902376,0.3,0.2039,0.39994415456284,,,0.8,0.75,0.6677,0.7406,0.7837,0.208313633529255,0.5983,0.5687,,0.4969,0.5096,0.666666666666667,0.1864,toefl::twii1234->stan1293,22.0,0.09667364890456574
toefl,uigh1240,stan1293,21.0,1,Uighur,English,0.480879362963882,0.06,1.0,1.0,1.0,20.49651,0.3,0.2253,0.355675291195266,,0.402541197263277,0.8,0.75,0.6973,0.779,0.7086,0.203849652144863,0.5983,0.8886,0.616666666666667,0.576,0.4407,0.8,0.4161,toefl::uigh1240->stan1293,21.0,-0.3011755985103804
toefl,ukra1253,stan1293,22.0,1,Ukrainian,English,0.477621018076474,0.0899999999999999,0.773809523809524,0.9,0.9047,19.646692,0.1,0.0762,0.285546705222599,0.463345730029665,0.1875,0.5,0.51,0.5559,0.5803,0.6774,0.151201428843757,0.4661,0.5687,0.673076923076923,0.4661,0.2677,0.75,0.3918,toefl::ukra1253->stan1293,22.0,0.09667364890456574
toefl,urdu1245,stan1293,23.0,1,Urdu,English,0.47094725485583,0.05,0.833333333333333,0.9,0.9196,19.911064,0.3,0.2475,0.306579826402752,,0.252525242892179,0.6,0.67,0.6267,0.6938,0.6962,0.18054719222332,0.4923,0.5687,0.723684210526316,0.4923,0.4601,0.75,0.4973,toefl::urdu1245->stan1293,23.0,0.4945228963195119
toefl,uzbe1247,stan1293,12.0,1,Uzbek,English,,,,1.0,1.0,21.890766,1.0,0.2081,0.30792316535256,,0.364274874600497,0.6,0.57,0.6679,0.7579,0.6969,0.211596989881741,0.5983,0.5687,,0.5491,0.3548,,0.3649,toefl::uzbe1247->stan1293,12.0,-3.881818825244896
