country,country_name,country_code,confounder,source,source_name,year,timing,region
Togo,Togo,TGO,adult_literacy,WDI,Togo,2019,latest_available_at_or_before_2019,
Spain,Spain,ESP,adult_literacy,WDI,Spain,2018,latest_available_at_or_before_2019,
India,India,IND,adult_literacy,WDI,India,2019,latest_available_at_or_before_2019,
Aruba,Aruba,ABW,adult_literacy,WDI,Aruba,2010,latest_available_at_or_before_2019,
Iceland,Iceland,ISL,adult_literacy,WDI,Iceland,,,
Switzerland,Switzerland,CHE,adult_literacy,WDI,Switzerland,,,
ElSalvador,El Salvador,SLV,adult_literacy,WDI,El Salvador,2019,latest_available_at_or_before_2019,
Somalia,Somalia,SOM,adult_literacy,WDI,"Somalia, Fed. Rep.",2019,latest_available_at_or_before_2019,
Tanzania,Tanzania,TZA,adult_literacy,WDI,Tanzania,2015,latest_available_at_or_before_2019,
Russia,Russia,RUS,adult_literacy,WDI,Russian Federation,2010,latest_available_at_or_before_2019,
Mozambique,Mozambique,MOZ,adult_literacy,WDI,Mozambique,2017,latest_available_at_or_before_2019,
China,China,CHN,adult_literacy,WDI,China,2010,latest_available_at_or_before_2019,
Sweden,Sweden,SWE,adult_literacy,WDI,Sweden,,,
Azerbaijan,Azerbaijan,AZE,adult_literacy,WDI,Azerbaijan,2019,latest_available_at_or_before_2019,
Armenia,Armenia,ARM,adult_literacy,WDI,Armenia,2019,latest_available_at_or_before_2019,
Georgia,Georgia,GEO,adult_literacy,WDI,Georgia,2019,latest_available_at_or_before_2019,
Ukraine,Ukraine,UKR,adult_literacy,WDI,Ukraine,2001,latest_available_at_or_before_2019,
Argentina,Argentina,ARG,adult_literacy,WDI,Argentina,2001,latest_available_at_or_before_2019,
Bangladesh,Bangladesh,BGD,adult_literacy,WDI,Bangladesh,2019,latest_available_at_or_before_2019,
Pakistan,Pakistan,PAK,adult_literacy,WDI,Pakistan,2019,latest_available_at_or_before_2019,
Indonesia,Indonesia,IDN,adult_literacy,WDI,Indonesia,2018,latest_available_at_or_before_2019,
BosniaandHerzegovina,Bosniaand Herzegovina,BIH,adult_literacy,WDI,Bosnia and Herzegovina,2013,latest_available_at_or_before_2019,
SerbiaandMontenegro,Serbiaand Montenegro,,adult_literacy,WDI,,,,
Slovenia,Slovenia,SVN,adult_literacy,WDI,Slovenia,1991,latest_available_at_or_before_2019,
Bulgaria,Bulgaria,BGR,adult_literacy,WDI,Bulgaria,2011,latest_available_at_or_before_2019,
Norway,Norway,NOR,adult_literacy,WDI,Norway,,,
Denmark,Denmark,DNK,adult_literacy,WDI,Denmark,,,
Belarus,Belarus,BLR,adult_literacy,WDI,Belarus,2019,latest_available_at_or_before_2019,
Finland,Finland,FIN,adult_literacy,WDI,Finland,,,
Vietnam,Vietnam,VNM,adult_literacy,WDI,Viet Nam,2019,latest_available_at_or_before_2019,
HongKong,Hong Kong,HKG,adult_literacy,WDI,"Hong Kong SAR, China",,,
Malaysia,Malaysia,MYS,adult_literacy,WDI,Malaysia,2019,latest_available_at_or_before_2019,
Taiwan,Taiwan,TWN,adult_literacy,WDI,,,,
Singapore,Singapore,SGP,adult_literacy,WDI,Singapore,2019,latest_available_at_or_before_2019,
Thailand,Thailand,THA,adult_literacy,WDI,Thailand,2019,latest_available_at_or_before_2019,
Croatia,Croatia,HRV,adult_literacy,WDI,Croatia,2001,latest_available_at_or_before_2019,
Romania,Romania,ROU,adult_literacy,WDI,Romania,2011,latest_available_at_or_before_2019,
Austria,Austria,AUT,adult_literacy,WDI,Austria,,,
Slovakia,Slovakia,SVK,adult_literacy,WDI,Slovak Republic,,,
Italy,Italy,ITA,adult_literacy,WDI,Italy,2019,latest_available_at_or_before_2019,
Philippines,Philippines,PHL,adult_literacy,WDI,Philippines,2019,latest_available_at_or_before_2019,
Chile,Chile,CHL,adult_literacy,WDI,Chile,2017,latest_available_at_or_before_2019,
Japan,Japan,JPN,adult_literacy,WDI,Japan,,,
NewZealand,New Zealand,NZL,adult_literacy,WDI,New Zealand,,,
Guyana,Guyana,GUY,adult_literacy,WDI,Guyana,2020,fallback_closest_after_2019,
Cuba,Cuba,CUB,adult_literacy,WDI,Cuba,2019,latest_available_at_or_before_2019,
Bolivia,Bolivia,BOL,adult_literacy,WDI,Bolivia,2015,latest_available_at_or_before_2019,
Nepal,Nepal,NPL,adult_literacy,WDI,Nepal,2019,latest_available_at_or_before_2019,
Venezuela,Venezuela,VEN,adult_literacy,WDI,"Venezuela, RB",2017,latest_available_at_or_before_2019,
Angola,Angola,AGO,adult_literacy,WDI,Angola,2015,latest_available_at_or_before_2019,
Ireland,Ireland,IRL,adult_literacy,WDI,Ireland,,,
Malta,Malta,MLT,adult_literacy,WDI,Malta,2011,latest_available_at_or_before_2019,
Poland,Poland,POL,adult_literacy,WDI,Poland,1978,latest_available_at_or_before_2019,
Brazil,Brazil,BRA,adult_literacy,WDI,Brazil,2019,latest_available_at_or_before_2019,
Guatemala,Guatemala,GTM,adult_literacy,WDI,Guatemala,2018,latest_available_at_or_before_2019,
SierraLeone,Sierra Leone,SLE,adult_literacy,WDI,Sierra Leone,2019,latest_available_at_or_before_2019,
Nicaragua,Nicaragua,NIC,adult_literacy,WDI,Nicaragua,2014,latest_available_at_or_before_2019,
Mexico,Mexico,MEX,adult_literacy,WDI,Mexico,2019,latest_available_at_or_before_2019,
Peru,Peru,PER,adult_literacy,WDI,Peru,2018,latest_available_at_or_before_2019,
Portugal,Portugal,PRT,adult_literacy,WDI,Portugal,2011,latest_available_at_or_before_2019,
Estonia,Estonia,EST,adult_literacy,WDI,Estonia,2011,latest_available_at_or_before_2019,
"Congo,DemocraticRepublicofthe","Congo, Democratic Republicofthe",COD,adult_literacy,WDI,"Congo, Dem. Rep.",2018,latest_available_at_or_before_2019,
Coted'Ivoire,Coted'Ivoire,CIV,adult_literacy,WDI,Cote d'Ivoire,2019,latest_available_at_or_before_2019,
Guinea,Guinea,GIN,adult_literacy,WDI,Guinea,2018,latest_available_at_or_before_2019,
Colombia,Colombia,COL,adult_literacy,WDI,Colombia,2019,latest_available_at_or_before_2019,
Kazakhstan,Kazakhstan,KAZ,adult_literacy,WDI,Kazakhstan,2009,latest_available_at_or_before_2019,
Uzbekistan,Uzbekistan,UZB,adult_literacy,WDI,Uzbekistan,2019,latest_available_at_or_before_2019,
CapeVerde,Cape Verde,CPV,adult_literacy,WDI,Cabo Verde,2015,latest_available_at_or_before_2019,
Hungary,Hungary,HUN,adult_literacy,WDI,Hungary,1980,latest_available_at_or_before_2019,
Latvia,Latvia,LVA,adult_literacy,WDI,Latvia,2011,latest_available_at_or_before_2019,
Lithuania,Lithuania,LTU,adult_literacy,WDI,Lithuania,2011,latest_available_at_or_before_2019,
Mongolia,Mongolia,MNG,adult_literacy,WDI,Mongolia,2019,latest_available_at_or_before_2019,
Moldova,Moldova,MDA,adult_literacy,WDI,Moldova,2014,latest_available_at_or_before_2019,
Ecuador,Ecuador,ECU,adult_literacy,WDI,Ecuador,2017,latest_available_at_or_before_2019,
DominicanRepublic,Dominican Republic,DOM,adult_literacy,WDI,Dominican Republic,2019,latest_available_at_or_before_2019,
Uruguay,Uruguay,URY,adult_literacy,WDI,Uruguay,2019,latest_available_at_or_before_2019,
CostaRica,Costa Rica,CRI,adult_literacy,WDI,Costa Rica,2011,latest_available_at_or_before_2019,
SouthAfrica,South Africa,ZAF,internet_use,WDI,South Africa,2019,latest_available_at_or_before_2019,
Sudan,Sudan,SDN,internet_use,WDI,Sudan,2017,latest_available_at_or_before_2019,
Afghanistan,Afghanistan,AFG,internet_use,WDI,Afghanistan,2019,latest_available_at_or_before_2019,
"Congo,Republic","Congo, Republic",COG,internet_use,WDI,"Congo, Rep.",2019,latest_available_at_or_before_2019,
Morocco,Morocco,MAR,internet_use,WDI,Morocco,2019,latest_available_at_or_before_2019,
Burundi,Burundi,BDI,internet_use,WDI,Burundi,2019,latest_available_at_or_before_2019,
Kenya,Kenya,KEN,internet_use,WDI,Kenya,2019,latest_available_at_or_before_2019,
CzechRepublic,Czech Republic,CZE,internet_use,WDI,Czechia,2019,latest_available_at_or_before_2019,
"Korea,South","Korea, South",KOR,internet_use,WDI,"Korea, Rep.",2019,latest_available_at_or_before_2019,
Cameroon,Cameroon,CMR,internet_use,WDI,Cameroon,2019,latest_available_at_or_before_2019,
Senegal,Senegal,SEN,internet_use,WDI,Senegal,2019,latest_available_at_or_before_2019,
Ghana,Ghana,GHA,internet_use,WDI,Ghana,2019,latest_available_at_or_before_2019,
Canada,Canada,CAN,internet_use,WDI,Canada,2019,latest_available_at_or_before_2019,
Turkey,Turkey,TUR,internet_use,WDI,Turkiye,2019,latest_available_at_or_before_2019,
Zimbabwe,Zimbabwe,ZWE,internet_use,WDI,Zimbabwe,2019,latest_available_at_or_before_2019,
Rwanda,Rwanda,RWA,internet_use,WDI,Rwanda,2019,latest_available_at_or_before_2019,
Netherlands,Netherlands,NLD,internet_use,WDI,Netherlands,2019,latest_available_at_or_before_2019,
Nigeria,Nigeria,NGA,internet_use,WDI,Nigeria,2019,latest_available_at_or_before_2019,
Albania,Albania,ALB,internet_use,WDI,Albania,2019,latest_available_at_or_before_2019,
Yugoslavia,Yugoslavia,,internet_use,WDI,,,,
France,France,FRA,internet_use,WDI,France,2019,latest_available_at_or_before_2019,
USSR,USSR,RUS,internet_use,WDI,Russian Federation,2019,latest_available_at_or_before_2019,
Australia,Australia,AUS,internet_use,WDI,Australia,2019,latest_available_at_or_before_2019,
Czechslowakia,Czechslowakia,,internet_use,WDI,,,,
UnitedKingdom,United Kingdom,GBR,internet_use,WDI,United Kingdom,2019,latest_available_at_or_before_2019,
Ethiopia,Ethiopia,ETH,internet_use,WDI,Ethiopia,2019,latest_available_at_or_before_2019,
Syria,Syria,SYR,internet_use,WDI,Syrian Arab Republic,2018,latest_available_at_or_before_2019,
Egypt,Egypt,EGY,internet_use,WDI,"Egypt, Arab Rep.",2019,latest_available_at_or_before_2019,
Eritrea,Eritrea,ERI,internet_use,WDI,Eritrea,2019,latest_available_at_or_before_2019,
Iran,Iran,IRN,internet_use,WDI,"Iran, Islamic Rep.",2019,latest_available_at_or_before_2019,
Algeria,Algeria,DZA,internet_use,WDI,Algeria,2019,latest_available_at_or_before_2019,
Lebanon,Lebanon,LBN,internet_use,WDI,Lebanon,2019,latest_available_at_or_before_2019,
Iraq,Iraq,IRQ,internet_use,WDI,Iraq,2019,latest_available_at_or_before_2019,
Libya,Libya,LBY,internet_use,WDI,Libya,2019,latest_available_at_or_before_2019,
UnitedStates,United States,USA,internet_use,WDI,United States,2019,latest_available_at_or_before_2019,
Israel,Israel,ISR,internet_use,WDI,Israel,2019,latest_available_at_or_before_2019,
Kuwait,Kuwait,KWT,internet_use,WDI,Kuwait,2019,latest_available_at_or_before_2019,
Tunisia,Tunisia,TUN,internet_use,WDI,Tunisia,2019,latest_available_at_or_before_2019,
SaudiArabia,Saudi Arabia,SAU,internet_use,WDI,Saudi Arabia,2019,latest_available_at_or_before_2019,
Greece,Greece,GRC,internet_use,WDI,Greece,2019,latest_available_at_or_before_2019,
Belgium,Belgium,BEL,internet_use,WDI,Belgium,2019,latest_available_at_or_before_2019,
Germany,Germany,DEU,internet_use,WDI,Germany,2019,latest_available_at_or_before_2019,
Togo,Togo,TGO,internet_use,WDI,Togo,2019,latest_available_at_or_before_2019,
Spain,Spain,ESP,internet_use,WDI,Spain,2019,latest_available_at_or_before_2019,
India,India,IND,internet_use,WDI,India,2019,latest_available_at_or_before_2019,
Aruba,Aruba,ABW,internet_use,WDI,Aruba,2017,latest_available_at_or_before_2019,
Iceland,Iceland,ISL,internet_use,WDI,Iceland,2019,latest_available_at_or_before_2019,
Switzerland,Switzerland,CHE,internet_use,WDI,Switzerland,2019,latest_available_at_or_before_2019,
ElSalvador,El Salvador,SLV,internet_use,WDI,El Salvador,2019,latest_available_at_or_before_2019,
Somalia,Somalia,SOM,internet_use,WDI,"Somalia, Fed. Rep.",2019,latest_available_at_or_before_2019,
Tanzania,Tanzania,TZA,internet_use,WDI,Tanzania,2019,latest_available_at_or_before_2019,
Russia,Russia,RUS,internet_use,WDI,Russian Federation,2019,latest_available_at_or_before_2019,
Mozambique,Mozambique,MOZ,internet_use,WDI,Mozambique,2019,latest_available_at_or_before_2019,
China,China,CHN,internet_use,WDI,China,2019,latest_available_at_or_before_2019,
Sweden,Sweden,SWE,internet_use,WDI,Sweden,2019,latest_available_at_or_before_2019,
Azerbaijan,Azerbaijan,AZE,internet_use,WDI,Azerbaijan,2019,latest_available_at_or_before_2019,
Armenia,Armenia,ARM,internet_use,WDI,Armenia,2019,latest_available_at_or_before_2019,
Georgia,Georgia,GEO,internet_use,WDI,Georgia,2019,latest_available_at_or_before_2019,
Ukraine,Ukraine,UKR,internet_use,WDI,Ukraine,2019,latest_available_at_or_before_2019,
Argentina,Argentina,ARG,internet_use,WDI,Argentina,2019,latest_available_at_or_before_2019,
Bangladesh,Bangladesh,BGD,internet_use,WDI,Bangladesh,2019,latest_available_at_or_before_2019,
Pakistan,Pakistan,PAK,internet_use,WDI,Pakistan,2019,latest_available_at_or_before_2019,
Indonesia,Indonesia,IDN,internet_use,WDI,Indonesia,2019,latest_available_at_or_before_2019,
BosniaandHerzegovina,Bosniaand Herzegovina,BIH,internet_use,WDI,Bosnia and Herzegovina,2019,latest_available_at_or_before_2019,
SerbiaandMontenegro,Serbiaand Montenegro,,internet_use,WDI,,,,
Slovenia,Slovenia,SVN,internet_use,WDI,Slovenia,2019,latest_available_at_or_before_2019,
Bulgaria,Bulgaria,BGR,internet_use,WDI,Bulgaria,2019,latest_available_at_or_before_2019,
Norway,Norway,NOR,internet_use,WDI,Norway,2019,latest_available_at_or_before_2019,
Denmark,Denmark,DNK,internet_use,WDI,Denmark,2019,latest_available_at_or_before_2019,
Belarus,Belarus,BLR,internet_use,WDI,Belarus,2019,latest_available_at_or_before_2019,
Finland,Finland,FIN,internet_use,WDI,Finland,2019,latest_available_at_or_before_2019,
Vietnam,Vietnam,VNM,internet_use,WDI,Viet Nam,2019,latest_available_at_or_before_2019,
HongKong,Hong Kong,HKG,internet_use,WDI,"Hong Kong SAR, China",2019,latest_available_at_or_before_2019,
Malaysia,Malaysia,MYS,internet_use,WDI,Malaysia,2019,latest_available_at_or_before_2019,
Taiwan,Taiwan,TWN,internet_use,WDI,,,,
Singapore,Singapore,SGP,internet_use,WDI,Singapore,2019,latest_available_at_or_before_2019,
Thailand,Thailand,THA,internet_use,WDI,Thailand,2019,latest_available_at_or_before_2019,
Croatia,Croatia,HRV,internet_use,WDI,Croatia,2019,latest_available_at_or_before_2019,
Romania,Romania,ROU,internet_use,WDI,Romania,2019,latest_available_at_or_before_2019,
Austria,Austria,AUT,internet_use,WDI,Austria,2019,latest_available_at_or_before_2019,
Slovakia,Slovakia,SVK,internet_use,WDI,Slovak Republic,2019,latest_available_at_or_before_2019,
Italy,Italy,ITA,internet_use,WDI,Italy,2019,latest_available_at_or_before_2019,
Philippines,Philippines,PHL,internet_use,WDI,Philippines,2019,latest_available_at_or_before_2019,
Chile,Chile,CHL,internet_use,WDI,Chile,2019,latest_available_at_or_before_2019,
Japan,Japan,JPN,internet_use,WDI,Japan,2019,latest_available_at_or_before_2019,
NewZealand,New Zealand,NZL,internet_use,WDI,New Zealand,2019,latest_available_at_or_before_2019,
Guyana,Guyana,GUY,internet_use,WDI,Guyana,2019,latest_available_at_or_before_2019,
Cuba,Cuba,CUB,internet_use,WDI,Cuba,2019,latest_available_at_or_before_2019,
Bolivia,Bolivia,BOL,internet_use,WDI,Bolivia,2019,latest_available_at_or_before_2019,
Nepal,Nepal,NPL,internet_use,WDI,Nepal,2019,latest_available_at_or_before_2019,
Venezuela,Venezuela,VEN,internet_use,WDI,"Venezuela, RB",2019,latest_available_at_or_before_2019,
Angola,Angola,AGO,internet_use,WDI,Angola,2019,latest_available_at_or_before_2019,
Ireland,Ireland,IRL,internet_use,WDI,Ireland,2019,latest_available_at_or_before_2019,
Malta,Malta,MLT,internet_use,WDI,Malta,2019,latest_available_at_or_before_2019,
Poland,Poland,POL,internet_use,WDI,Poland,2019,latest_available_at_or_before_2019,
Brazil,Brazil,BRA,internet_use,WDI,Brazil,2019,latest_available_at_or_before_2019,
Guatemala,Guatemala,GTM,internet_use,WDI,Guatemala,2019,latest_available_at_or_before_2019,
SierraLeone,Sierra Leone,SLE,internet_use,WDI,Sierra Leone,2019,latest_available_at_or_before_2019,
Nicaragua,Nicaragua,NIC,internet_use,WDI,Nicaragua,2019,latest_available_at_or_before_2019,
Mexico,Mexico,MEX,internet_use,WDI,Mexico,2019,latest_available_at_or_before_2019,
Peru,Peru,PER,internet_use,WDI,Peru,2019,latest_available_at_or_before_2019,
Portugal,Portugal,PRT,internet_use,WDI,Portugal,2019,latest_available_at_or_before_2019,
Estonia,Estonia,EST,internet_use,WDI,Estonia,2019,latest_available_at_or_before_2019,
"Congo,DemocraticRepublicofthe","Congo, Democratic Republicofthe",COD,internet_use,WDI,"Congo, Dem. Rep.",2019,latest_available_at_or_before_2019,
Coted'Ivoire,Coted'Ivoire,CIV,internet_use,WDI,Cote d'Ivoire,2019,latest_available_at_or_before_2019,
Guinea,Guinea,GIN,internet_use,WDI,Guinea,2019,latest_available_at_or_before_2019,
Colombia,Colombia,COL,internet_use,WDI,Colombia,2019,latest_available_at_or_before_2019,
Kazakhstan,Kazakhstan,KAZ,internet_use,WDI,Kazakhstan,2019,latest_available_at_or_before_2019,
Uzbekistan,Uzbekistan,UZB,internet_use,WDI,Uzbekistan,2019,latest_available_at_or_before_2019,
CapeVerde,Cape Verde,CPV,internet_use,WDI,Cabo Verde,2019,latest_available_at_or_before_2019,
Hungary,Hungary,HUN,internet_use,WDI,Hungary,2019,latest_available_at_or_before_2019,
Latvia,Latvia,LVA,internet_use,WDI,Latvia,2019,latest_available_at_or_before_2019,
Lithuania,Lithuania,LTU,internet_use,WDI,Lithuania,2019,latest_available_at_or_before_2019,
Mongolia,Mongolia,MNG,internet_use,WDI,Mongolia,2019,latest_available_at_or_before_2019,
Moldova,Moldova,MDA,internet_use,WDI,Moldova,2019,latest_available_at_or_before_2019,
Ecuador,Ecuador,ECU,internet_use,WDI,Ecuador,2019,latest_available_at_or_before_2019,
DominicanRepublic,Dominican Republic,DOM,internet_use,WDI,Dominican Republic,2019,latest_available_at_or_before_2019,
Uruguay,Uruguay,URY,internet_use,WDI,Uruguay,2019,latest_available_at_or_before_2019,
CostaRica,Costa Rica,CRI,internet_use,WDI,Costa Rica,2019,latest_available_at_or_before_2019,
SouthAfrica,South Africa,ZAF,education_expenditure,WDI,South Africa,2019,latest_available_at_or_before_2019,
Sudan,Sudan,SDN,education_expenditure,WDI,Sudan,2009,latest_available_at_or_before_2019,
Afghanistan,Afghanistan,AFG,education_expenditure,WDI,Afghanistan,2017,latest_available_at_or_before_2019,
"Congo,Republic","Congo, Republic",COG,education_expenditure,WDI,"Congo, Rep.",2019,latest_available_at_or_before_2019,
Morocco,Morocco,MAR,education_expenditure,WDI,Morocco,2019,latest_available_at_or_before_2019,
Burundi,Burundi,BDI,education_expenditure,WDI,Burundi,2019,latest_available_at_or_before_2019,
Kenya,Kenya,KEN,education_expenditure,WDI,Kenya,2019,latest_available_at_or_before_2019,
CzechRepublic,Czech Republic,CZE,education_expenditure,WDI,Czechia,2019,latest_available_at_or_before_2019,
"Korea,South","Korea, South",KOR,education_expenditure,WDI,"Korea, Rep.",2019,latest_available_at_or_before_2019,
Cameroon,Cameroon,CMR,education_expenditure,WDI,Cameroon,2019,latest_available_at_or_before_2019,
Senegal,Senegal,SEN,education_expenditure,WDI,Senegal,2019,latest_available_at_or_before_2019,
Ghana,Ghana,GHA,education_expenditure,WDI,Ghana,2019,latest_available_at_or_before_2019,
Canada,Canada,CAN,education_expenditure,WDI,Canada,2019,latest_available_at_or_before_2019,
Turkey,Turkey,TUR,education_expenditure,WDI,Turkiye,2019,latest_available_at_or_before_2019,
Zimbabwe,Zimbabwe,ZWE,education_expenditure,WDI,Zimbabwe,2014,latest_available_at_or_before_2019,
Rwanda,Rwanda,RWA,education_expenditure,WDI,Rwanda,2019,latest_available_at_or_before_2019,
Netherlands,Netherlands,NLD,education_expenditure,WDI,Netherlands,2019,latest_available_at_or_before_2019,
Nigeria,Nigeria,NGA,education_expenditure,WDI,Nigeria,2019,latest_available_at_or_before_2019,
Albania,Albania,ALB,education_expenditure,WDI,Albania,2019,latest_available_at_or_before_2019,
Yugoslavia,Yugoslavia,,education_expenditure,WDI,,,,
France,France,FRA,education_expenditure,WDI,France,2019,latest_available_at_or_before_2019,
USSR,USSR,RUS,education_expenditure,WDI,Russian Federation,2019,latest_available_at_or_before_2019,
Australia,Australia,AUS,education_expenditure,WDI,Australia,1994,latest_available_at_or_before_2019,
Czechslowakia,Czechslowakia,,education_expenditure,WDI,,,,
UnitedKingdom,United Kingdom,GBR,education_expenditure,WDI,United Kingdom,2019,latest_available_at_or_before_2019,
Ethiopia,Ethiopia,ETH,education_expenditure,WDI,Ethiopia,2019,latest_available_at_or_before_2019,
Syria,Syria,SYR,education_expenditure,WDI,Syrian Arab Republic,2009,latest_available_at_or_before_2019,
Egypt,Egypt,EGY,education_expenditure,WDI,"Egypt, Arab Rep.",2008,latest_available_at_or_before_2019,
Eritrea,Eritrea,ERI,education_expenditure,WDI,Eritrea,2006,latest_available_at_or_before_2019,
Iran,Iran,IRN,education_expenditure,WDI,"Iran, Islamic Rep.",2019,latest_available_at_or_before_2019,
Algeria,Algeria,DZA,education_expenditure,WDI,Algeria,2019,latest_available_at_or_before_2019,
Lebanon,Lebanon,LBN,education_expenditure,WDI,Lebanon,2019,latest_available_at_or_before_2019,
Iraq,Iraq,IRQ,education_expenditure,WDI,Iraq,1989,latest_available_at_or_before_2019,
Libya,Libya,LBY,education_expenditure,WDI,Libya,1999,latest_available_at_or_before_2019,
UnitedStates,United States,USA,education_expenditure,WDI,United States,2019,latest_available_at_or_before_2019,
Israel,Israel,ISR,education_expenditure,WDI,Israel,2019,latest_available_at_or_before_2019,
Kuwait,Kuwait,KWT,education_expenditure,WDI,Kuwait,2019,latest_available_at_or_before_2019,
Tunisia,Tunisia,TUN,education_expenditure,WDI,Tunisia,2019,latest_available_at_or_before_2019,
SaudiArabia,Saudi Arabia,SAU,education_expenditure,WDI,Saudi Arabia,2008,latest_available_at_or_before_2019,
Greece,Greece,GRC,education_expenditure,WDI,Greece,2019,latest_available_at_or_before_2019,
Belgium,Belgium,BEL,education_expenditure,WDI,Belgium,2019,latest_available_at_or_before_2019,
Germany,Germany,DEU,education_expenditure,WDI,Germany,2019,latest_available_at_or_before_2019,
Togo,Togo,TGO,education_expenditure,WDI,Togo,2019,latest_available_at_or_before_2019,
Spain,Spain,ESP,education_expenditure,WDI,Spain,2019,latest_available_at_or_before_2019,
India,India,IND,education_expenditure,WDI,India,2019,latest_available_at_or_before_2019,
Aruba,Aruba,ABW,education_expenditure,WDI,Aruba,2019,latest_available_at_or_before_2019,
Iceland,Iceland,ISL,education_expenditure,WDI,Iceland,2019,latest_available_at_or_before_2019,
Switzerland,Switzerland,CHE,education_expenditure,WDI,Switzerland,2019,latest_available_at_or_before_2019,
ElSalvador,El Salvador,SLV,education_expenditure,WDI,El Salvador,2019,latest_available_at_or_before_2019,
Somalia,Somalia,SOM,education_expenditure,WDI,"Somalia, Fed. Rep.",2019,latest_available_at_or_before_2019,
Tanzania,Tanzania,TZA,education_expenditure,WDI,Tanzania,2019,latest_available_at_or_before_2019,
Russia,Russia,RUS,education_expenditure,WDI,Russian Federation,2019,latest_available_at_or_before_2019,
Mozambique,Mozambique,MOZ,education_expenditure,WDI,Mozambique,2019,latest_available_at_or_before_2019,
China,China,CHN,education_expenditure,WDI,China,1999,latest_available_at_or_before_2019,
Sweden,Sweden,SWE,education_expenditure,WDI,Sweden,2019,latest_available_at_or_before_2019,
Azerbaijan,Azerbaijan,AZE,education_expenditure,WDI,Azerbaijan,2019,latest_available_at_or_before_2019,
Armenia,Armenia,ARM,education_expenditure,WDI,Armenia,2019,latest_available_at_or_before_2019,
Georgia,Georgia,GEO,education_expenditure,WDI,Georgia,2019,latest_available_at_or_before_2019,
Ukraine,Ukraine,UKR,education_expenditure,WDI,Ukraine,2019,latest_available_at_or_before_2019,
Argentina,Argentina,ARG,education_expenditure,WDI,Argentina,2019,latest_available_at_or_before_2019,
Bangladesh,Bangladesh,BGD,education_expenditure,WDI,Bangladesh,2019,latest_available_at_or_before_2019,
Pakistan,Pakistan,PAK,education_expenditure,WDI,Pakistan,2019,latest_available_at_or_before_2019,
Indonesia,Indonesia,IDN,education_expenditure,WDI,Indonesia,2019,latest_available_at_or_before_2019,
BosniaandHerzegovina,Bosniaand Herzegovina,BIH,education_expenditure,WDI,Bosnia and Herzegovina,2019,latest_available_at_or_before_2019,
SerbiaandMontenegro,Serbiaand Montenegro,,education_expenditure,WDI,,,,
Slovenia,Slovenia,SVN,education_expenditure,WDI,Slovenia,2019,latest_available_at_or_before_2019,
Bulgaria,Bulgaria,BGR,education_expenditure,WDI,Bulgaria,2019,latest_available_at_or_before_2019,
Norway,Norway,NOR,education_expenditure,WDI,Norway,2019,latest_available_at_or_before_2019,
Denmark,Denmark,DNK,education_expenditure,WDI,Denmark,2019,latest_available_at_or_before_2019,
Belarus,Belarus,BLR,education_expenditure,WDI,Belarus,2019,latest_available_at_or_before_2019,
Finland,Finland,FIN,education_expenditure,WDI,Finland,2019,latest_available_at_or_before_2019,
Vietnam,Vietnam,VNM,education_expenditure,WDI,Viet Nam,2019,latest_available_at_or_before_2019,
HongKong,Hong Kong,HKG,education_expenditure,WDI,"Hong Kong SAR, China",2019,latest_available_at_or_before_2019,
Malaysia,Malaysia,MYS,education_expenditure,WDI,Malaysia,2019,latest_available_at_or_before_2019,
Taiwan,Taiwan,TWN,education_expenditure,WDI,,,,
Singapore,Singapore,SGP,education_expenditure,WDI,Singapore,2019,latest_available_at_or_before_2019,
Thailand,Thailand,THA,education_expenditure,WDI,Thailand,2019,latest_available_at_or_before_2019,
Croatia,Croatia,HRV,education_expenditure,WDI,Croatia,2019,latest_available_at_or_before_2019,
Romania,Romania,ROU,education_expenditure,WDI,Romania,2019,latest_available_at_or_before_2019,
Austria,Austria,AUT,education_expenditure,WDI,Austria,2019,latest_available_at_or_before_2019,
Slovakia,Slovakia,SVK,education_expenditure,WDI,Slovak Republic,2019,latest_available_at_or_before_2019,
Italy,Italy,ITA,education_expenditure,WDI,Italy,2019,latest_available_at_or_before_2019,
Philippines,Philippines,PHL,education_expenditure,WDI,Philippines,2019,latest_available_at_or_before_2019,
Chile,Chile,CHL,education_expenditure,WDI,Chile,2019,latest_available_at_or_before_2019,
Japan,Japan,JPN,education_expenditure,WDI,Japan,2019,latest_available_at_or_before_2019,
NewZealand,New Zealand,NZL,education_expenditure,WDI,New Zealand,2019,latest_available_at_or_before_2019,
Guyana,Guyana,GUY,education_expenditure,WDI,Guyana,2018,latest_available_at_or_before_2019,
Cuba,Cuba,CUB,education_expenditure,WDI,Cuba,2019,latest_available_at_or_before_2019,
Bolivia,Bolivia,BOL,education_expenditure,WDI,Bolivia,2019,latest_available_at_or_before_2019,
Nepal,Nepal,NPL,education_expenditure,WDI,Nepal,2019,latest_available_at_or_before_2019,
Venezuela,Venezuela,VEN,education_expenditure,WDI,"Venezuela, RB",2009,latest_available_at_or_before_2019,
Angola,Angola,AGO,education_expenditure,WDI,Angola,2019,latest_available_at_or_before_2019,
Ireland,Ireland,IRL,education_expenditure,WDI,Ireland,2019,latest_available_at_or_before_2019,
Malta,Malta,MLT,education_expenditure,WDI,Malta,2019,latest_available_at_or_before_2019,
Poland,Poland,POL,education_expenditure,WDI,Poland,2019,latest_available_at_or_before_2019,
