country,country_name,country_code,confounder,source,source_name,year,timing,region
CostaRica,Costa Rica,CRI,female_tertiary_enrolment,WDI,Costa Rica,2019,latest_available_at_or_before_2019,
SouthAfrica,South Africa,ZAF,male_tertiary_enrolment,WDI,South Africa,2019,latest_available_at_or_before_2019,
Sudan,Sudan,SDN,male_tertiary_enrolment,WDI,Sudan,2015,latest_available_at_or_before_2019,
Afghanistan,Afghanistan,AFG,male_tertiary_enrolment,WDI,Afghanistan,2018,latest_available_at_or_before_2019,
"Congo,Republic","Congo, Republic",COG,male_tertiary_enrolment,WDI,"Congo, Rep.",2017,latest_available_at_or_before_2019,
Morocco,Morocco,MAR,male_tertiary_enrolment,WDI,Morocco,2019,latest_available_at_or_before_2019,
Burundi,Burundi,BDI,male_tertiary_enrolment,WDI,Burundi,2018,latest_available_at_or_before_2019,
Kenya,Kenya,KEN,male_tertiary_enrolment,WDI,Kenya,2017,latest_available_at_or_before_2019,
CzechRepublic,Czech Republic,CZE,male_tertiary_enrolment,WDI,Czechia,2019,latest_available_at_or_before_2019,
"Korea,South","Korea, South",KOR,male_tertiary_enrolment,WDI,"Korea, Rep.",2019,latest_available_at_or_before_2019,
Cameroon,Cameroon,CMR,male_tertiary_enrolment,WDI,Cameroon,2019,latest_available_at_or_before_2019,
Senegal,Senegal,SEN,male_tertiary_enrolment,WDI,Senegal,2019,latest_available_at_or_before_2019,
Ghana,Ghana,GHA,male_tertiary_enrolment,WDI,Ghana,2019,latest_available_at_or_before_2019,
Canada,Canada,CAN,male_tertiary_enrolment,WDI,Canada,2019,latest_available_at_or_before_2019,
Turkey,Turkey,TUR,male_tertiary_enrolment,WDI,Turkiye,2019,latest_available_at_or_before_2019,
Zimbabwe,Zimbabwe,ZWE,male_tertiary_enrolment,WDI,Zimbabwe,2015,latest_available_at_or_before_2019,
Rwanda,Rwanda,RWA,male_tertiary_enrolment,WDI,Rwanda,2019,latest_available_at_or_before_2019,
Netherlands,Netherlands,NLD,male_tertiary_enrolment,WDI,Netherlands,2018,latest_available_at_or_before_2019,
Nigeria,Nigeria,NGA,male_tertiary_enrolment,WDI,Nigeria,2011,latest_available_at_or_before_2019,
Albania,Albania,ALB,male_tertiary_enrolment,WDI,Albania,2019,latest_available_at_or_before_2019,
Yugoslavia,Yugoslavia,,male_tertiary_enrolment,WDI,,,,
France,France,FRA,male_tertiary_enrolment,WDI,France,2019,latest_available_at_or_before_2019,
USSR,USSR,RUS,male_tertiary_enrolment,WDI,Russian Federation,2019,latest_available_at_or_before_2019,
Australia,Australia,AUS,male_tertiary_enrolment,WDI,Australia,2019,latest_available_at_or_before_2019,
Czechslowakia,Czechslowakia,,male_tertiary_enrolment,WDI,,,,
UnitedKingdom,United Kingdom,GBR,male_tertiary_enrolment,WDI,United Kingdom,2019,latest_available_at_or_before_2019,
Ethiopia,Ethiopia,ETH,male_tertiary_enrolment,WDI,Ethiopia,2014,latest_available_at_or_before_2019,
Syria,Syria,SYR,male_tertiary_enrolment,WDI,Syrian Arab Republic,2016,latest_available_at_or_before_2019,
Egypt,Egypt,EGY,male_tertiary_enrolment,WDI,"Egypt, Arab Rep.",2019,latest_available_at_or_before_2019,
Eritrea,Eritrea,ERI,male_tertiary_enrolment,WDI,Eritrea,2016,latest_available_at_or_before_2019,
Iran,Iran,IRN,male_tertiary_enrolment,WDI,"Iran, Islamic Rep.",2019,latest_available_at_or_before_2019,
Algeria,Algeria,DZA,male_tertiary_enrolment,WDI,Algeria,2019,latest_available_at_or_before_2019,
Lebanon,Lebanon,LBN,male_tertiary_enrolment,WDI,Lebanon,2019,latest_available_at_or_before_2019,
Iraq,Iraq,IRQ,male_tertiary_enrolment,WDI,Iraq,2005,latest_available_at_or_before_2019,
Libya,Libya,LBY,male_tertiary_enrolment,WDI,Libya,2003,latest_available_at_or_before_2019,
UnitedStates,United States,USA,male_tertiary_enrolment,WDI,United States,2019,latest_available_at_or_before_2019,
Israel,Israel,ISR,male_tertiary_enrolment,WDI,Israel,2019,latest_available_at_or_before_2019,
Kuwait,Kuwait,KWT,male_tertiary_enrolment,WDI,Kuwait,2019,latest_available_at_or_before_2019,
Tunisia,Tunisia,TUN,male_tertiary_enrolment,WDI,Tunisia,2019,latest_available_at_or_before_2019,
SaudiArabia,Saudi Arabia,SAU,male_tertiary_enrolment,WDI,Saudi Arabia,2019,latest_available_at_or_before_2019,
Greece,Greece,GRC,male_tertiary_enrolment,WDI,Greece,2019,latest_available_at_or_before_2019,
Belgium,Belgium,BEL,male_tertiary_enrolment,WDI,Belgium,2019,latest_available_at_or_before_2019,
Germany,Germany,DEU,male_tertiary_enrolment,WDI,Germany,2019,latest_available_at_or_before_2019,
Togo,Togo,TGO,male_tertiary_enrolment,WDI,Togo,2019,latest_available_at_or_before_2019,
Spain,Spain,ESP,male_tertiary_enrolment,WDI,Spain,2019,latest_available_at_or_before_2019,
India,India,IND,male_tertiary_enrolment,WDI,India,2019,latest_available_at_or_before_2019,
Aruba,Aruba,ABW,male_tertiary_enrolment,WDI,Aruba,2016,latest_available_at_or_before_2019,
Iceland,Iceland,ISL,male_tertiary_enrolment,WDI,Iceland,2019,latest_available_at_or_before_2019,
Switzerland,Switzerland,CHE,male_tertiary_enrolment,WDI,Switzerland,2019,latest_available_at_or_before_2019,
ElSalvador,El Salvador,SLV,male_tertiary_enrolment,WDI,El Salvador,2019,latest_available_at_or_before_2019,
Somalia,Somalia,SOM,male_tertiary_enrolment,WDI,"Somalia, Fed. Rep.",1987,latest_available_at_or_before_2019,
Tanzania,Tanzania,TZA,male_tertiary_enrolment,WDI,Tanzania,2019,latest_available_at_or_before_2019,
Russia,Russia,RUS,male_tertiary_enrolment,WDI,Russian Federation,2019,latest_available_at_or_before_2019,
Mozambique,Mozambique,MOZ,male_tertiary_enrolment,WDI,Mozambique,2018,latest_available_at_or_before_2019,
China,China,CHN,male_tertiary_enrolment,WDI,China,2019,latest_available_at_or_before_2019,
Sweden,Sweden,SWE,male_tertiary_enrolment,WDI,Sweden,2019,latest_available_at_or_before_2019,
Azerbaijan,Azerbaijan,AZE,male_tertiary_enrolment,WDI,Azerbaijan,2019,latest_available_at_or_before_2019,
Armenia,Armenia,ARM,male_tertiary_enrolment,WDI,Armenia,2019,latest_available_at_or_before_2019,
Georgia,Georgia,GEO,male_tertiary_enrolment,WDI,Georgia,2019,latest_available_at_or_before_2019,
Ukraine,Ukraine,UKR,male_tertiary_enrolment,WDI,Ukraine,2019,latest_available_at_or_before_2019,
Argentina,Argentina,ARG,male_tertiary_enrolment,WDI,Argentina,2019,latest_available_at_or_before_2019,
Bangladesh,Bangladesh,BGD,male_tertiary_enrolment,WDI,Bangladesh,2019,latest_available_at_or_before_2019,
Pakistan,Pakistan,PAK,male_tertiary_enrolment,WDI,Pakistan,2019,latest_available_at_or_before_2019,
Indonesia,Indonesia,IDN,male_tertiary_enrolment,WDI,Indonesia,2019,latest_available_at_or_before_2019,
BosniaandHerzegovina,Bosniaand Herzegovina,BIH,male_tertiary_enrolment,WDI,Bosnia and Herzegovina,2019,latest_available_at_or_before_2019,
SerbiaandMontenegro,Serbiaand Montenegro,,male_tertiary_enrolment,WDI,,,,
Slovenia,Slovenia,SVN,male_tertiary_enrolment,WDI,Slovenia,2019,latest_available_at_or_before_2019,
Bulgaria,Bulgaria,BGR,male_tertiary_enrolment,WDI,Bulgaria,2019,latest_available_at_or_before_2019,
Norway,Norway,NOR,male_tertiary_enrolment,WDI,Norway,2019,latest_available_at_or_before_2019,
Denmark,Denmark,DNK,male_tertiary_enrolment,WDI,Denmark,2019,latest_available_at_or_before_2019,
Belarus,Belarus,BLR,male_tertiary_enrolment,WDI,Belarus,2019,latest_available_at_or_before_2019,
Finland,Finland,FIN,male_tertiary_enrolment,WDI,Finland,2019,latest_available_at_or_before_2019,
Vietnam,Vietnam,VNM,male_tertiary_enrolment,WDI,Viet Nam,2017,latest_available_at_or_before_2019,
HongKong,Hong Kong,HKG,male_tertiary_enrolment,WDI,"Hong Kong SAR, China",2019,latest_available_at_or_before_2019,
Malaysia,Malaysia,MYS,male_tertiary_enrolment,WDI,Malaysia,2019,latest_available_at_or_before_2019,
Taiwan,Taiwan,TWN,male_tertiary_enrolment,WDI,,,,
Singapore,Singapore,SGP,male_tertiary_enrolment,WDI,Singapore,2019,latest_available_at_or_before_2019,
Thailand,Thailand,THA,male_tertiary_enrolment,WDI,Thailand,2019,latest_available_at_or_before_2019,
Croatia,Croatia,HRV,male_tertiary_enrolment,WDI,Croatia,2019,latest_available_at_or_before_2019,
Romania,Romania,ROU,male_tertiary_enrolment,WDI,Romania,2019,latest_available_at_or_before_2019,
Austria,Austria,AUT,male_tertiary_enrolment,WDI,Austria,2019,latest_available_at_or_before_2019,
Slovakia,Slovakia,SVK,male_tertiary_enrolment,WDI,Slovak Republic,2019,latest_available_at_or_before_2019,
Italy,Italy,ITA,male_tertiary_enrolment,WDI,Italy,2019,latest_available_at_or_before_2019,
Philippines,Philippines,PHL,male_tertiary_enrolment,WDI,Philippines,2019,latest_available_at_or_before_2019,
Chile,Chile,CHL,male_tertiary_enrolment,WDI,Chile,2019,latest_available_at_or_before_2019,
Japan,Japan,JPN,male_tertiary_enrolment,WDI,Japan,2019,latest_available_at_or_before_2019,
NewZealand,New Zealand,NZL,male_tertiary_enrolment,WDI,New Zealand,2019,latest_available_at_or_before_2019,
Guyana,Guyana,GUY,male_tertiary_enrolment,WDI,Guyana,2012,latest_available_at_or_before_2019,
Cuba,Cuba,CUB,male_tertiary_enrolment,WDI,Cuba,2019,latest_available_at_or_before_2019,
Bolivia,Bolivia,BOL,male_tertiary_enrolment,WDI,Bolivia,,,
Nepal,Nepal,NPL,male_tertiary_enrolment,WDI,Nepal,2019,latest_available_at_or_before_2019,
Venezuela,Venezuela,VEN,male_tertiary_enrolment,WDI,"Venezuela, RB",2008,latest_available_at_or_before_2019,
Angola,Angola,AGO,male_tertiary_enrolment,WDI,Angola,2016,latest_available_at_or_before_2019,
Ireland,Ireland,IRL,male_tertiary_enrolment,WDI,Ireland,2019,latest_available_at_or_before_2019,
Malta,Malta,MLT,male_tertiary_enrolment,WDI,Malta,2019,latest_available_at_or_before_2019,
Poland,Poland,POL,male_tertiary_enrolment,WDI,Poland,2019,latest_available_at_or_before_2019,
Brazil,Brazil,BRA,male_tertiary_enrolment,WDI,Brazil,2019,latest_available_at_or_before_2019,
Guatemala,Guatemala,GTM,male_tertiary_enrolment,WDI,Guatemala,2019,latest_available_at_or_before_2019,
SierraLeone,Sierra Leone,SLE,male_tertiary_enrolment,WDI,Sierra Leone,2002,latest_available_at_or_before_2019,
Nicaragua,Nicaragua,NIC,male_tertiary_enrolment,WDI,Nicaragua,2002,latest_available_at_or_before_2019,
Mexico,Mexico,MEX,male_tertiary_enrolment,WDI,Mexico,2019,latest_available_at_or_before_2019,
Peru,Peru,PER,male_tertiary_enrolment,WDI,Peru,2017,latest_available_at_or_before_2019,
Portugal,Portugal,PRT,male_tertiary_enrolment,WDI,Portugal,2019,latest_available_at_or_before_2019,
Estonia,Estonia,EST,male_tertiary_enrolment,WDI,Estonia,2019,latest_available_at_or_before_2019,
"Congo,DemocraticRepublicofthe","Congo, Democratic Republicofthe",COD,male_tertiary_enrolment,WDI,"Congo, Dem. Rep.",2016,latest_available_at_or_before_2019,
Coted'Ivoire,Coted'Ivoire,CIV,male_tertiary_enrolment,WDI,Cote d'Ivoire,2019,latest_available_at_or_before_2019,
Guinea,Guinea,GIN,male_tertiary_enrolment,WDI,Guinea,2014,latest_available_at_or_before_2019,
Colombia,Colombia,COL,male_tertiary_enrolment,WDI,Colombia,2019,latest_available_at_or_before_2019,
Kazakhstan,Kazakhstan,KAZ,male_tertiary_enrolment,WDI,Kazakhstan,2019,latest_available_at_or_before_2019,
Uzbekistan,Uzbekistan,UZB,male_tertiary_enrolment,WDI,Uzbekistan,2019,latest_available_at_or_before_2019,
CapeVerde,Cape Verde,CPV,male_tertiary_enrolment,WDI,Cabo Verde,2018,latest_available_at_or_before_2019,
Hungary,Hungary,HUN,male_tertiary_enrolment,WDI,Hungary,2019,latest_available_at_or_before_2019,
Latvia,Latvia,LVA,male_tertiary_enrolment,WDI,Latvia,2019,latest_available_at_or_before_2019,
Lithuania,Lithuania,LTU,male_tertiary_enrolment,WDI,Lithuania,2019,latest_available_at_or_before_2019,
Mongolia,Mongolia,MNG,male_tertiary_enrolment,WDI,Mongolia,2019,latest_available_at_or_before_2019,
Moldova,Moldova,MDA,male_tertiary_enrolment,WDI,Moldova,2019,latest_available_at_or_before_2019,
Ecuador,Ecuador,ECU,male_tertiary_enrolment,WDI,Ecuador,2019,latest_available_at_or_before_2019,
DominicanRepublic,Dominican Republic,DOM,male_tertiary_enrolment,WDI,Dominican Republic,2017,latest_available_at_or_before_2019,
Uruguay,Uruguay,URY,male_tertiary_enrolment,WDI,Uruguay,2006,latest_available_at_or_before_2019,
CostaRica,Costa Rica,CRI,male_tertiary_enrolment,WDI,Costa Rica,2019,latest_available_at_or_before_2019,
SouthAfrica,South Africa,ZAF,urban_population,WDI,South Africa,2019,latest_available_at_or_before_2019,
Sudan,Sudan,SDN,urban_population,WDI,Sudan,2019,latest_available_at_or_before_2019,
Afghanistan,Afghanistan,AFG,urban_population,WDI,Afghanistan,2019,latest_available_at_or_before_2019,
"Congo,Republic","Congo, Republic",COG,urban_population,WDI,"Congo, Rep.",2019,latest_available_at_or_before_2019,
Morocco,Morocco,MAR,urban_population,WDI,Morocco,2019,latest_available_at_or_before_2019,
Burundi,Burundi,BDI,urban_population,WDI,Burundi,2019,latest_available_at_or_before_2019,
Kenya,Kenya,KEN,urban_population,WDI,Kenya,2019,latest_available_at_or_before_2019,
CzechRepublic,Czech Republic,CZE,urban_population,WDI,Czechia,2019,latest_available_at_or_before_2019,
"Korea,South","Korea, South",KOR,urban_population,WDI,"Korea, Rep.",2019,latest_available_at_or_before_2019,
Cameroon,Cameroon,CMR,urban_population,WDI,Cameroon,2019,latest_available_at_or_before_2019,
Senegal,Senegal,SEN,urban_population,WDI,Senegal,2019,latest_available_at_or_before_2019,
Ghana,Ghana,GHA,urban_population,WDI,Ghana,2019,latest_available_at_or_before_2019,
Canada,Canada,CAN,urban_population,WDI,Canada,2019,latest_available_at_or_before_2019,
Turkey,Turkey,TUR,urban_population,WDI,Turkiye,2019,latest_available_at_or_before_2019,
Zimbabwe,Zimbabwe,ZWE,urban_population,WDI,Zimbabwe,2019,latest_available_at_or_before_2019,
Rwanda,Rwanda,RWA,urban_population,WDI,Rwanda,2019,latest_available_at_or_before_2019,
Netherlands,Netherlands,NLD,urban_population,WDI,Netherlands,2019,latest_available_at_or_before_2019,
Nigeria,Nigeria,NGA,urban_population,WDI,Nigeria,2019,latest_available_at_or_before_2019,
Albania,Albania,ALB,urban_population,WDI,Albania,2019,latest_available_at_or_before_2019,
Yugoslavia,Yugoslavia,,urban_population,WDI,,,,
France,France,FRA,urban_population,WDI,France,2019,latest_available_at_or_before_2019,
USSR,USSR,RUS,urban_population,WDI,Russian Federation,2019,latest_available_at_or_before_2019,
Australia,Australia,AUS,urban_population,WDI,Australia,2019,latest_available_at_or_before_2019,
Czechslowakia,Czechslowakia,,urban_population,WDI,,,,
UnitedKingdom,United Kingdom,GBR,urban_population,WDI,United Kingdom,2019,latest_available_at_or_before_2019,
Ethiopia,Ethiopia,ETH,urban_population,WDI,Ethiopia,2019,latest_available_at_or_before_2019,
Syria,Syria,SYR,urban_population,WDI,Syrian Arab Republic,2019,latest_available_at_or_before_2019,
Egypt,Egypt,EGY,urban_population,WDI,"Egypt, Arab Rep.",2019,latest_available_at_or_before_2019,
Eritrea,Eritrea,ERI,urban_population,WDI,Eritrea,2019,latest_available_at_or_before_2019,
Iran,Iran,IRN,urban_population,WDI,"Iran, Islamic Rep.",2019,latest_available_at_or_before_2019,
Algeria,Algeria,DZA,urban_population,WDI,Algeria,2019,latest_available_at_or_before_2019,
Lebanon,Lebanon,LBN,urban_population,WDI,Lebanon,2019,latest_available_at_or_before_2019,
Iraq,Iraq,IRQ,urban_population,WDI,Iraq,2019,latest_available_at_or_before_2019,
Libya,Libya,LBY,urban_population,WDI,Libya,2019,latest_available_at_or_before_2019,
UnitedStates,United States,USA,urban_population,WDI,United States,2019,latest_available_at_or_before_2019,
Israel,Israel,ISR,urban_population,WDI,Israel,2019,latest_available_at_or_before_2019,
Kuwait,Kuwait,KWT,urban_population,WDI,Kuwait,2019,latest_available_at_or_before_2019,
Tunisia,Tunisia,TUN,urban_population,WDI,Tunisia,2019,latest_available_at_or_before_2019,
SaudiArabia,Saudi Arabia,SAU,urban_population,WDI,Saudi Arabia,2019,latest_available_at_or_before_2019,
Greece,Greece,GRC,urban_population,WDI,Greece,2019,latest_available_at_or_before_2019,
Belgium,Belgium,BEL,urban_population,WDI,Belgium,2019,latest_available_at_or_before_2019,
Germany,Germany,DEU,urban_population,WDI,Germany,2019,latest_available_at_or_before_2019,
Togo,Togo,TGO,urban_population,WDI,Togo,2019,latest_available_at_or_before_2019,
Spain,Spain,ESP,urban_population,WDI,Spain,2019,latest_available_at_or_before_2019,
India,India,IND,urban_population,WDI,India,2019,latest_available_at_or_before_2019,
Aruba,Aruba,ABW,urban_population,WDI,Aruba,2019,latest_available_at_or_before_2019,
Iceland,Iceland,ISL,urban_population,WDI,Iceland,2019,latest_available_at_or_before_2019,
Switzerland,Switzerland,CHE,urban_population,WDI,Switzerland,2019,latest_available_at_or_before_2019,
ElSalvador,El Salvador,SLV,urban_population,WDI,El Salvador,2019,latest_available_at_or_before_2019,
Somalia,Somalia,SOM,urban_population,WDI,"Somalia, Fed. Rep.",2019,latest_available_at_or_before_2019,
Tanzania,Tanzania,TZA,urban_population,WDI,Tanzania,2019,latest_available_at_or_before_2019,
Russia,Russia,RUS,urban_population,WDI,Russian Federation,2019,latest_available_at_or_before_2019,
Mozambique,Mozambique,MOZ,urban_population,WDI,Mozambique,2019,latest_available_at_or_before_2019,
China,China,CHN,urban_population,WDI,China,2019,latest_available_at_or_before_2019,
Sweden,Sweden,SWE,urban_population,WDI,Sweden,2019,latest_available_at_or_before_2019,
Azerbaijan,Azerbaijan,AZE,urban_population,WDI,Azerbaijan,2019,latest_available_at_or_before_2019,
Armenia,Armenia,ARM,urban_population,WDI,Armenia,2019,latest_available_at_or_before_2019,
Georgia,Georgia,GEO,urban_population,WDI,Georgia,2019,latest_available_at_or_before_2019,
Ukraine,Ukraine,UKR,urban_population,WDI,Ukraine,2019,latest_available_at_or_before_2019,
Argentina,Argentina,ARG,urban_population,WDI,Argentina,2019,latest_available_at_or_before_2019,
Bangladesh,Bangladesh,BGD,urban_population,WDI,Bangladesh,2019,latest_available_at_or_before_2019,
Pakistan,Pakistan,PAK,urban_population,WDI,Pakistan,2019,latest_available_at_or_before_2019,
Indonesia,Indonesia,IDN,urban_population,WDI,Indonesia,2019,latest_available_at_or_before_2019,
BosniaandHerzegovina,Bosniaand Herzegovina,BIH,urban_population,WDI,Bosnia and Herzegovina,2019,latest_available_at_or_before_2019,
SerbiaandMontenegro,Serbiaand Montenegro,,urban_population,WDI,,,,
Slovenia,Slovenia,SVN,urban_population,WDI,Slovenia,2019,latest_available_at_or_before_2019,
Bulgaria,Bulgaria,BGR,urban_population,WDI,Bulgaria,2019,latest_available_at_or_before_2019,
Norway,Norway,NOR,urban_population,WDI,Norway,2019,latest_available_at_or_before_2019,
Denmark,Denmark,DNK,urban_population,WDI,Denmark,2019,latest_available_at_or_before_2019,
Belarus,Belarus,BLR,urban_population,WDI,Belarus,2019,latest_available_at_or_before_2019,
Finland,Finland,FIN,urban_population,WDI,Finland,2019,latest_available_at_or_before_2019,
Vietnam,Vietnam,VNM,urban_population,WDI,Viet Nam,2019,latest_available_at_or_before_2019,
HongKong,Hong Kong,HKG,urban_population,WDI,"Hong Kong SAR, China",2019,latest_available_at_or_before_2019,
Malaysia,Malaysia,MYS,urban_population,WDI,Malaysia,2019,latest_available_at_or_before_2019,
Taiwan,Taiwan,TWN,urban_population,WDI,,,,
Singapore,Singapore,SGP,urban_population,WDI,Singapore,2019,latest_available_at_or_before_2019,
Thailand,Thailand,THA,urban_population,WDI,Thailand,2019,latest_available_at_or_before_2019,
Croatia,Croatia,HRV,urban_population,WDI,Croatia,2019,latest_available_at_or_before_2019,
Romania,Romania,ROU,urban_population,WDI,Romania,2019,latest_available_at_or_before_2019,
Austria,Austria,AUT,urban_population,WDI,Austria,2019,latest_available_at_or_before_2019,
Slovakia,Slovakia,SVK,urban_population,WDI,Slovak Republic,2019,latest_available_at_or_before_2019,
Italy,Italy,ITA,urban_population,WDI,Italy,2019,latest_available_at_or_before_2019,
Philippines,Philippines,PHL,urban_population,WDI,Philippines,2019,latest_available_at_or_before_2019,
Chile,Chile,CHL,urban_population,WDI,Chile,2019,latest_available_at_or_before_2019,
Japan,Japan,JPN,urban_population,WDI,Japan,2019,latest_available_at_or_before_2019,
NewZealand,New Zealand,NZL,urban_population,WDI,New Zealand,2019,latest_available_at_or_before_2019,
Guyana,Guyana,GUY,urban_population,WDI,Guyana,2019,latest_available_at_or_before_2019,
Cuba,Cuba,CUB,urban_population,WDI,Cuba,2019,latest_available_at_or_before_2019,
Bolivia,Bolivia,BOL,urban_population,WDI,Bolivia,2019,latest_available_at_or_before_2019,
Nepal,Nepal,NPL,urban_population,WDI,Nepal,2019,latest_available_at_or_before_2019,
Venezuela,Venezuela,VEN,urban_population,WDI,"Venezuela, RB",2019,latest_available_at_or_before_2019,
Angola,Angola,AGO,urban_population,WDI,Angola,2019,latest_available_at_or_before_2019,
Ireland,Ireland,IRL,urban_population,WDI,Ireland,2019,latest_available_at_or_before_2019,
Malta,Malta,MLT,urban_population,WDI,Malta,2019,latest_available_at_or_before_2019,
Poland,Poland,POL,urban_population,WDI,Poland,2019,latest_available_at_or_before_2019,
Brazil,Brazil,BRA,urban_population,WDI,Brazil,2019,latest_available_at_or_before_2019,
Guatemala,Guatemala,GTM,urban_population,WDI,Guatemala,2019,latest_available_at_or_before_2019,
SierraLeone,Sierra Leone,SLE,urban_population,WDI,Sierra Leone,2019,latest_available_at_or_before_2019,
Nicaragua,Nicaragua,NIC,urban_population,WDI,Nicaragua,2019,latest_available_at_or_before_2019,
Mexico,Mexico,MEX,urban_population,WDI,Mexico,2019,latest_available_at_or_before_2019,
Peru,Peru,PER,urban_population,WDI,Peru,2019,latest_available_at_or_before_2019,
Portugal,Portugal,PRT,urban_population,WDI,Portugal,2019,latest_available_at_or_before_2019,
Estonia,Estonia,EST,urban_population,WDI,Estonia,2019,latest_available_at_or_before_2019,
"Congo,DemocraticRepublicofthe","Congo, Democratic Republicofthe",COD,urban_population,WDI,"Congo, Dem. Rep.",2019,latest_available_at_or_before_2019,
Coted'Ivoire,Coted'Ivoire,CIV,urban_population,WDI,Cote d'Ivoire,2019,latest_available_at_or_before_2019,
Guinea,Guinea,GIN,urban_population,WDI,Guinea,2019,latest_available_at_or_before_2019,
Colombia,Colombia,COL,urban_population,WDI,Colombia,2019,latest_available_at_or_before_2019,
Kazakhstan,Kazakhstan,KAZ,urban_population,WDI,Kazakhstan,2019,latest_available_at_or_before_2019,
Uzbekistan,Uzbekistan,UZB,urban_population,WDI,Uzbekistan,2019,latest_available_at_or_before_2019,
CapeVerde,Cape Verde,CPV,urban_population,WDI,Cabo Verde,2019,latest_available_at_or_before_2019,
Hungary,Hungary,HUN,urban_population,WDI,Hungary,2019,latest_available_at_or_before_2019,
Latvia,Latvia,LVA,urban_population,WDI,Latvia,2019,latest_available_at_or_before_2019,
Lithuania,Lithuania,LTU,urban_population,WDI,Lithuania,2019,latest_available_at_or_before_2019,
Mongolia,Mongolia,MNG,urban_population,WDI,Mongolia,2019,latest_available_at_or_before_2019,
Moldova,Moldova,MDA,urban_population,WDI,Moldova,2019,latest_available_at_or_before_2019,
Ecuador,Ecuador,ECU,urban_population,WDI,Ecuador,2019,latest_available_at_or_before_2019,
DominicanRepublic,Dominican Republic,DOM,urban_population,WDI,Dominican Republic,2019,latest_available_at_or_before_2019,
Uruguay,Uruguay,URY,urban_population,WDI,Uruguay,2019,latest_available_at_or_before_2019,
CostaRica,Costa Rica,CRI,urban_population,WDI,Costa Rica,2019,latest_available_at_or_before_2019,
