"L1","C","L1L2","L2","AaA","LoR","Edu.day","Sex","Family","ISO639.3","Enroll","Speaking","morph","lex","new_feat","new_sounds"
"Afrikaans","SouthAfrica","AfrikaansEnglish","English",25,0,4,"Female","Indo-European","afr ",93,496,NA,0.010463,NA,NA
"Afrikaans","SouthAfrica","AfrikaansGerman","German",47,2,4,"Male","Indo-European","afr ",93,542,NA,0.010463,NA,NA
"Afrikaans","SouthAfrica","AfrikaansMonolingual","Monolingual",23,23,3,"Female","Indo-European","afr ",93,585,NA,0.010463,NA,NA
"Afrikaans","SouthAfrica","AfrikaansMonolingual","Monolingual",42,2,2,"Female","Indo-European","afr ",93,521,NA,0.010463,NA,NA
"Afrikaans","SouthAfrica","AfrikaansMonolingual","Monolingual",22,19,3,"Female","Indo-European","afr ",93,639,NA,0.010463,NA,NA
"Afrikaans","SouthAfrica","AfrikaansMonolingual","Monolingual",37,2,1,"Male","Indo-European","afr ",93,531,NA,0.010463,NA,NA
"Afrikaans","SouthAfrica","AfrikaansMonolingual","Monolingual",22,6,4,"Female","Indo-European","afr ",93,566,NA,0.010463,NA,NA
"Afrikaans","Sudan","AfrikaansEnglish","English",31,3,4,"Male","Indo-European","afr ",31,439,NA,0.010463,NA,NA
"Afrikaans","Sudan","AfrikaansEnglish","English",25,4,4,"Male","Indo-European","afr ",31,480,NA,0.010463,NA,NA
"Afrikaans","Afghanistan","AfrikaansMonolingual","Monolingual",23,3,4,"Female","Indo-European","afr ",19,505,NA,0.010463,NA,NA
"Afrikaans","Afghanistan","AfrikaansRussian","Russian",20,4,2,"Female","Indo-European","afr ",19,524,NA,0.010463,NA,NA
"Afrikaans","Congo,Republic","AfrikaansFrench","French",28,2,3,"Male","Indo-European","afr ",43,540,NA,0.010463,NA,NA
"Afrikaans","Morocco","AfrikaansFrench","French",17,13,2,"Male","Indo-European","afr ",49,561,NA,0.010463,NA,NA
"Afrikaans","Afghanistan","AfrikaansGerman","German",19,3,3,"Female","Indo-European","afr ",19,539,NA,0.010463,NA,NA
"Afrikaans","SouthAfrica","AfrikaansEnglish","English",21,1,3,"Male","Indo-European","afr ",93,518,NA,0.010463,NA,NA
"Afrikaans","Burundi","AfrikaansEnglish","English",16,2,3,"Male","Indo-European","afr ",13,491,NA,0.010463,NA,NA
"Afrikaans","Kenya","AfrikaansEnglish","English",38,2,4,"Female","Indo-European","afr ",48,527,NA,0.010463,NA,NA
"Afrikaans","Kenya","AfrikaansEnglish","English",29,2,3,"Female","Indo-European","afr ",48,494,NA,0.010463,NA,NA
"Afrikaans","CzechRepublic","AfrikaansEnglish","English",35,5,4,"Male","Indo-European","afr ",95,531,NA,0.010463,NA,NA
"Afrikaans","Korea,South","AfrikaansEnglish","English",37,7,4,"Female","Indo-European","afr ",97,598,NA,0.010463,NA,NA
"Afrikaans","Burundi","AfrikaansFrench","French",40,4,4,"Male","Indo-European","afr ",13,495,NA,0.010463,NA,NA
"Afrikaans","Burundi","AfrikaansFrench","French",23,2,3,"Male","Indo-European","afr ",13,465,NA,0.010463,NA,NA
"Afrikaans","SouthAfrica","AfrikaansEnglish","English",36,4,4,"Female","Indo-European","afr ",93,526,NA,0.010463,NA,NA
"Afrikaans","Cameroon","AfrikaansFrench","French",30,4,4,"Male","Indo-European","afr ",27,463,NA,0.010463,NA,NA
"Afrikaans","SouthAfrica","AfrikaansEnglish","English",25,0,4,"Female","Indo-European","afr ",93,552,NA,0.010463,NA,NA
"Afrikaans","SouthAfrica","AfrikaansEnglish","English",35,3,3,"Female","Indo-European","afr ",93,568,NA,0.010463,NA,NA
"Afrikaans","SouthAfrica","AfrikaansEnglish","English",34,1,4,"Female","Indo-European","afr ",93,529,NA,0.010463,NA,NA
"Afrikaans","SouthAfrica","AfrikaansEnglish","English",41,2,4,"Male","Indo-European","afr ",93,519,NA,0.010463,NA,NA
"Afrikaans","SouthAfrica","AfrikaansEnglish","English",20,2,3,"Female","Indo-European","afr ",93,525,NA,0.010463,NA,NA
"Afrikaans","SouthAfrica","AfrikaansEnglish","English",23,2,3,"Female","Indo-European","afr ",93,583,NA,0.010463,NA,NA
"Afrikaans","Senegal","AfrikaansFrench","French",28,2,3,"Male","Indo-European","afr ",23,505,NA,0.010463,NA,NA
"Afrikaans","SouthAfrica","AfrikaansEnglish","English",28,2,3,"Female","Indo-European","afr ",93,543,NA,0.010463,NA,NA
"Afrikaans","SouthAfrica","AfrikaansEnglish","English",30,3,3,"Male","Indo-European","afr ",93,554,NA,0.010463,NA,NA
"Afrikaans","SouthAfrica","AfrikaansEnglish","English",27,4,2,"Female","Indo-European","afr ",93,561,NA,0.010463,NA,NA
"Afrikaans","Ghana","AfrikaansEnglish","English",27,4,4,"Female","Indo-European","afr ",46,437,NA,0.010463,NA,NA
"Afrikaans","SouthAfrica","AfrikaansEnglish","English",20,1,3,"Male","Indo-European","afr ",93,583,NA,0.010463,NA,NA
"Afrikaans","SouthAfrica","AfrikaansEnglish","English",41,6,4,"Female","Indo-European","afr ",93,549,NA,0.010463,NA,NA
"Afrikaans","SouthAfrica","AfrikaansEnglish","English",23,3,4,"Male","Indo-European","afr ",93,503,NA,0.010463,NA,NA
"Afrikaans","SouthAfrica","AfrikaansEnglish","English",39,3,4,"Male","Indo-European","afr ",93,513,NA,0.010463,NA,NA
"Afrikaans","SouthAfrica","AfrikaansEnglish","English",27,2,4,"Female","Indo-European","afr ",93,524,NA,0.010463,NA,NA
"Afrikaans","SouthAfrica","AfrikaansEnglish","English",29,3,4,"Male","Indo-European","afr ",93,552,NA,0.010463,NA,NA
"Afrikaans","SouthAfrica","AfrikaansEnglish","English",26,2,3,"Male","Indo-European","afr ",93,566,NA,0.010463,NA,NA
"Afrikaans","SouthAfrica","AfrikaansEnglish","English",31,9,4,"Female","Indo-European","afr ",93,539,NA,0.010463,NA,NA
"Afrikaans","SouthAfrica","AfrikaansEnglish","English",35,2,3,"Female","Indo-European","afr ",93,597,NA,0.010463,NA,NA
"Afrikaans","SouthAfrica","AfrikaansEnglish","English",35,3,4,"Female","Indo-European","afr ",93,555,NA,0.010463,NA,NA
"Afrikaans","SouthAfrica","AfrikaansEnglish","English",29,5,3,"Female","Indo-European","afr ",93,529,NA,0.010463,NA,NA
"Afrikaans","SouthAfrica","AfrikaansEnglish","English",34,3,4,"Female","Indo-European","afr ",93,564,NA,0.010463,NA,NA
"Afrikaans","SouthAfrica","AfrikaansEnglish","English",24,3,4,"Female","Indo-European","afr ",93,576,NA,0.010463,NA,NA
"Afrikaans","SouthAfrica","AfrikaansEnglish","English",41,1,4,"Female","Indo-European","afr ",93,538,NA,0.010463,NA,NA
"Afrikaans","SouthAfrica","AfrikaansEnglish","English",32,2,4,"Female","Indo-European","afr ",93,562,NA,0.010463,NA,NA
"Afrikaans","SouthAfrica","AfrikaansEnglish","English",25,1,3,"Female","Indo-European","afr ",93,574,NA,0.010463,NA,NA
"Afrikaans","SouthAfrica","AfrikaansEnglish","English",20,2,3,"Female","Indo-European","afr ",93,537,NA,0.010463,NA,NA
"Afrikaans","SouthAfrica","AfrikaansEnglish","English",20,1,3,"Female","Indo-European","afr ",93,547,NA,0.010463,NA,NA
"Afrikaans","SouthAfrica","AfrikaansEnglish","English",33,3,4,"Male","Indo-European","afr ",93,526,NA,0.010463,NA,NA
"Afrikaans","SouthAfrica","AfrikaansEnglish","English",35,8,4,"Female","Indo-European","afr ",93,640,NA,0.010463,NA,NA
"Afrikaans","SouthAfrica","AfrikaansEnglish","English",46,1,3,"Male","Indo-European","afr ",93,525,NA,0.010463,NA,NA
"Afrikaans","SouthAfrica","AfrikaansEnglish","English",24,1,4,"Male","Indo-European","afr ",93,550,NA,0.010463,NA,NA
"Afrikaans","SouthAfrica","AfrikaansEnglish","English",36,2,3,"Male","Indo-European","afr ",93,523,NA,0.010463,NA,NA
"Afrikaans","SouthAfrica","AfrikaansEnglish","English",48,6,4,"Female","Indo-European","afr ",93,530,NA,0.010463,NA,NA
"Afrikaans","SouthAfrica","AfrikaansEnglish","English",26,1,4,"Female","Indo-European","afr ",93,537,NA,0.010463,NA,NA
"Afrikaans","SouthAfrica","AfrikaansEnglish","English",40,3,4,"Female","Indo-European","afr ",93,530,NA,0.010463,NA,NA
"Afrikaans","SouthAfrica","AfrikaansEnglish","English",28,0,4,"Male","Indo-European","afr ",93,530,NA,0.010463,NA,NA
"Afrikaans","SouthAfrica","AfrikaansEnglish","English",19,2,3,"Female","Indo-European","afr ",93,514,NA,0.010463,NA,NA
"Afrikaans","SouthAfrica","AfrikaansEnglish","English",23,2,3,"Female","Indo-European","afr ",93,525,NA,0.010463,NA,NA
"Afrikaans","SouthAfrica","AfrikaansEnglish","English",25,2,4,"Male","Indo-European","afr ",93,628,NA,0.010463,NA,NA
"Afrikaans","SouthAfrica","AfrikaansEnglish","English",23,1,1,"Female","Indo-European","afr ",93,580,NA,0.010463,NA,NA
"Afrikaans","SouthAfrica","AfrikaansEnglish","English",28,3,2,"Female","Indo-European","afr ",93,570,NA,0.010463,NA,NA
"Afrikaans","SouthAfrica","AfrikaansEnglish","English",27,5,3,"Male","Indo-European","afr ",93,564,NA,0.010463,NA,NA
"Afrikaans","Canada","AfrikaansEnglish","English",30,1,4,"Female","Indo-European","afr ",101,571,NA,0.010463,NA,NA
"Afrikaans","Turkey","AfrikaansFrench","French",26,1,3,"Male","Indo-European","afr ",79,541,NA,0.010463,NA,NA
"Afrikaans","SouthAfrica","AfrikaansEnglish","English",26,3,4,"Male","Indo-European","afr ",93,533,NA,0.010463,NA,NA
"Afrikaans","SouthAfrica","AfrikaansEnglish","English",20,1,2,"Male","Indo-European","afr ",93,614,NA,0.010463,NA,NA
"Afrikaans","SouthAfrica","AfrikaansEnglish","English",23,4,1,"Female","Indo-European","afr ",93,581,NA,0.010463,NA,NA
"Afrikaans","SouthAfrica","AfrikaansEnglish","English",35,1,3,"Female","Indo-European","afr ",93,538,NA,0.010463,NA,NA
"Afrikaans","SouthAfrica","AfrikaansEnglish","English",32,1,4,"Female","Indo-European","afr ",93,541,NA,0.010463,NA,NA
"Afrikaans","SouthAfrica","AfrikaansEnglish","English",24,3,4,"Female","Indo-European","afr ",93,596,NA,0.010463,NA,NA
"Afrikaans","SouthAfrica","AfrikaansEnglish","English",57,2,3,"Female","Indo-European","afr ",93,513,NA,0.010463,NA,NA
"Afrikaans","SouthAfrica","AfrikaansEnglish","English",19,1,3,"Female","Indo-European","afr ",93,516,NA,0.010463,NA,NA
"Afrikaans","SouthAfrica","AfrikaansEnglish","English",40,2,4,"Female","Indo-European","afr ",93,559,NA,0.010463,NA,NA
"Afrikaans","SouthAfrica","AfrikaansEnglish","English",33,3,1,"Male","Indo-European","afr ",93,541,NA,0.010463,NA,NA
"Afrikaans","SouthAfrica","AfrikaansEnglish","English",32,1,4,"Male","Indo-European","afr ",93,548,NA,0.010463,NA,NA
"Afrikaans","SouthAfrica","AfrikaansEnglish","English",32,1,4,"Male","Indo-European","afr ",93,531,NA,0.010463,NA,NA
"Afrikaans","Zimbabwe","AfrikaansEnglish","English",27,3,3,"Male","Indo-European","afr ",37,591,NA,0.010463,NA,NA
"Afrikaans","SouthAfrica","AfrikaansEnglish","English",23,1,3,"Female","Indo-European","afr ",93,576,NA,0.010463,NA,NA
"Afrikaans","SouthAfrica","AfrikaansEnglish","English",26,2,4,"Male","Indo-European","afr ",93,559,NA,0.010463,NA,NA
"Afrikaans","SouthAfrica","AfrikaansEnglish","English",30,5,3,"Male","Indo-European","afr ",93,544,NA,0.010463,NA,NA
"Afrikaans","SouthAfrica","AfrikaansEnglish","English",26,7,4,"Female","Indo-European","afr ",93,533,NA,0.010463,NA,NA
"Afrikaans","SouthAfrica","AfrikaansEnglish","English",23,5,3,"Male","Indo-European","afr ",93,552,NA,0.010463,NA,NA
"Afrikaans","SouthAfrica","AfrikaansEnglish","English",48,1,4,"Male","Indo-European","afr ",93,573,NA,0.010463,NA,NA
"Afrikaans","SouthAfrica","AfrikaansEnglish","English",26,1,4,"Female","Indo-European","afr ",93,551,NA,0.010463,NA,NA
"Afrikaans","SouthAfrica","AfrikaansEnglish","English",18,3,3,"Female","Indo-European","afr ",93,591,NA,0.010463,NA,NA
"Afrikaans","SouthAfrica","AfrikaansEnglish","English",36,1,3,"Female","Indo-European","afr ",93,537,NA,0.010463,NA,NA
"Afrikaans","SouthAfrica","AfrikaansEnglish","English",30,1,3,"Female","Indo-European","afr ",93,535,NA,0.010463,NA,NA
"Afrikaans","SouthAfrica","AfrikaansEnglish","English",19,0,3,"Female","Indo-European","afr ",93,557,NA,0.010463,NA,NA
"Afrikaans","SouthAfrica","AfrikaansEnglish","English",23,2,4,"Female","Indo-European","afr ",93,590,NA,0.010463,NA,NA
"Afrikaans","SouthAfrica","AfrikaansEnglish","English",36,3,4,"Female","Indo-European","afr ",93,555,NA,0.010463,NA,NA
"Afrikaans","Rwanda","AfrikaansFrench","French",28,3,3,"Male","Indo-European","afr ",16,484,NA,0.010463,NA,NA
"Afrikaans","SouthAfrica","AfrikaansEnglish","English",21,2,3,"Female","Indo-European","afr ",93,580,NA,0.010463,NA,NA
"Afrikaans","SouthAfrica","AfrikaansEnglish","English",22,9,3,"Female","Indo-European","afr ",93,523,NA,0.010463,NA,NA
"Afrikaans","SouthAfrica","AfrikaansEnglish","English",27,2,4,"Female","Indo-European","afr ",93,567,NA,0.010463,NA,NA
"Afrikaans","SouthAfrica","AfrikaansEnglish","English",21,1,3,"Female","Indo-European","afr ",93,609,NA,0.010463,NA,NA
"Afrikaans","SouthAfrica","AfrikaansEnglish","English",52,1,4,"Female","Indo-European","afr ",93,471,NA,0.010463,NA,NA
"Afrikaans","SouthAfrica","AfrikaansEnglish","English",20,2,3,"Male","Indo-European","afr ",93,539,NA,0.010463,NA,NA
"Afrikaans","SouthAfrica","AfrikaansEnglish","English",46,2,4,"Female","Indo-European","afr ",93,540,NA,0.010463,NA,NA
"Afrikaans","SouthAfrica","AfrikaansEnglish","English",41,7,4,"Male","Indo-European","afr ",93,522,NA,0.010463,NA,NA
"Afrikaans","SouthAfrica","AfrikaansEnglish","English",21,8,4,"Female","Indo-European","afr ",93,523,NA,0.010463,NA,NA
"Afrikaans","SouthAfrica","AfrikaansEnglish","English",32,3,4,"Male","Indo-European","afr ",93,559,NA,0.010463,NA,NA
"Afrikaans","SouthAfrica","AfrikaansEnglish","English",25,2,1,"Female","Indo-European","afr ",93,560,NA,0.010463,NA,NA
"Afrikaans","SouthAfrica","AfrikaansEnglish","English",34,2,3,"Female","Indo-European","afr ",93,567,NA,0.010463,NA,NA
"Afrikaans","SouthAfrica","AfrikaansEnglish","English",33,4,3,"Female","Indo-European","afr ",93,509,NA,0.010463,NA,NA
"Afrikaans","SouthAfrica","AfrikaansEnglish","English",19,2,3,"Female","Indo-European","afr ",93,542,NA,0.010463,NA,NA
"Afrikaans","SouthAfrica","AfrikaansEnglish","English",25,1,4,"Female","Indo-European","afr ",93,581,NA,0.010463,NA,NA
"Afrikaans","SouthAfrica","AfrikaansEnglish","English",25,2,1,"Female","Indo-European","afr ",93,535,NA,0.010463,NA,NA
"Afrikaans","SouthAfrica","AfrikaansEnglish","English",29,11,3,"Male","Indo-European","afr ",93,623,NA,0.010463,NA,NA
"Afrikaans","SouthAfrica","AfrikaansEnglish","English",22,1,3,"Female","Indo-European","afr ",93,539,NA,0.010463,NA,NA
"Afrikaans","SouthAfrica","AfrikaansEnglish","English",28,1,3,"Female","Indo-European","afr ",93,551,NA,0.010463,NA,NA
"Afrikaans","SouthAfrica","AfrikaansEnglish","English",20,3,4,"Female","Indo-European","afr ",93,540,NA,0.010463,NA,NA
"Afrikaans","SouthAfrica","AfrikaansEnglish","English",28,1,4,"Female","Indo-European","afr ",93,564,NA,0.010463,NA,NA
"Afrikaans","SouthAfrica","AfrikaansEnglish","English",27,1,4,"Male","Indo-European","afr ",93,563,NA,0.010463,NA,NA
"Afrikaans","SouthAfrica","AfrikaansEnglish","English",25,3,2,"Female","Indo-European","afr ",93,548,NA,0.010463,NA,NA
"Afrikaans","SouthAfrica","AfrikaansEnglish","English",39,1,3,"Male","Indo-European","afr ",93,501,NA,0.010463,NA,NA
"Afrikaans","SouthAfrica","AfrikaansEnglish","English",24,1,4,"Female","Indo-European","afr ",93,562,NA,0.010463,NA,NA
"Afrikaans","SouthAfrica","AfrikaansEnglish","English",20,6,4,"Female","Indo-European","afr ",93,553,NA,0.010463,NA,NA
"Afrikaans","SouthAfrica","AfrikaansEnglish","English",32,3,4,"Male","Indo-European","afr ",93,547,NA,0.010463,NA,NA
"Afrikaans","SouthAfrica","AfrikaansEnglish","English",25,2,1,"Female","Indo-European","afr ",93,544,NA,0.010463,NA,NA
"Afrikaans","SouthAfrica","AfrikaansEnglish","English",25,2,2,"Female","Indo-European","afr ",93,492,NA,0.010463,NA,NA
"Afrikaans","SouthAfrica","AfrikaansEnglish","English",34,3,4,"Female","Indo-European","afr ",93,582,NA,0.010463,NA,NA
"Afrikaans","SouthAfrica","AfrikaansEnglish","English",29,2,3,"Male","Indo-European","afr ",93,557,NA,0.010463,NA,NA
"Afrikaans","SouthAfrica","AfrikaansEnglish","English",44,5,2,"Male","Indo-European","afr ",93,554,NA,0.010463,NA,NA
"Afrikaans","SouthAfrica","AfrikaansEnglish","English",24,1,3,"Female","Indo-European","afr ",93,537,NA,0.010463,NA,NA
"Afrikaans","SouthAfrica","AfrikaansEnglish","English",28,2,3,"Female","Indo-European","afr ",93,540,NA,0.010463,NA,NA
"Afrikaans","SouthAfrica","AfrikaansEnglish","English",22,0,3,"Female","Indo-European","afr ",93,523,NA,0.010463,NA,NA
"Afrikaans","SouthAfrica","AfrikaansEnglish","English",24,1,4,"Female","Indo-European","afr ",93,548,NA,0.010463,NA,NA
"Afrikaans","SouthAfrica","AfrikaansEnglish","English",31,1,4,"Female","Indo-European","afr ",93,565,NA,0.010463,NA,NA
"Afrikaans","SouthAfrica","AfrikaansEnglish","English",24,4,4,"Female","Indo-European","afr ",93,556,NA,0.010463,NA,NA
"Afrikaans","SouthAfrica","AfrikaansEnglish","English",44,1,4,"Male","Indo-European","afr ",93,534,NA,0.010463,NA,NA
"Afrikaans","SouthAfrica","AfrikaansEnglish","English",30,1,4,"Male","Indo-European","afr ",93,529,NA,0.010463,NA,NA
"Afrikaans","Rwanda","AfrikaansFrench","French",22,2,3,"Male","Indo-European","afr ",16,495,NA,0.010463,NA,NA
"Afrikaans","SouthAfrica","AfrikaansEnglish","English",26,5,4,"Male","Indo-European","afr ",93,550,NA,0.010463,NA,NA
"Afrikaans","SouthAfrica","AfrikaansEnglish","English",27,7,4,"Female","Indo-European","afr ",93,551,NA,0.010463,NA,NA
"Afrikaans","Cameroon","AfrikaansFrench","French",38,12,3,"Male","Indo-European","afr ",27,519,NA,0.010463,NA,NA
"Afrikaans","SouthAfrica","AfrikaansEnglish","English",37,1,2,"Female","Indo-European","afr ",93,492,NA,0.010463,NA,NA
"Afrikaans","SouthAfrica","AfrikaansAfrikaans","Afrikaans",32,3,4,"Female","Indo-European","afr ",93,526,NA,0.010463,NA,NA
"Afrikaans","SouthAfrica","AfrikaansEnglish","English",19,1,3,"Female","Indo-European","afr ",93,535,NA,0.010463,NA,NA
"Afrikaans","SouthAfrica","AfrikaansEnglish","English",31,1,4,"Female","Indo-European","afr ",93,515,NA,0.010463,NA,NA
"Afrikaans","SouthAfrica","AfrikaansEnglish","English",32,5,3,"Female","Indo-European","afr ",93,542,NA,0.010463,NA,NA
"Afrikaans","SouthAfrica","AfrikaansEnglish","English",30,5,4,"Female","Indo-European","afr ",93,611,NA,0.010463,NA,NA
"Afrikaans","SouthAfrica","AfrikaansEnglish","English",45,1,2,"Male","Indo-European","afr ",93,551,NA,0.010463,NA,NA
"Afrikaans","Netherlands","AfrikaansEnglish","English",32,1,4,"Female","Indo-European","afr ",118,640,NA,0.010463,NA,NA
"Afrikaans","SouthAfrica","AfrikaansEnglish","English",35,2,4,"Male","Indo-European","afr ",93,537,NA,0.010463,NA,NA
"Afrikaans","SouthAfrica","AfrikaansEnglish","English",38,6,4,"Female","Indo-European","afr ",93,538,NA,0.010463,NA,NA
"Afrikaans","SouthAfrica","AfrikaansEnglish","English",31,1,4,"Female","Indo-European","afr ",93,495,NA,0.010463,NA,NA
"Afrikaans","SouthAfrica","AfrikaansEnglish","English",18,2,3,"Male","Indo-European","afr ",93,516,NA,0.010463,NA,NA
"Afrikaans","SouthAfrica","AfrikaansEnglish","English",28,2,4,"Female","Indo-European","afr ",93,514,NA,0.010463,NA,NA
"Afrikaans","SouthAfrica","AfrikaansEnglish","English",39,1,4,"Female","Indo-European","afr ",93,514,NA,0.010463,NA,NA
"Afrikaans","SouthAfrica","AfrikaansEnglish","English",15,7,3,"Male","Indo-European","afr ",93,593,NA,0.010463,NA,NA
"Afrikaans","SouthAfrica","AfrikaansEnglish","English",33,3,1,"Female","Indo-European","afr ",93,557,NA,0.010463,NA,NA
"Afrikaans","SouthAfrica","AfrikaansEnglish","English",25,6,3,"Female","Indo-European","afr ",93,562,NA,0.010463,NA,NA
"Afrikaans","SouthAfrica","AfrikaansEnglish","English",28,1,3,"Female","Indo-European","afr ",93,501,NA,0.010463,NA,NA
"Afrikaans","SouthAfrica","AfrikaansEnglish","English",39,1,4,"Female","Indo-European","afr ",93,541,NA,0.010463,NA,NA
"Afrikaans","SouthAfrica","AfrikaansEnglish","English",25,1,3,"Male","Indo-European","afr ",93,573,NA,0.010463,NA,NA
"Afrikaans","SouthAfrica","AfrikaansEnglish","English",27,1,3,"Female","Indo-European","afr ",93,534,NA,0.010463,NA,NA
"Afrikaans","SouthAfrica","AfrikaansEnglish","English",29,2,1,"Female","Indo-European","afr ",93,503,NA,0.010463,NA,NA
"Afrikaans","SouthAfrica","AfrikaansEnglish","English",27,1,3,"Female","Indo-European","afr ",93,545,NA,0.010463,NA,NA
"Afrikaans","SouthAfrica","AfrikaansEnglish","English",20,1,3,"Female","Indo-European","afr ",93,548,NA,0.010463,NA,NA
"Afrikaans","SouthAfrica","AfrikaansEnglish","English",30,1,4,"Female","Indo-European","afr ",93,503,NA,0.010463,NA,NA
"Afrikaans","Netherlands","AfrikaansEnglish","English",38,2,4,"Male","Indo-European","afr ",118,556,NA,0.010463,NA,NA
"Afrikaans","Sudan","AfrikaansEnglish","English",24,2,3,"Male","Indo-European","afr ",31,580,NA,0.010463,NA,NA
"Afrikaans","SouthAfrica","AfrikaansEnglish","English",23,2,3,"Female","Indo-European","afr ",93,527,NA,0.010463,NA,NA
"Afrikaans","SouthAfrica","AfrikaansEnglish","English",20,1,3,"Female","Indo-European","afr ",93,564,NA,0.010463,NA,NA
"Afrikaans","SouthAfrica","AfrikaansEnglish","English",19,0,3,"Male","Indo-European","afr ",93,524,NA,0.010463,NA,NA
"Afrikaans","SouthAfrica","AfrikaansEnglish","English",52,6,4,"Female","Indo-European","afr ",93,552,NA,0.010463,NA,NA
"Afrikaans","SouthAfrica","AfrikaansEnglish","English",24,2,3,"Female","Indo-European","afr ",93,546,NA,0.010463,NA,NA
"Afrikaans","SouthAfrica","AfrikaansEnglish","English",42,3,4,"Female","Indo-European","afr ",93,536,NA,0.010463,NA,NA
"Afrikaans","SouthAfrica","AfrikaansEnglish","English",27,0,4,"Female","Indo-European","afr ",93,503,NA,0.010463,NA,NA
"Afrikaans","SouthAfrica","AfrikaansEnglish","English",28,2,4,"Female","Indo-European","afr ",93,551,NA,0.010463,NA,NA
"Afrikaans","SouthAfrica","AfrikaansEnglish","English",28,2,1,"Female","Indo-European","afr ",93,582,NA,0.010463,NA,NA
"Afrikaans","SouthAfrica","AfrikaansEnglish","English",32,1,4,"Female","Indo-European","afr ",93,543,NA,0.010463,NA,NA
"Afrikaans","SouthAfrica","AfrikaansEnglish","English",28,2,3,"Female","Indo-European","afr ",93,550,NA,0.010463,NA,NA
"Afrikaans","SouthAfrica","AfrikaansEnglish","English",48,2,3,"Male","Indo-European","afr ",93,529,NA,0.010463,NA,NA
"Afrikaans","Nigeria","AfrikaansEnglish","English",28,6,3,"Male","Indo-European","afr ",35,512,NA,0.010463,NA,NA
"Afrikaans","SouthAfrica","AfrikaansEnglish","English",23,1,4,"Female","Indo-European","afr ",93,570,NA,0.010463,NA,NA
"Afrikaans","SouthAfrica","AfrikaansEnglish","English",19,2,3,"Female","Indo-European","afr ",93,535,NA,0.010463,NA,NA
"Afrikaans","SouthAfrica","AfrikaansEnglish","English",21,4,3,"Female","Indo-European","afr ",93,546,NA,0.010463,NA,NA
"Afrikaans","SouthAfrica","AfrikaansEnglish","English",29,4,3,"Female","Indo-European","afr ",93,550,NA,0.010463,NA,NA
"Afrikaans","SouthAfrica","AfrikaansEnglish","English",21,2,2,"Female","Indo-European","afr ",93,535,NA,0.010463,NA,NA
"Afrikaans","SouthAfrica","AfrikaansEnglish","English",22,2,3,"Female","Indo-European","afr ",93,507,NA,0.010463,NA,NA
"Afrikaans","SouthAfrica","AfrikaansEnglish","English",25,8,4,"Female","Indo-European","afr ",93,576,NA,0.010463,NA,NA
"Afrikaans","SouthAfrica","AfrikaansEnglish","English",36,3,3,"Male","Indo-European","afr ",93,555,NA,0.010463,NA,NA
"Afrikaans","SouthAfrica","AfrikaansEnglish","English",27,4,3,"Male","Indo-European","afr ",93,546,NA,0.010463,NA,NA
"Afrikaans","SouthAfrica","AfrikaansEnglish","English",21,0,3,"Male","Indo-European","afr ",93,575,NA,0.010463,NA,NA
"Afrikaans","SouthAfrica","AfrikaansEnglish","English",24,2,1,"Female","Indo-European","afr ",93,518,NA,0.010463,NA,NA
"Afrikaans","SouthAfrica","AfrikaansEnglish","English",19,1,3,"Female","Indo-European","afr ",93,534,NA,0.010463,NA,NA
"Afrikaans","SouthAfrica","AfrikaansEnglish","English",26,6,4,"Female","Indo-European","afr ",93,534,NA,0.010463,NA,NA
"Afrikaans","SouthAfrica","AfrikaansEnglish","English",26,2,3,"Female","Indo-European","afr ",93,561,NA,0.010463,NA,NA
"Afrikaans","SouthAfrica","AfrikaansEnglish","English",21,1,3,"Female","Indo-European","afr ",93,522,NA,0.010463,NA,NA
"Afrikaans","SouthAfrica","AfrikaansEnglish","English",25,6,3,"Female","Indo-European","afr ",93,568,NA,0.010463,NA,NA
"Afrikaans","SouthAfrica","AfrikaansEnglish","English",26,2,3,"Female","Indo-European","afr ",93,643,NA,0.010463,NA,NA
"Afrikaans","SouthAfrica","AfrikaansEnglish","English",27,1,3,"Female","Indo-European","afr ",93,514,NA,0.010463,NA,NA
"Afrikaans","Nigeria","AfrikaansEnglish","English",27,8,3,"Male","Indo-European","afr ",35,487,NA,0.010463,NA,NA
"Afrikaans","SouthAfrica","AfrikaansEnglish","English",23,3,3,"Female","Indo-European","afr ",93,538,NA,0.010463,NA,NA
"Afrikaans","SouthAfrica","AfrikaansEnglish","English",26,2,4,"Male","Indo-European","afr ",93,565,NA,0.010463,NA,NA
"Afrikaans","SouthAfrica","AfrikaansEnglish","English",19,1,2,"Female","Indo-European","afr ",93,531,NA,0.010463,NA,NA
"Afrikaans","Nigeria","AfrikaansEnglish","English",23,1,3,"Female","Indo-European","afr ",35,501,NA,0.010463,NA,NA
"Afrikaans","SouthAfrica","AfrikaansDutch","Dutch",23,11,4,"Female","Indo-European","afr ",93,617,NA,0.010463,NA,NA
"Afrikaans","SouthAfrica","AfrikaansEnglish","English",30,2,4,"Female","Indo-European","afr ",93,548,NA,0.010463,NA,NA
"Afrikaans","SouthAfrica","AfrikaansEnglish","English",25,1,4,"Female","Indo-European","afr ",93,533,NA,0.010463,NA,NA
"Afrikaans","SouthAfrica","AfrikaansEnglish","English",25,0,3,"Female","Indo-European","afr ",93,530,NA,0.010463,NA,NA
