"L1","C","L1L2","L2","AaA","LoR","Edu.day","Sex","Family","ISO639.3","Enroll","Speaking","morph","lex","new_feat","new_sounds"
"Russian","USSR","RussianMonolingual","Monolingual",28,1,4,"Male","Indo-European","rus ",90,474,0.0468,0.396083,12,22
"Russian","USSR","RussianEnglish","English",22,2,2,"Female","Indo-European","rus ",90,534,0.0468,0.396083,12,22
"Russian","Ukraine","RussianMonolingual","Monolingual",40,2,3,"Female","Indo-European","rus ",92,514,0.0468,0.396083,12,22
"Russian","Russia","RussianEnglish","English",24,5,4,"Male","Indo-European","rus ",84,529,0.0468,0.396083,12,22
"Russian","Ukraine","RussianMonolingual","Monolingual",23,1,3,"Male","Indo-European","rus ",92,489,0.0468,0.396083,12,22
"Russian","Romania","RussianEnglish","English",34,2,3,"Female","Indo-European","rus ",86,517,0.0468,0.396083,12,22
"Russian","USSR","RussianGerman","German",29,1,3,"Female","Indo-European","rus ",90,534,0.0468,0.396083,12,22
"Russian","USSR","RussianMonolingual","Monolingual",43,8,4,"Female","Indo-European","rus ",90,479,0.0468,0.396083,12,22
"Russian","USSR","RussianMonolingual","Monolingual",30,2,1,"Female","Indo-European","rus ",90,502,0.0468,0.396083,12,22
"Russian","Yugoslavia","RussianEnglish","English",24,1,4,"Female","Indo-European","rus ",85,531,0.0468,0.396083,12,22
"Russian","USSR","RussianEnglish","English",30,1,4,"Female","Indo-European","rus ",90,490,0.0468,0.396083,12,22
"Russian","USSR","RussianEnglish","English",18,6,2,"Female","Indo-European","rus ",90,487,0.0468,0.396083,12,22
"Russian","USSR","RussianMonolingual","Monolingual",28,3,1,"Female","Indo-European","rus ",90,528,0.0468,0.396083,12,22
"Russian","Ukraine","RussianMonolingual","Monolingual",21,6,3,"Female","Indo-European","rus ",92,470,0.0468,0.396083,12,22
"Russian","USSR","RussianMonolingual","Monolingual",35,2,3,"Female","Indo-European","rus ",90,512,0.0468,0.396083,12,22
"Russian","Ukraine","RussianUkranian","Ukranian",32,4,4,"Female","Indo-European","rus ",92,554,0.0468,0.396083,12,22
"Russian","USSR","RussianEnglish","English",18,5,4,"Female","Indo-European","rus ",90,516,0.0468,0.396083,12,22
"Russian","Ukraine","RussianUkranian","Ukranian",26,8,4,"Female","Indo-European","rus ",92,511,0.0468,0.396083,12,22
"Russian","USSR","RussianEnglish","English",23,4,3,"Female","Indo-European","rus ",90,516,0.0468,0.396083,12,22
"Russian","USSR","RussianEnglish","English",22,2,3,"Male","Indo-European","rus ",90,509,0.0468,0.396083,12,22
"Russian","USSR","RussianEnglish","English",28,1,3,"Female","Indo-European","rus ",90,558,0.0468,0.396083,12,22
"Russian","USSR","RussianGerman","German",35,1,4,"Female","Indo-European","rus ",90,522,0.0468,0.396083,12,22
"Russian","USSR","RussianGerman","German",24,0,3,"Female","Indo-European","rus ",90,527,0.0468,0.396083,12,22
"Russian","USSR","RussianEnglish","English",28,5,3,"Male","Indo-European","rus ",90,488,0.0468,0.396083,12,22
"Russian","Kazakhstan","RussianRussian","Russian",16,4,1,"Male","Indo-European","rus ",95,529,0.0468,0.396083,12,22
"Russian","Somalia","RussianEnglish","English",24,2,4,"Female","Indo-European","rus ",8,514,0.0468,0.396083,12,22
"Russian","Russia","RussianEnglish","English",40,6,3,"Male","Indo-European","rus ",84,462,0.0468,0.396083,12,22
"Russian","USSR","RussianEnglish","English",23,4,3,"Male","Indo-European","rus ",90,540,0.0468,0.396083,12,22
"Russian","USSR","RussianUkranian","Ukranian",15,3,2,"Female","Indo-European","rus ",90,528,0.0468,0.396083,12,22
"Russian","USSR","RussianGerman","German",16,6,2,"Female","Indo-European","rus ",90,588,0.0468,0.396083,12,22
"Russian","USSR","RussianMonolingual","Monolingual",23,1,4,"Female","Indo-European","rus ",90,509,0.0468,0.396083,12,22
"Russian","Uzbekistan","RussianPersian","Persian",26,1,4,"Female","Indo-European","rus ",100,525,0.0468,0.396083,12,22
"Russian","USSR","RussianEnglish","English",27,2,3,"Female","Indo-European","rus ",90,520,0.0468,0.396083,12,22
"Russian","USSR","RussianUkranian","Ukranian",50,2,4,"Female","Indo-European","rus ",90,514,0.0468,0.396083,12,22
"Russian","USSR","RussianGerman","German",44,2,3,"Female","Indo-European","rus ",90,586,0.0468,0.396083,12,22
"Russian","Russia","RussianMonolingual","Monolingual",32,1,3,"Female","Indo-European","rus ",84,513,0.0468,0.396083,12,22
"Russian","USSR","RussianEnglish","English",27,3,3,"Female","Indo-European","rus ",90,522,0.0468,0.396083,12,22
"Russian","USSR","RussianEnglish","English",29,2,3,"Female","Indo-European","rus ",90,546,0.0468,0.396083,12,22
"Russian","USSR","RussianEnglish","English",26,3,4,"Female","Indo-European","rus ",90,500,0.0468,0.396083,12,22
"Russian","USSR","RussianEnglish","English",33,5,4,"Female","Indo-European","rus ",90,518,0.0468,0.396083,12,22
"Russian","Russia","RussianEnglish","English",27,4,4,"Male","Indo-European","rus ",84,512,0.0468,0.396083,12,22
"Russian","Russia","RussianMonolingual","Monolingual",61,11,3,"Female","Indo-European","rus ",84,505,0.0468,0.396083,12,22
"Russian","Ukraine","RussianEnglish","English",32,0,4,"Female","Indo-European","rus ",92,475,0.0468,0.396083,12,22
"Russian","USSR","RussianEnglish","English",19,3,4,"Female","Indo-European","rus ",90,505,0.0468,0.396083,12,22
"Russian","USSR","RussianEnglish","English",30,2,1,"Male","Indo-European","rus ",90,535,0.0468,0.396083,12,22
"Russian","USSR","RussianMonolingual","Monolingual",23,2,4,"Female","Indo-European","rus ",90,493,0.0468,0.396083,12,22
"Russian","USSR","RussianMonolingual","Monolingual",22,3,3,"Male","Indo-European","rus ",90,527,0.0468,0.396083,12,22
"Russian","USSR","RussianMonolingual","Monolingual",15,3,1,"Male","Indo-European","rus ",90,526,0.0468,0.396083,12,22
"Russian","USSR","RussianUkranian","Ukranian",31,6,4,"Male","Indo-European","rus ",90,516,0.0468,0.396083,12,22
"Russian","USSR","RussianEnglish","English",27,3,4,"Female","Indo-European","rus ",90,507,0.0468,0.396083,12,22
"Russian","Russia","RussianEnglish","English",28,2,4,"Female","Indo-European","rus ",84,538,0.0468,0.396083,12,22
"Russian","Kazakhstan","RussianGerman","German",24,2,3,"Female","Indo-European","rus ",95,544,0.0468,0.396083,12,22
"Russian","USSR","RussianEnglish","English",11,7,2,"Male","Indo-European","rus ",90,484,0.0468,0.396083,12,22
"Russian","USSR","RussianPolish","Polish",26,4,3,"Female","Indo-European","rus ",90,510,0.0468,0.396083,12,22
"Russian","USSR","RussianUkranian","Ukranian",27,2,4,"Female","Indo-European","rus ",90,537,0.0468,0.396083,12,22
"Russian","USSR","RussianEnglish","English",39,4,3,"Female","Indo-European","rus ",90,503,0.0468,0.396083,12,22
"Russian","Russia","RussianEnglish","English",25,6,4,"Female","Indo-European","rus ",84,526,0.0468,0.396083,12,22
"Russian","Russia","RussianMonolingual","Monolingual",25,2,3,"Female","Indo-European","rus ",84,542,0.0468,0.396083,12,22
"Russian","USSR","RussianEnglish","English",55,3,4,"Female","Indo-European","rus ",90,497,0.0468,0.396083,12,22
"Russian","Ukraine","RussianEnglish","English",36,8,4,"Female","Indo-European","rus ",92,458,0.0468,0.396083,12,22
"Russian","Russia","RussianEnglish","English",35,2,3,"Female","Indo-European","rus ",84,506,0.0468,0.396083,12,22
"Russian","USSR","RussianMonolingual","Monolingual",17,4,3,"Female","Indo-European","rus ",90,508,0.0468,0.396083,12,22
"Russian","USSR","RussianMonolingual","Monolingual",35,4,2,"Male","Indo-European","rus ",90,493,0.0468,0.396083,12,22
"Russian","USSR","RussianEnglish","English",26,4,2,"Female","Indo-European","rus ",90,475,0.0468,0.396083,12,22
"Russian","USSR","RussianMonolingual","Monolingual",31,0,3,"Female","Indo-European","rus ",90,494,0.0468,0.396083,12,22
"Russian","USSR","RussianEnglish","English",27,1,4,"Female","Indo-European","rus ",90,498,0.0468,0.396083,12,22
"Russian","USSR","RussianEnglish","English",39,2,3,"Female","Indo-European","rus ",90,518,0.0468,0.396083,12,22
"Russian","Ukraine","RussianEnglish","English",23,4,3,"Female","Indo-European","rus ",92,555,0.0468,0.396083,12,22
"Russian","Russia","RussianEnglish","English",26,1,3,"Female","Indo-European","rus ",84,518,0.0468,0.396083,12,22
"Russian","Russia","RussianEnglish","English",17,8,2,"Male","Indo-European","rus ",84,526,0.0468,0.396083,12,22
"Russian","USSR","RussianEnglish","English",17,2,3,"Female","Indo-European","rus ",90,502,0.0468,0.396083,12,22
"Russian","USSR","RussianMonolingual","Monolingual",28,9,3,"Female","Indo-European","rus ",90,527,0.0468,0.396083,12,22
"Russian","USSR","RussianEnglish","English",23,2,3,"Female","Indo-European","rus ",90,545,0.0468,0.396083,12,22
"Russian","Belarus","RussianEnglish","English",24,4,4,"Female","Indo-European","rus ",96,503,0.0468,0.396083,12,22
"Russian","USSR","RussianEnglish","English",25,3,4,"Male","Indo-European","rus ",90,489,0.0468,0.396083,12,22
"Russian","Russia","RussianEnglish","English",16,2,1,"Male","Indo-European","rus ",84,497,0.0468,0.396083,12,22
"Russian","Belarus","RussianGerman","German",18,3,3,"Female","Indo-European","rus ",96,518,0.0468,0.396083,12,22
"Russian","USSR","RussianMonolingual","Monolingual",35,3,3,"Female","Indo-European","rus ",90,499,0.0468,0.396083,12,22
"Russian","USSR","RussianEnglish","English",29,0,3,"Male","Indo-European","rus ",90,556,0.0468,0.396083,12,22
"Russian","USSR","RussianEnglish","English",18,9,3,"Male","Indo-European","rus ",90,530,0.0468,0.396083,12,22
"Russian","USSR","RussianUkranian","Ukranian",25,3,4,"Female","Indo-European","rus ",90,472,0.0468,0.396083,12,22
"Russian","USSR","RussianEnglish","English",36,2,4,"Female","Indo-European","rus ",90,522,0.0468,0.396083,12,22
"Russian","Russia","RussianMonolingual","Monolingual",16,6,2,"Female","Indo-European","rus ",84,509,0.0468,0.396083,12,22
"Russian","Russia","RussianEnglish","English",35,2,3,"Female","Indo-European","rus ",84,548,0.0468,0.396083,12,22
"Russian","USSR","RussianEnglish","English",23,8,3,"Female","Indo-European","rus ",90,521,0.0468,0.396083,12,22
"Russian","Russia","RussianGerman","German",26,1,4,"Female","Indo-European","rus ",84,525,0.0468,0.396083,12,22
"Russian","Russia","RussianEnglish","English",22,1,4,"Female","Indo-European","rus ",84,513,0.0468,0.396083,12,22
"Russian","USSR","RussianMonolingual","Monolingual",23,6,3,"Female","Indo-European","rus ",90,571,0.0468,0.396083,12,22
"Russian","Czechslowakia","RussianMonolingual","Monolingual",27,1,4,"Female","Indo-European","rus ",90,504,0.0468,0.396083,12,22
"Russian","USSR","RussianEnglish","English",24,2,3,"Female","Indo-European","rus ",90,546,0.0468,0.396083,12,22
"Russian","USSR","RussianEnglish","English",24,2,3,"Female","Indo-European","rus ",90,501,0.0468,0.396083,12,22
"Russian","USSR","RussianEnglish","English",30,1,3,"Female","Indo-European","rus ",90,523,0.0468,0.396083,12,22
"Russian","USSR","RussianEnglish","English",20,2,2,"Female","Indo-European","rus ",90,520,0.0468,0.396083,12,22
"Russian","USSR","RussianUkranian","Ukranian",35,3,3,"Female","Indo-European","rus ",90,521,0.0468,0.396083,12,22
"Russian","USSR","RussianEnglish","English",23,1,4,"Female","Indo-European","rus ",90,534,0.0468,0.396083,12,22
"Russian","Russia","RussianEnglish","English",32,14,3,"Female","Indo-European","rus ",84,502,0.0468,0.396083,12,22
"Russian","USSR","RussianMonolingual","Monolingual",30,4,4,"Male","Indo-European","rus ",90,488,0.0468,0.396083,12,22
"Russian","USSR","RussianEnglish","English",26,5,3,"Female","Indo-European","rus ",90,534,0.0468,0.396083,12,22
"Russian","USSR","RussianArmenian","Armenian",34,5,3,"Female","Indo-European","rus ",90,526,0.0468,0.396083,12,22
"Russian","Belarus","RussianMonolingual","Monolingual",22,6,3,"Female","Indo-European","rus ",96,495,0.0468,0.396083,12,22
"Russian","USSR","RussianGerman","German",26,2,3,"Female","Indo-European","rus ",90,598,0.0468,0.396083,12,22
"Russian","USSR","RussianEnglish","English",31,3,4,"Female","Indo-European","rus ",90,511,0.0468,0.396083,12,22
"Russian","USSR","RussianEnglish","English",37,2,4,"Female","Indo-European","rus ",90,475,0.0468,0.396083,12,22
"Russian","USSR","RussianEnglish","English",23,2,2,"Female","Indo-European","rus ",90,512,0.0468,0.396083,12,22
"Russian","USSR","RussianMonolingual","Monolingual",29,3,3,"Female","Indo-European","rus ",90,452,0.0468,0.396083,12,22
"Russian","USSR","RussianMonolingual","Monolingual",25,2,4,"Female","Indo-European","rus ",90,510,0.0468,0.396083,12,22
"Russian","USSR","RussianEnglish","English",20,1,3,"Female","Indo-European","rus ",90,555,0.0468,0.396083,12,22
"Russian","Belarus","RussianMonolingual","Monolingual",31,6,2,"Female","Indo-European","rus ",96,511,0.0468,0.396083,12,22
"Russian","USSR","RussianEnglish","English",27,2,4,"Female","Indo-European","rus ",90,523,0.0468,0.396083,12,22
"Russian","USSR","RussianEnglish","English",23,1,4,"Female","Indo-European","rus ",90,549,0.0468,0.396083,12,22
"Russian","Germany","RussianEnglish","English",22,2,3,"Female","Indo-European","rus ",101,532,0.0468,0.396083,12,22
"Russian","USSR","RussianEnglish","English",15,6,3,"Female","Indo-European","rus ",90,615,0.0468,0.396083,12,22
"Russian","USSR","RussianMonolingual","Monolingual",26,4,4,"Female","Indo-European","rus ",90,490,0.0468,0.396083,12,22
"Russian","Ukraine","RussianEnglish","English",32,5,3,"Female","Indo-European","rus ",92,533,0.0468,0.396083,12,22
"Russian","USSR","RussianMonolingual","Monolingual",34,1,4,"Female","Indo-European","rus ",90,531,0.0468,0.396083,12,22
"Russian","USSR","RussianFrench","French",38,2,3,"Female","Indo-European","rus ",90,544,0.0468,0.396083,12,22
"Russian","USSR","RussianEnglish","English",30,7,3,"Female","Indo-European","rus ",90,525,0.0468,0.396083,12,22
"Russian","Russia","RussianEnglish","English",21,7,4,"Female","Indo-European","rus ",84,488,0.0468,0.396083,12,22
"Russian","USSR","RussianEnglish","English",24,4,4,"Female","Indo-European","rus ",90,502,0.0468,0.396083,12,22
"Russian","Ukraine","RussianEnglish","English",35,2,3,"Female","Indo-European","rus ",92,561,0.0468,0.396083,12,22
"Russian","Russia","RussianUkranian","Ukranian",29,2,3,"Female","Indo-European","rus ",84,528,0.0468,0.396083,12,22
"Russian","USSR","RussianMonolingual","Monolingual",40,3,4,"Male","Indo-European","rus ",90,509,0.0468,0.396083,12,22
"Russian","USSR","RussianAzerbaijani","Azerbaijani",38,4,3,"Female","Indo-European","rus ",90,540,0.0468,0.396083,12,22
"Russian","USSR","RussianMonolingual","Monolingual",35,7,3,"Male","Indo-European","rus ",90,527,0.0468,0.396083,12,22
"Russian","Ukraine","RussianUkranian","Ukranian",29,2,3,"Female","Indo-European","rus ",92,511,0.0468,0.396083,12,22
"Russian","USSR","RussianEnglish","English",41,3,3,"Female","Indo-European","rus ",90,509,0.0468,0.396083,12,22
"Russian","Estonia","RussianEnglish","English",24,2,4,"Female","Indo-European","rus ",100,505,0.0468,0.396083,12,22
"Russian","USSR","RussianEnglish","English",26,2,4,"Female","Indo-European","rus ",90,548,0.0468,0.396083,12,22
"Russian","USSR","RussianEnglish","English",39,4,3,"Female","Indo-European","rus ",90,510,0.0468,0.396083,12,22
"Russian","USSR","RussianEnglish","English",25,3,4,"Female","Indo-European","rus ",90,504,0.0468,0.396083,12,22
"Russian","Russia","RussianEnglish","English",31,4,3,"Male","Indo-European","rus ",84,489,0.0468,0.396083,12,22
"Russian","USSR","RussianEnglish","English",24,6,3,"Male","Indo-European","rus ",90,554,0.0468,0.396083,12,22
"Russian","USSR","RussianMonolingual","Monolingual",33,2,3,"Female","Indo-European","rus ",90,485,0.0468,0.396083,12,22
"Russian","USSR","RussianMonolingual","Monolingual",34,2,2,"Female","Indo-European","rus ",90,520,0.0468,0.396083,12,22
"Russian","Russia","RussianMonolingual","Monolingual",36,1,2,"Female","Indo-European","rus ",84,539,0.0468,0.396083,12,22
"Russian","Ukraine","RussianEnglish","English",38,1,4,"Female","Indo-European","rus ",92,496,0.0468,0.396083,12,22
"Russian","USSR","RussianMonolingual","Monolingual",32,3,3,"Male","Indo-European","rus ",90,488,0.0468,0.396083,12,22
"Russian","USSR","RussianEnglish","English",20,1,3,"Female","Indo-European","rus ",90,503,0.0468,0.396083,12,22
"Russian","Russia","RussianEnglish","English",17,7,3,"Male","Indo-European","rus ",84,555,0.0468,0.396083,12,22
"Russian","Russia","RussianEnglish","English",21,6,4,"Female","Indo-European","rus ",84,512,0.0468,0.396083,12,22
"Russian","USSR","RussianMonolingual","Monolingual",43,2,3,"Female","Indo-European","rus ",90,530,0.0468,0.396083,12,22
"Russian","USSR","RussianEnglish","English",27,3,3,"Female","Indo-European","rus ",90,508,0.0468,0.396083,12,22
"Russian","USSR","RussianMonolingual","Monolingual",22,3,3,"Female","Indo-European","rus ",90,515,0.0468,0.396083,12,22
"Russian","USSR","RussianEnglish","English",31,3,3,"Female","Indo-European","rus ",90,487,0.0468,0.396083,12,22
"Russian","Russia","RussianEnglish","English",27,2,3,"Female","Indo-European","rus ",84,488,0.0468,0.396083,12,22
"Russian","Russia","RussianMonolingual","Monolingual",29,3,4,"Female","Indo-European","rus ",84,521,0.0468,0.396083,12,22
"Russian","USSR","RussianMonolingual","Monolingual",19,2,3,"Female","Indo-European","rus ",90,519,0.0468,0.396083,12,22
"Russian","Russia","RussianSerbian","Serbian",28,10,3,"Female","Indo-European","rus ",84,534,0.0468,0.396083,12,22
"Russian","USSR","RussianEnglish","English",22,1,3,"Male","Indo-European","rus ",90,504,0.0468,0.396083,12,22
"Russian","Russia","RussianEnglish","English",28,2,4,"Female","Indo-European","rus ",84,521,0.0468,0.396083,12,22
"Russian","USSR","RussianEnglish","English",44,1,4,"Female","Indo-European","rus ",90,532,0.0468,0.396083,12,22
"Russian","USSR","RussianMonolingual","Monolingual",19,1,3,"Female","Indo-European","rus ",90,485,0.0468,0.396083,12,22
"Russian","USSR","RussianEnglish","English",26,2,3,"Female","Indo-European","rus ",90,535,0.0468,0.396083,12,22
"Russian","USSR","RussianDutch","Dutch",26,4,3,"Female","Indo-European","rus ",90,534,0.0468,0.396083,12,22
"Russian","Russia","RussianEnglish","English",32,2,3,"Female","Indo-European","rus ",84,497,0.0468,0.396083,12,22
"Russian","Moldova","RussianRomanian","Romanian",27,0,3,"Female","Indo-European","rus ",88,519,0.0468,0.396083,12,22
"Russian","USSR","RussianEnglish","English",25,2,2,"Female","Indo-European","rus ",90,505,0.0468,0.396083,12,22
"Russian","USSR","RussianEnglish","English",29,3,3,"Female","Indo-European","rus ",90,495,0.0468,0.396083,12,22
"Russian","Russia","RussianEnglish","English",20,1,3,"Female","Indo-European","rus ",84,503,0.0468,0.396083,12,22
"Russian","Russia","RussianEnglish","English",25,5,4,"Female","Indo-European","rus ",84,524,0.0468,0.396083,12,22
"Russian","USSR","RussianEnglish","English",26,3,3,"Female","Indo-European","rus ",90,489,0.0468,0.396083,12,22
"Russian","Russia","RussianEnglish","English",31,6,3,"Female","Indo-European","rus ",84,539,0.0468,0.396083,12,22
"Russian","USSR","RussianEnglish","English",34,5,1,"Female","Indo-European","rus ",90,524,0.0468,0.396083,12,22
"Russian","Russia","RussianEnglish","English",30,2,4,"Female","Indo-European","rus ",84,542,0.0468,0.396083,12,22
"Russian","Russia","RussianEnglish","English",14,7,2,"Male","Indo-European","rus ",84,498,0.0468,0.396083,12,22
"Russian","USSR","RussianPolish","Polish",29,6,4,"Male","Indo-European","rus ",90,504,0.0468,0.396083,12,22
"Russian","USSR","RussianEnglish","English",0,37,2,"Male","Indo-European","rus ",90,489,0.0468,0.396083,12,22
"Russian","USSR","RussianMonolingual","Monolingual",33,7,1,"Female","Indo-European","rus ",90,507,0.0468,0.396083,12,22
"Russian","USSR","RussianGreek","Greek",32,2,4,"Female","Indo-European","rus ",90,521,0.0468,0.396083,12,22
"Russian","Russia","RussianMonolingual","Monolingual",22,4,2,"Female","Indo-European","rus ",84,439,0.0468,0.396083,12,22
"Russian","USSR","RussianEnglish","English",39,2,1,"Female","Indo-European","rus ",90,529,0.0468,0.396083,12,22
"Russian","USSR","RussianEnglish","English",26,1,4,"Female","Indo-European","rus ",90,542,0.0468,0.396083,12,22
"Russian","Russia","RussianEnglish","English",39,2,4,"Female","Indo-European","rus ",84,490,0.0468,0.396083,12,22
"Russian","Germany","RussianGeorgian","Georgian",24,2,4,"Female","Indo-European","rus ",101,504,0.0468,0.396083,12,22
"Russian","Ukraine","RussianUkranian","Ukranian",41,2,4,"Female","Indo-European","rus ",92,520,0.0468,0.396083,12,22
"Russian","USSR","RussianEnglish","English",25,6,2,"Male","Indo-European","rus ",90,450,0.0468,0.396083,12,22
"Russian","Russia","RussianFinnish","Finnish",22,1,3,"Female","Indo-European","rus ",84,514,0.0468,0.396083,12,22
"Russian","Russia","RussianEnglish","English",32,2,3,"Female","Indo-European","rus ",84,529,0.0468,0.396083,12,22
"Russian","USSR","RussianMonolingual","Monolingual",23,6,3,"Male","Indo-European","rus ",90,518,0.0468,0.396083,12,22
"Russian","Russia","RussianEnglish","English",22,3,4,"Female","Indo-European","rus ",84,516,0.0468,0.396083,12,22
"Russian","Belarus","RussianEnglish","English",31,5,3,"Female","Indo-European","rus ",96,529,0.0468,0.396083,12,22
"Russian","USSR","RussianEnglish","English",27,3,3,"Female","Indo-European","rus ",90,523,0.0468,0.396083,12,22
"Russian","USSR","RussianEnglish","English",26,2,4,"Female","Indo-European","rus ",90,489,0.0468,0.396083,12,22
"Russian","USSR","RussianEnglish","English",25,4,4,"Male","Indo-European","rus ",90,514,0.0468,0.396083,12,22
"Russian","USSR","RussianEnglish","English",20,2,3,"Female","Indo-European","rus ",90,495,0.0468,0.396083,12,22
"Russian","Moldova","RussianEnglish","English",24,1,4,"Female","Indo-European","rus ",88,508,0.0468,0.396083,12,22
"Russian","Russia","RussianEnglish","English",26,2,4,"Female","Indo-European","rus ",84,537,0.0468,0.396083,12,22
"Russian","USSR","RussianEnglish","English",33,2,3,"Male","Indo-European","rus ",90,552,0.0468,0.396083,12,22
"Russian","USSR","RussianEnglish","English",29,2,3,"Female","Indo-European","rus ",90,515,0.0468,0.396083,12,22
"Russian","USSR","RussianEnglish","English",37,3,2,"Female","Indo-European","rus ",90,430,0.0468,0.396083,12,22
"Russian","USSR","RussianPolish","Polish",22,3,1,"Male","Indo-European","rus ",90,475,0.0468,0.396083,12,22
"Russian","USSR","RussianEnglish","English",39,6,4,"Female","Indo-European","rus ",90,466,0.0468,0.396083,12,22
"Russian","USSR","RussianEnglish","English",26,3,1,"Female","Indo-European","rus ",90,546,0.0468,0.396083,12,22
"Russian","USSR","RussianEnglish","English",25,4,4,"Female","Indo-European","rus ",90,526,0.0468,0.396083,12,22
"Russian","USSR","RussianEnglish","English",18,5,3,"Male","Indo-European","rus ",90,480,0.0468,0.396083,12,22
"Russian","Russia","RussianEnglish","English",28,1,3,"Female","Indo-European","rus ",84,546,0.0468,0.396083,12,22
"Russian","USSR","RussianMonolingual","Monolingual",32,4,4,"Male","Indo-European","rus ",90,492,0.0468,0.396083,12,22
"Russian","USSR","RussianMonolingual","Monolingual",40,7,3,"Female","Indo-European","rus ",90,503,0.0468,0.396083,12,22
"Russian","USSR","RussianEnglish","English",34,5,3,"Female","Indo-European","rus ",90,541,0.0468,0.396083,12,22
"Russian","Germany","RussianMonolingual","Monolingual",30,2,3,"Female","Indo-European","rus ",101,529,0.0468,0.396083,12,22
"Russian","USSR","RussianEnglish","English",15,7,3,"Male","Indo-European","rus ",90,520,0.0468,0.396083,12,22
"Russian","Russia","RussianEnglish","English",26,2,3,"Female","Indo-European","rus ",84,542,0.0468,0.396083,12,22
"Russian","USSR","RussianRussian","Russian",31,9,3,"Female","Indo-European","rus ",90,537,0.0468,0.396083,12,22
"Russian","USSR","RussianEnglish","English",21,2,4,"Female","Indo-European","rus ",90,544,0.0468,0.396083,12,22
"Russian","USSR","RussianEnglish","English",34,1,3,"Female","Indo-European","rus ",90,555,0.0468,0.396083,12,22
"Russian","USSR","RussianMonolingual","Monolingual",30,2,4,"Male","Indo-European","rus ",90,487,0.0468,0.396083,12,22
"Russian","USSR","RussianRomansch","Romansch",24,4,3,"Male","Indo-European","rus ",90,544,0.0468,0.396083,12,22
"Russian","USSR","RussianEnglish","English",24,2,3,"Female","Indo-European","rus ",90,531,0.0468,0.396083,12,22
"Russian","USSR","RussianEnglish","English",22,3,3,"Female","Indo-European","rus ",90,547,0.0468,0.396083,12,22
"Russian","USSR","RussianEnglish","English",25,1,1,"Female","Indo-European","rus ",90,493,0.0468,0.396083,12,22
"Russian","USSR","RussianEnglish","English",24,5,3,"Female","Indo-European","rus ",90,558,0.0468,0.396083,12,22
"Russian","Russia","RussianEnglish","English",26,10,4,"Male","Indo-European","rus ",84,502,0.0468,0.396083,12,22
"Russian","USSR","RussianEnglish","English",35,2,3,"Female","Indo-European","rus ",90,561,0.0468,0.396083,12,22
"Russian","Russia","RussianMonolingual","Monolingual",24,2,3,"Female","Indo-European","rus ",84,542,0.0468,0.396083,12,22
"Russian","Russia","RussianUkranian","Ukranian",28,1,4,"Female","Indo-European","rus ",84,534,0.0468,0.396083,12,22
"Russian","USSR","RussianEnglish","English",23,5,3,"Female","Indo-European","rus ",90,511,0.0468,0.396083,12,22
"Russian","USSR","RussianEnglish","English",31,2,4,"Female","Indo-European","rus ",90,549,0.0468,0.396083,12,22
"Russian","USSR","RussianEnglish","English",32,3,3,"Female","Indo-European","rus ",90,534,0.0468,0.396083,12,22
"Russian","USSR","RussianEnglish","English",27,2,4,"Female","Indo-European","rus ",90,488,0.0468,0.396083,12,22
"Russian","Russia","RussianEnglish","English",25,0,4,"Female","Indo-European","rus ",84,534,0.0468,0.396083,12,22
"Russian","Russia","RussianMonolingual","Monolingual",32,5,1,"Female","Indo-European","rus ",84,531,0.0468,0.396083,12,22
"Russian","Mongolia","RussianRomansch","Romansch",26,1,4,"Female","Indo-European","rus ",92,544,0.0468,0.396083,12,22
"Russian","USSR","RussianEnglish","English",19,4,3,"Female","Indo-European","rus ",90,543,0.0468,0.396083,12,22
"Russian","Germany","RussianGerman","German",29,1,4,"Female","Indo-European","rus ",101,542,0.0468,0.396083,12,22
"Russian","USSR","RussianEnglish","English",22,2,3,"Female","Indo-European","rus ",90,587,0.0468,0.396083,12,22
"Russian","USSR","RussianMonolingual","Monolingual",25,2,2,"Female","Indo-European","rus ",90,512,0.0468,0.396083,12,22
"Russian","Russia","RussianEnglish","English",26,1,4,"Female","Indo-European","rus ",84,498,0.0468,0.396083,12,22
"Russian","USSR","RussianEnglish","English",41,5,4,"Female","Indo-European","rus ",90,511,0.0468,0.396083,12,22
"Russian","Russia","RussianMonolingual","Monolingual",24,4,2,"Female","Indo-European","rus ",84,517,0.0468,0.396083,12,22
"Russian","USSR","RussianRussian","Russian",21,5,1,"Male","Indo-European","rus ",90,477,0.0468,0.396083,12,22
"Russian","Russia","RussianEnglish","English",25,3,4,"Female","Indo-European","rus ",84,595,0.0468,0.396083,12,22
"Russian","Russia","RussianMonolingual","Monolingual",30,7,3,"Female","Indo-European","rus ",84,513,0.0468,0.396083,12,22
"Russian","Russia","RussianMonolingual","Monolingual",24,7,4,"Female","Indo-European","rus ",84,517,0.0468,0.396083,12,22
"Russian","USSR","RussianEnglish","English",20,3,2,"Male","Indo-European","rus ",90,568,0.0468,0.396083,12,22
"Russian","USSR","RussianEnglish","English",35,3,3,"Female","Indo-European","rus ",90,500,0.0468,0.396083,12,22
"Russian","USSR","RussianMonolingual","Monolingual",30,2,3,"Female","Indo-European","rus ",90,500,0.0468,0.396083,12,22
"Russian","USSR","RussianEnglish","English",23,4,4,"Male","Indo-European","rus ",90,563,0.0468,0.396083,12,22
